,_time,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,collectStartTime,test_number_x,ue_nr_kpm,_time_y,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,test_number_y,transfer,ue_nr_iperf,seq_nr,test_number,time_latency,ue_nr_latency,prb,noise_amplitude
4116,2024-05-06 10:37:15,,,,,,,,,,,,,,,10M,1.67,14.933,0.89,0.0,1,0.204,1,,,,,52.0,-100.0
4117,2024-05-06 10:37:16,,,,,,,,,,,,,,,10M,1.15,6.617,0.85,0.0,1,0.14,1,,,,,52.0,-100.0
4118,2024-05-06 10:37:17,,,,,,,,,,,,,,,10M,1.39,6.064,0.83,0.0,1,0.17,1,,,,,52.0,-100.0
4119,2024-05-06 10:37:18,,,,,,,,,,,,,,,10M,1.22,14.711,0.88,0.0,1,0.148,1,,,,,52.0,-100.0
4120,2024-05-06 10:37:19,,,,,,,,,,,,,,,10M,1.46,6.01,0.87,0.0,1,0.178,1,,,,,52.0,-100.0
4121,2024-05-06 10:37:20,,,,,,,,,,,,,,,10M,1.73,8.449,0.87,0.0,1,0.211,1,,,,,52.0,-100.0
4122,2024-05-06 10:37:21,,,,,,,,,,,,,,,10M,1.25,9.299,0.84,0.0,1,0.153,1,,,,,52.0,-100.0
4123,2024-05-06 10:37:22,,,,,,,,,,,,,,,10M,1.77,10.007,0.83,0.0,1,0.216,1,,,,,52.0,-100.0
4124,2024-05-06 10:37:23,,,,,,,,,,,,,,,10M,1.62,3.741,0.86,0.0,1,0.198,1,,,,,52.0,-100.0
4125,2024-05-06 10:37:24,100,0,0,11488,0,11526,100,100,100,100,2024-05-06 10:37:24,1,3,2024-05-06 10:37:24,10M,1.76,5.34,0.85,0.0,1,0.215,1,,,,,52.0,-100.0
4126,2024-05-06 10:37:24,100,0,0,11465,0,11499,100,100,100,100,2024-05-06 10:37:24,1,2,2024-05-06 10:37:24,10M,1.76,5.34,0.85,0.0,1,0.215,1,,,,,52.0,-100.0
4127,2024-05-06 10:37:24,100,0,0,11453,0,11492,51,5,1,90,2024-05-06 10:37:24,1,1,2024-05-06 10:37:24,10M,1.76,5.34,0.85,0.0,1,0.215,1,,,,,52.0,-100.0
4128,2024-05-06 10:37:25,,,,,,,,,,,,,,,10M,1.39,4.861,0.82,0.0,1,0.17,1,,,,,52.0,-100.0
4129,2024-05-06 10:37:26,,,,,,,,,,,,,,,10M,1.73,12.06,0.84,0.0,1,0.211,1,,,,,52.0,-100.0
4130,2024-05-06 10:37:27,,,,,,,,,,,,,,,10M,1.56,10.792,0.84,0.0,1,0.191,1,,,,,52.0,-100.0
4131,2024-05-06 10:37:28,,,,,,,,,,,,,,,10M,1.83,7.018,0.83,0.0,1,0.223,1,,,,,52.0,-100.0
4132,2024-05-06 10:37:29,,,,,,,,,,,,,,,10M,1.76,9.383,0.85,0.0,1,0.215,1,,,,,52.0,-100.0
4133,2024-05-06 10:37:30,,,,,,,,,,,,,,,10M,1.18,5.763,0.8,0.0,1,0.144,1,,,,,52.0,-100.0
4134,2024-05-06 10:37:31,100,0,0,11453,0,11492,100,100,100,100,2024-05-06 10:37:31,1,3,2024-05-06 10:37:31,10M,1.83,7.227,0.82,0.0,1,0.223,1,,,,,52.0,-100.0
4135,2024-05-06 10:37:31,100,0,0,11417,0,11459,100,100,100,100,2024-05-06 10:37:31,1,2,2024-05-06 10:37:31,10M,1.83,7.227,0.82,0.0,1,0.223,1,,,,,52.0,-100.0
4136,2024-05-06 10:37:31,100,0,0,11453,0,11492,51,5,1,90,2024-05-06 10:37:31,1,1,2024-05-06 10:37:31,10M,1.83,7.227,0.82,0.0,1,0.223,1,,,,,52.0,-100.0
4137,2024-05-06 10:37:32,,,,,,,,,,,,,,,10M,1.69,8.115,0.87,0.0,1,0.206,1,,,,,52.0,-100.0
4138,2024-05-06 10:37:33,,,,,,,,,,,,,,,10M,1.76,8.022,0.81,0.0,1,0.215,1,,,,,52.0,-100.0
4139,2024-05-06 10:37:34,,,,,,,,,,,,,,,10M,1.16,8.037,0.84,0.0,1,0.141,1,,,,,52.0,-100.0
4140,2024-05-06 10:37:35,,,,,,,,,,,,,,,10M,1.86,7.679,0.83,0.0,1,0.228,1,,,,,52.0,-100.0
4141,2024-05-06 10:37:36,,,,,,,,,,,,,,,10M,1.73,6.808,0.87,0.0,1,0.211,1,,,,,52.0,-28.0
4142,2024-05-06 10:37:37,100,0,0,11453,0,11492,100,100,100,100,2024-05-06 10:37:37,1,3,2024-05-06 10:37:37,10M,1.62,6.475,0.82,0.0,1,0.198,1,,,,,52.0,-28.0
4143,2024-05-06 10:37:37,100,0,0,11429,0,11464,100,100,100,100,2024-05-06 10:37:37,1,2,2024-05-06 10:37:37,10M,1.62,6.475,0.82,0.0,1,0.198,1,,,,,52.0,-28.0
4144,2024-05-06 10:37:37,100,0,0,11465,0,11492,51,5,1,90,2024-05-06 10:37:37,1,1,2024-05-06 10:37:37,10M,1.62,6.475,0.82,0.0,1,0.198,1,,,,,52.0,-28.0
4145,2024-05-06 10:37:38,,,,,,,,,,,,,,,10M,1.92,4.65,0.84,0.0,1,0.236,1,,,,,52.0,-28.0
4146,2024-05-06 10:37:39,,,,,,,,,,,,,,,10M,1.54,7.274,0.82,0.0,1,0.187,1,,,,,52.0,-28.0
4147,2024-05-06 10:37:40,,,,,,,,,,,,,,,10M,1.76,9.003,0.83,0.0,1,0.215,1,,,,,52.0,-28.0
4148,2024-05-06 10:37:41,,,,,,,,,,,,,,,10M,1.48,9.881,0.83,0.0,1,0.181,1,,,,,52.0,-28.0
4149,2024-05-06 10:37:42,,,,,,,,,,,,,,,10M,1.6,6.446,0.83,0.0,1,0.195,1,,,,,52.0,-28.0
4150,2024-05-06 10:37:43,,,,,,,,,,,,,,,10M,1.42,11.39,0.85,0.0,1,0.174,1,,,,,52.0,-28.0
4151,2024-05-06 10:37:44,100,0,0,11488,0,11526,51,5,1,90,2024-05-06 10:37:44,1,1,2024-05-06 10:37:44,10M,1.55,10.276,0.84,0.0,1,0.189,1,,,,,52.0,-28.0
4152,2024-05-06 10:37:44,100,0,0,11429,0,11464,100,100,100,100,2024-05-06 10:37:44,1,2,2024-05-06 10:37:44,10M,1.55,10.276,0.84,0.0,1,0.189,1,,,,,52.0,-28.0
4153,2024-05-06 10:37:44,100,0,0,11453,0,11492,100,100,100,100,2024-05-06 10:37:44,1,3,2024-05-06 10:37:44,10M,1.55,10.276,0.84,0.0,1,0.189,1,,,,,52.0,-28.0
4154,2024-05-06 10:37:45,,,,,,,,,,,,,,,10M,1.76,10.426,0.86,0.0,1,0.215,1,,,,,52.0,-28.0
4155,2024-05-06 10:37:46,,,,,,,,,,,,,,,10M,1.39,10.21,0.83,0.0,1,0.17,1,,,,,52.0,-28.0
4156,2024-05-06 10:37:47,,,,,,,,,,,,,,,10M,1.53,5.521,0.82,0.0,1,0.187,1,,,,,52.0,-28.0
4157,2024-05-06 10:37:48,,,,,,,,,,,,,,,10M,1.46,11.893,0.86,0.0,1,0.178,1,,,,,52.0,-28.0
4158,2024-05-06 10:37:49,,,,,,,,,,,,,,,10M,1.93,15.79,0.86,0.0,1,0.236,1,,,,,52.0,-28.0
4159,2024-05-06 10:37:50,,,,,,,,,,,,,,,10M,1.22,10.156,0.84,0.0,1,0.148,1,,,,,52.0,-28.0
4160,2024-05-06 10:37:51,100,0,0,11453,0,11492,51,5,1,90,2024-05-06 10:37:51,1,1,2024-05-06 10:37:51,10M,1.83,14.146,0.83,0.0,1,0.223,1,,,,,52.0,-28.0
4161,2024-05-06 10:37:51,100,0,0,11488,0,11526,100,100,100,100,2024-05-06 10:37:51,1,3,2024-05-06 10:37:51,10M,1.83,14.146,0.83,0.0,1,0.223,1,,,,,52.0,-28.0
4162,2024-05-06 10:37:51,100,0,0,11465,0,11499,100,100,100,100,2024-05-06 10:37:51,1,2,2024-05-06 10:37:51,10M,1.83,14.146,0.83,0.0,1,0.223,1,,,,,52.0,-28.0
4163,2024-05-06 10:37:52,,,,,,,,,,,,,,,10M,1.62,8.297,0.85,0.0,1,0.198,1,,,,,52.0,-28.0
4164,2024-05-06 10:37:53,,,,,,,,,,,,,,,10M,1.49,5.732,0.82,0.0,1,0.182,1,,,,,52.0,-28.0
4165,2024-05-06 10:37:54,,,,,,,,,,,,,,,10M,1.46,11.416,0.84,0.0,1,0.178,1,,,,,52.0,-28.0
4166,2024-05-06 10:37:55,,,,,,,,,,,,,,,10M,1.8,7.003,0.85,0.0,1,0.219,1,,,,,52.0,-28.0
4167,2024-05-06 10:37:56,,,,,,,,,,,,,,,10M,1.69,5.408,0.85,0.0,1,0.206,1,,,,,52.0,-28.0
4168,2024-05-06 10:37:57,,,,,,,,,,,,,,,10M,1.53,11.078,0.82,0.0,1,0.187,1,,,,,52.0,-28.0
4169,2024-05-06 10:37:58,100,0,0,11453,0,11492,51,5,1,90,2024-05-06 10:37:58,1,1,2024-05-06 10:37:58,10M,1.83,10.912,0.85,0.0,1,0.223,1,,,,,52.0,-28.0
4170,2024-05-06 10:37:59,100,0,0,11417,0,11459,100,100,100,100,2024-05-06 10:37:58,1,2,2024-05-06 10:37:58,10M,1.38,12.724,0.84,0.0,1,0.168,1,,,,,52.0,-28.0
4171,2024-05-06 10:37:59,100,0,0,11465,0,11492,100,100,100,100,2024-05-06 10:37:58,1,3,2024-05-06 10:37:58,10M,1.38,12.724,0.84,0.0,1,0.168,1,,,,,52.0,-28.0
4172,2024-05-06 10:38:00,,,,,,,,,,,,,,,10M,1.74,7.099,0.8,0.0,1,0.212,1,,,,,52.0,-28.0
4173,2024-05-06 10:38:01,,,,,,,,,,,,,,,10M,1.55,6.819,0.86,0.0,1,0.189,1,,,,,52.0,-28.0
4174,2024-05-06 10:38:02,,,,,,,,,,,,,,,10M,1.53,7.048,0.82,0.0,1,0.187,1,,,,,52.0,-28.0
4175,2024-05-06 10:38:03,,,,,,,,,,,,,,,10M,1.77,9.716,0.84,0.0,1,0.216,1,,,,,52.0,-28.0
4176,2024-05-06 10:38:04,,,,,,,,,,,,,,,10M,1.82,5.098,0.84,0.0,1,0.222,1,,,,,52.0,-28.0
4177,2024-05-06 10:38:05,100,0,0,11429,0,11464,100,100,100,100,2024-05-06 10:38:05,1,2,2024-05-06 10:38:05,10M,1.59,10.623,0.83,0.0,1,0.194,1,,,,,52.0,-28.0
4178,2024-05-06 10:38:05,100,0,0,11453,0,11492,51,5,1,90,2024-05-06 10:38:05,1,1,2024-05-06 10:38:05,10M,1.59,10.623,0.83,0.0,1,0.194,1,,,,,52.0,-28.0
4179,2024-05-06 10:38:05,100,0,0,11453,0,11492,100,100,100,100,2024-05-06 10:38:05,1,3,2024-05-06 10:38:05,10M,1.59,10.623,0.83,0.0,1,0.194,1,,,,,52.0,-28.0
4180,2024-05-06 10:38:06,,,,,,,,,,,,,,,10M,1.32,8.159,0.81,0.0,1,0.161,1,,,,,52.0,-28.0
4181,2024-05-06 10:38:07,,,,,,,,,,,,,,,10M,1.93,11.605,0.86,0.0,1,0.236,1,,,,,52.0,-28.0
4182,2024-05-06 10:38:08,,,,,,,,,,,,,,,10M,1.6,8.216,0.83,0.0,1,0.195,1,,,,,52.0,-28.0
4183,2024-05-06 10:38:09,,,,,,,,,,,,,,,10M,1.76,6.558,0.81,0.0,1,0.215,1,,,,,52.0,-28.0
4184,2024-05-06 10:38:10,,,,,,,,,,,,,,,10M,1.39,10.939,0.85,0.0,1,0.17,1,,,,,52.0,-28.0
4185,2024-05-06 10:38:11,,,,,,,,,,,,,,,10M,1.83,8.607,0.82,0.0,1,0.223,1,,,,,52.0,-28.0
4186,2024-05-06 10:38:12,100,0,0,11488,0,11526,51,5,1,90,2024-05-06 10:38:12,1,1,2024-05-06 10:38:12,10M,1.66,6.866,0.85,0.0,1,0.202,1,,,,,52.0,-28.0
4187,2024-05-06 10:38:12,100,0,0,11453,0,11492,100,100,100,100,2024-05-06 10:38:12,1,3,2024-05-06 10:38:12,10M,1.66,6.866,0.85,0.0,1,0.202,1,,,,,52.0,-28.0
4188,2024-05-06 10:38:12,100,0,0,11429,0,11464,100,100,100,100,2024-05-06 10:38:12,1,2,2024-05-06 10:38:12,10M,1.66,6.866,0.85,0.0,1,0.202,1,,,,,52.0,-28.0
4189,2024-05-06 10:38:13,,,,,,,,,,,,,,,10M,1.55,12.624,0.83,0.0,1,0.189,1,,,,,52.0,-28.0
4190,2024-05-06 10:38:14,,,,,,,,,,,,,,,10M,1.79,8.432,0.83,0.0,1,0.219,1,,,,,52.0,-28.0
4191,2024-05-06 10:38:15,,,,,,,,,,,,,,,10M,1.36,10.971,0.85,0.0,1,0.168,1,,,,,52.0,-28.0
4192,2024-05-06 10:38:16,,,,,,,,,,,,,,,10M,1.73,13.817,0.84,0.0,1,0.209,1,,,,,52.0,-28.0
4193,2024-05-06 10:38:17,,,,,,,,,,,,,,,10M,1.62,5.696,0.84,0.0,1,0.198,1,,,,,52.0,-28.0
4194,2024-05-06 10:38:18,,,,,,,,,,,,,,,10M,1.56,9.134,0.83,0.0,1,0.191,1,,,,,52.0,-28.0
4195,2024-05-06 10:38:19,100,0,0,11429,0,11464,100,100,100,100,2024-05-06 10:38:19,1,2,2024-05-06 10:38:19,10M,1.58,5.312,0.83,0.0,1,0.194,1,,,,,52.0,-28.0
4196,2024-05-06 10:38:19,100,0,0,11465,0,11492,51,5,1,90,2024-05-06 10:38:19,1,1,2024-05-06 10:38:19,10M,1.58,5.312,0.83,0.0,1,0.194,1,,,,,52.0,-28.0
4197,2024-05-06 10:38:19,100,0,0,11488,0,11526,100,100,100,100,2024-05-06 10:38:19,1,3,2024-05-06 10:38:19,10M,1.58,5.312,0.83,0.0,1,0.194,1,,,,,52.0,-28.0
4198,2024-05-06 10:38:20,,,,,,,,,,,,,,,10M,1.53,11.372,0.85,0.0,1,0.187,1,,,,,52.0,-28.0
4199,2024-05-06 10:38:21,,,,,,,,,,,,,,,10M,1.39,7.683,0.84,0.0,1,0.17,1,,,,,52.0,-28.0
4200,2024-05-06 10:38:22,,,,,,,,,,,,,,,10M,1.86,13.078,0.85,0.0,1,0.228,1,,,,,52.0,-28.0
4201,2024-05-06 10:38:23,,,,,,,,,,,,,,,10M,1.75,5.042,0.85,0.0,1,0.214,1,,,,,52.0,-28.0
4202,2024-05-06 10:38:24,,,,,,,,,,,,,,,10M,1.32,7.355,0.82,0.0,1,0.161,1,,,,,52.0,-28.0
4203,2024-05-06 10:38:25,,,,,,,,,,,,,,,10M,1.9,5.274,0.82,0.0,1,0.232,1,,,,,52.0,-28.0
4204,2024-05-06 10:38:26,100,0,0,11453,0,11492,100,100,100,100,2024-05-06 10:38:26,1,3,2024-05-06 10:38:26,10M,1.79,4.97,0.85,0.0,1,0.218,1,,,,,52.0,-28.0
4205,2024-05-06 10:38:26,100,0,0,11453,0,11494,100,100,100,100,2024-05-06 10:38:26,1,2,2024-05-06 10:38:26,10M,1.79,4.97,0.85,0.0,1,0.218,1,,,,,52.0,-28.0
4206,2024-05-06 10:38:26,100,0,0,11453,0,11492,51,5,1,90,2024-05-06 10:38:26,1,1,2024-05-06 10:38:26,10M,1.79,4.97,0.85,0.0,1,0.218,1,,,,,52.0,-28.0
4207,2024-05-06 10:38:27,,,,,,,,,,,,,,,10M,1.73,2.499,0.8,0.0,1,0.211,1,,,,,52.0,-28.0
4208,2024-05-06 10:38:28,,,,,,,,,,,,,,,10M,1.76,2.766,0.83,0.0,1,0.215,1,,,,,52.0,-28.0
4209,2024-05-06 10:38:29,,,,,,,,,,,,,,,10M,1.99,3.105,0.82,0.0,1,0.243,1,,,,,52.0,-28.0
4210,2024-05-06 10:38:30,,,,,,,,,,,,,,,10M,1.36,11.429,0.83,0.0,1,0.165,1,,,,,52.0,-28.0
4211,2024-05-06 10:38:31,,,,,,,,,,,,,,,10M,1.97,4.28,0.81,0.0,1,0.24,1,,,,,52.0,-28.0
4212,2024-05-06 10:38:32,100,0,0,11323,0,11360,100,100,100,100,2024-05-06 10:38:32,1,3,2024-05-06 10:38:32,10M,1.85,2.706,0.85,0.0,1,0.229,1,,,,,52.0,-28.0
4213,2024-05-06 10:38:32,100,0,0,11417,0,11457,51,5,1,90,2024-05-06 10:38:32,1,1,2024-05-06 10:38:32,10M,1.85,2.706,0.85,0.0,1,0.229,1,,,,,52.0,-28.0
4214,2024-05-06 10:38:32,100,0,0,11346,0,11387,100,100,100,100,2024-05-06 10:38:32,1,2,2024-05-06 10:38:32,10M,1.85,2.706,0.85,0.0,1,0.229,1,,,,,52.0,-28.0
4215,2024-05-06 10:38:33,,,,,,,,,,,,,,,10M,1.62,5.053,0.8,0.0,1,0.195,1,,,,,52.0,-28.0
4216,2024-05-06 10:38:34,,,,,,,,,,,,,,,10M,1.78,3.984,0.82,0.0,1,0.218,1,,,,,52.0,-28.0
4217,2024-05-06 10:38:35,,,,,,,,,,,,,,,10M,1.45,6.787,0.84,0.0,1,0.177,1,,,,,52.0,-28.0
4218,2024-05-06 10:38:36,,,,,,,,,,,,,,,10M,1.67,2.655,0.82,0.0,1,0.204,1,,,,,52.0,-28.0
4219,2024-05-06 10:38:37,,,,,,,,,,,,,,,10M,1.43,13.797,0.87,0.0,1,0.174,1,,,,,52.0,-28.0
4220,2024-05-06 10:38:38,,,,,,,,,,,,,,,10M,1.52,5.981,0.81,0.0,1,0.185,1,,,,,52.0,-28.0
4221,2024-05-06 10:38:39,100,0,0,11500,0,11526,100,100,100,100,2024-05-06 10:38:39,1,2,2024-05-06 10:38:39,10M,1.7,9.649,0.85,0.0,1,0.208,1,,,,,52.0,-28.0
4222,2024-05-06 10:38:39,100,0,0,11453,0,11492,51,5,1,90,2024-05-06 10:38:39,1,1,2024-05-06 10:38:39,10M,1.7,9.649,0.85,0.0,1,0.208,1,,,,,52.0,-28.0
4223,2024-05-06 10:38:39,100,0,0,11465,0,11499,100,100,100,100,2024-05-06 10:38:39,1,3,2024-05-06 10:38:39,10M,1.7,9.649,0.85,0.0,1,0.208,1,,,,,52.0,-28.0
4224,2024-05-06 10:38:40,,,,,,,,,,,,,,,10M,1.25,9.797,0.86,0.0,1,0.153,1,,,,,52.0,-28.0
4225,2024-05-06 10:38:41,,,,,,,,,,,,,,,10M,1.66,6.237,0.82,0.0,1,0.202,1,,,,,52.0,-28.0
4226,2024-05-06 10:38:42,,,,,,,,,,,,,,,10M,1.6,7.869,0.87,0.0,1,0.195,1,,,,,52.0,-28.0
4227,2024-05-06 10:38:43,,,,,,,,,,,,,,,10M,1.66,5.617,0.84,0.0,1,0.202,1,,,,,52.0,-28.0
4228,2024-05-06 10:38:44,,,,,,,,,,,,,,,10M,1.49,11.304,0.84,0.0,1,0.182,1,,,,,52.0,-28.0
4229,2024-05-06 10:38:45,,,,,,,,,,,,,,,10M,1.85,8.508,0.83,0.0,1,0.226,1,,,,,52.0,-28.0
4230,2024-05-06 10:38:46,100,0,0,11287,0,11318,100,100,100,100,2024-05-06 10:38:46,1,3,2024-05-06 10:38:46,10M,1.7,6.774,0.85,0.0,1,0.208,1,,,,,52.0,-28.0
4231,2024-05-06 10:38:46,100,0,0,11370,0,11408,100,100,100,100,2024-05-06 10:38:46,1,2,2024-05-06 10:38:46,10M,1.7,6.774,0.85,0.0,1,0.208,1,,,,,52.0,-28.0
4232,2024-05-06 10:38:46,100,0,0,11275,0,11304,51,6,1,88,2024-05-06 10:38:46,1,1,2024-05-06 10:38:46,10M,1.7,6.774,0.85,0.0,1,0.208,1,,,,,52.0,-28.0
4233,2024-05-06 10:38:47,,,,,,,,,,,,,,,10M,1.59,5.344,0.8,0.0,1,0.194,1,,,,,52.0,-28.0
4234,2024-05-06 10:38:48,,,,,,,,,,,,,,,10M,1.83,7.643,0.85,0.0,1,0.223,1,,,,,52.0,-28.0
4235,2024-05-06 10:38:49,,,,,,,,,,,,,,,10M,1.42,4.949,0.81,0.0,1,0.174,1,,,,,52.0,-28.0
4236,2024-05-06 10:38:50,,,,,,,,,,,,,,,10M,1.87,4.963,0.82,0.0,1,0.228,1,,,,,52.0,-28.0
4237,2024-05-06 10:38:51,,,,,,,,,,,,,,,10M,1.52,9.694,0.85,0.0,1,0.185,1,,,,,52.0,-28.0
4238,2024-05-06 10:38:52,,,,,,,,,,,,,,,10M,1.74,9.409,0.82,0.0,1,0.212,1,,,,,52.0,-28.0
4239,2024-05-06 10:38:53,100,0,0,11382,0,11422,51,6,1,88,2024-05-06 10:38:53,1,1,2024-05-06 10:38:53,10M,1.59,7.151,0.84,0.0,1,0.194,1,,,,,52.0,-28.0
4240,2024-05-06 10:38:53,100,0,0,11346,0,11390,100,100,100,100,2024-05-06 10:38:53,1,2,2024-05-06 10:38:53,10M,1.59,7.151,0.84,0.0,1,0.194,1,,,,,52.0,-28.0
4241,2024-05-06 10:38:53,100,0,0,11346,0,11387,100,100,100,100,2024-05-06 10:38:53,1,3,2024-05-06 10:38:53,10M,1.59,7.151,0.84,0.0,1,0.194,1,,,,,52.0,-28.0
4242,2024-05-06 10:38:54,,,,,,,,,,,,,,,10M,1.85,5.026,0.83,0.0,1,0.226,1,,,,,52.0,-28.0
4243,2024-05-06 10:38:55,,,,,,,,,,,,,,,10M,1.77,6.655,0.85,0.0,1,0.216,1,,,,,52.0,-28.0
4244,2024-05-06 10:38:56,,,,,,,,,,,,,,,10M,1.55,4.23,0.79,0.0,1,0.189,1,,,,,52.0,-28.0
4245,2024-05-06 10:38:57,,,,,,,,,,,,,,,10M,1.92,4.746,0.85,0.0,1,0.235,1,,,,,52.0,-28.0
4246,2024-05-06 10:38:58,,,,,,,,,,,,,,,10M,1.25,6.91,0.81,0.0,1,0.153,1,,,,,52.0,-28.0
4247,2024-05-06 10:38:59,,,,,,,,,,,,,,,10M,1.41,9.595,0.81,0.0,1,0.173,1,,,,,52.0,-28.0
4248,2024-05-06 10:39:00,100,0,0,11453,0,11492,51,5,1,90,2024-05-06 10:39:00,1,1,2024-05-06 10:39:00,10M,1.66,13.971,0.87,0.0,1,0.202,1,,,,,52.0,-28.0
4249,2024-05-06 10:39:00,100,0,0,11382,0,11408,100,100,100,100,2024-05-06 10:39:00,1,2,2024-05-06 10:39:00,10M,1.66,13.971,0.87,0.0,1,0.202,1,,,,,52.0,-28.0
4250,2024-05-06 10:39:00,100,0,0,11441,0,11478,100,100,100,100,2024-05-06 10:39:00,1,3,2024-05-06 10:39:00,10M,1.66,13.971,0.87,0.0,1,0.202,1,,,,,52.0,-28.0
4251,2024-05-06 10:39:01,,,,,,,,,,,,,,,10M,1.73,4.184,0.84,0.0,1,0.211,1,,,,,52.0,-28.0
4252,2024-05-06 10:39:02,,,,,,,,,,,,,,,10M,1.42,6.652,0.84,0.0,1,0.174,1,,,,,52.0,-28.0
4253,2024-05-06 10:39:03,,,,,,,,,,,,,,,10M,1.63,8.779,0.83,0.0,1,0.199,1,,,,,52.0,-28.0
4254,2024-05-06 10:39:04,,,,,,,,,,,,,,,10M,1.96,5.004,0.85,0.0,1,0.239,1,,,,,52.0,-28.0
4255,2024-05-06 10:39:05,,,,,,,,,,,,,,,10M,1.29,7.05,0.84,0.0,1,0.157,1,,,,,52.0,-28.0
4256,2024-05-06 10:39:06,,,,,,,,,,,,,,,10M,1.65,6.904,0.8,0.0,1,0.201,1,,,,,52.0,-28.0
4257,2024-05-06 10:39:07,100,0,0,11453,0,11492,51,5,1,90,2024-05-06 10:39:07,1,1,2024-05-06 10:39:07,10M,1.58,9.081,0.87,0.0,1,0.192,1,,,,,52.0,-28.0
4258,2024-05-06 10:39:07,100,0,0,11477,0,11517,100,100,100,100,2024-05-06 10:39:07,1,2,2024-05-06 10:39:07,10M,1.58,9.081,0.87,0.0,1,0.192,1,,,,,52.0,-28.0
4259,2024-05-06 10:39:07,100,0,0,11406,0,11438,100,100,100,100,2024-05-06 10:39:07,1,3,2024-05-06 10:39:07,10M,1.58,9.081,0.87,0.0,1,0.192,1,,,,,52.0,-28.0
4260,2024-05-06 10:39:08,,,,,,,,,,,,,,,10M,1.49,5.155,0.83,0.0,1,0.182,1,,,,,52.0,-28.0
4261,2024-05-06 10:39:09,,,,,,,,,,,,,,,10M,1.41,10.959,0.84,0.0,1,0.174,1,,,,,52.0,-28.0
4262,2024-05-06 10:39:10,,,,,,,,,,,,,,,10M,1.5,9.639,0.85,0.0,1,0.181,1,,,,,52.0,-28.0
4263,2024-05-06 10:39:11,,,,,,,,,,,,,,,10M,1.8,9.548,0.86,0.0,1,0.219,1,,,,,52.0,-28.0
4264,2024-05-06 10:39:12,,,,,,,,,,,,,,,10M,1.76,8.518,0.84,0.0,1,0.216,1,,,,,52.0,-28.0
4265,2024-05-06 10:39:13,,,,,,,,,,,,,,,10M,1.86,8.607,0.83,0.0,1,0.226,1,,,,,52.0,-28.0
4266,2024-05-06 10:39:14,100,0,0,11488,0,11526,100,100,100,100,2024-05-06 10:39:13,1,3,2024-05-06 10:39:13,10M,1.16,11.509,0.8,0.0,1,0.141,1,,,,,52.0,-28.0
4267,2024-05-06 10:39:14,100,0,0,11465,0,11499,100,100,100,100,2024-05-06 10:39:13,1,2,2024-05-06 10:39:13,10M,1.16,11.509,0.8,0.0,1,0.141,1,,,,,52.0,-28.0
4268,2024-05-06 10:39:14,100,0,0,11465,0,11492,51,5,1,90,2024-05-06 10:39:13,1,1,2024-05-06 10:39:13,10M,1.16,11.509,0.8,0.0,1,0.141,1,,,,,52.0,-28.0
4269,2024-05-06 10:39:15,,,,,,,,,,,,,,,10M,1.69,5.89,0.81,0.0,1,0.206,1,,,,,52.0,-28.0
4270,2024-05-06 10:39:16,,,,,,,,,,,,,,,10M,1.53,10.368,0.88,0.0,1,0.187,1,,,,,52.0,-28.0
4271,2024-05-06 10:39:17,,,,,,,,,,,,,,,10M,1.55,7.83,0.82,0.0,1,0.189,1,,,,,52.0,-28.0
4272,2024-05-06 10:39:18,,,,,,,,,,,,,,,10M,1.32,18.087,0.85,0.0,1,0.161,1,,,,,52.0,-28.0
4273,2024-05-06 10:39:19,,,,,,,,,,,,,,,10M,1.67,11.588,0.84,0.0,1,0.204,1,,,,,52.0,-28.0
4274,2024-05-06 10:39:20,,,,,,,,,,,,,,,10M,1.69,6.662,0.86,0.0,1,0.206,1,,,,,52.0,-28.0
4275,2024-05-06 10:39:21,100,0,0,11252,0,11283,100,100,100,100,2024-05-06 10:39:21,1,3,2024-05-06 10:39:21,10M,1.39,6.447,0.84,0.0,1,0.17,1,,,,,52.0,-28.0
4276,2024-05-06 10:39:21,100,0,0,11335,0,11369,100,100,100,100,2024-05-06 10:39:21,1,2,2024-05-06 10:39:21,10M,1.39,6.447,0.84,0.0,1,0.17,1,,,,,52.0,-28.0
4277,2024-05-06 10:39:21,100,0,0,11264,0,11309,51,6,1,88,2024-05-06 10:39:21,1,1,2024-05-06 10:39:21,10M,1.39,6.447,0.84,0.0,1,0.17,1,,,,,52.0,-28.0
4278,2024-05-06 10:39:22,,,,,,,,,,,,,,,10M,1.55,7.418,0.83,0.0,1,0.189,1,,,,,52.0,-28.0
4279,2024-05-06 10:39:23,,,,,,,,,,,,,,,10M,1.6,10.104,0.86,0.0,1,0.195,1,,,,,52.0,-28.0
4280,2024-05-06 10:39:24,,,,,,,,,,,,,,,10M,1.62,8.17,0.84,0.0,1,0.198,1,,,,,52.0,-28.0
4281,2024-05-06 10:39:25,,,,,,,,,,,,,,,10M,1.26,11.283,0.83,0.0,1,0.154,1,,,,,52.0,-28.0
