,_time,bandwidth_required,bitrate,fading,jitter,lost_percentage,noise_amplitude,prb,test_number,transfer,ue_nr
40369,2024-07-06 18:32:00+00:00,1M,1.0,0,8.83,0.0,-16.5,52,36,0.122,1
40370,2024-07-06 18:32:01+00:00,1M,1.0,0,10.985,0.0,-16.5,52,36,0.122,1
40371,2024-07-06 18:32:02+00:00,1M,1.01,0,9.757,0.0,-16.5,52,36,0.123,1
40372,2024-07-06 18:32:03+00:00,1M,0.98,0,8.165,0.0,-16.5,52,36,0.12,1
40373,2024-07-06 18:32:04+00:00,1M,1.01,0,10.891,0.0,-16.5,52,36,0.123,1
40374,2024-07-06 18:32:05+00:00,1M,1.0,0,10.633,0.0,-16.5,52,36,0.122,1
40375,2024-07-06 18:32:06+00:00,1M,1.01,0,11.062,0.0,-16.5,52,36,0.123,1
40376,2024-07-06 18:32:07+00:00,1M,0.98,0,8.829,0.0,-16.5,52,36,0.12,1
40377,2024-07-06 18:32:08+00:00,1M,1.02,0,7.742,0.0,-16.5,52,36,0.124,1
40378,2024-07-06 18:32:09+00:00,1M,0.98,0,9.151,0.0,-16.5,52,36,0.12,1
40379,2024-07-06 18:32:10+00:00,1M,1.02,0,12.113,0.0,-16.5,52,36,0.124,1
40380,2024-07-06 18:32:11+00:00,1M,1.0,0,8.232,0.0,-16.5,52,36,0.122,1
40381,2024-07-06 18:32:12+00:00,1M,0.98,0,10.316,0.0,-16.5,52,36,0.12,1
40382,2024-07-06 18:32:13+00:00,1M,1.01,0,8.836,0.0,-16.5,52,36,0.123,1
40383,2024-07-06 18:32:14+00:00,1M,1.0,0,7.778,0.0,-16.5,52,36,0.122,1
40384,2024-07-06 18:32:15+00:00,1M,0.97,0,7.298,0.0,-27.3,52,36,0.119,1
40385,2024-07-06 18:32:16+00:00,1M,1.03,0,10.16,0.0,-27.3,52,36,0.126,1
40386,2024-07-06 18:32:17+00:00,1M,1.0,0,10.009,0.0,-27.3,52,36,0.122,1
40387,2024-07-06 18:32:18+00:00,1M,1.0,0,8.613,0.0,-27.3,52,36,0.122,1
40388,2024-07-06 18:32:19+00:00,1M,0.98,0,9.287,0.0,-27.3,52,36,0.12,1
40389,2024-07-06 18:32:20+00:00,1M,1.01,0,11.647,0.0,-27.3,52,36,0.123,1
40390,2024-07-06 18:32:21+00:00,1M,1.02,0,12.313,0.0,-27.3,52,36,0.124,1
40391,2024-07-06 18:32:22+00:00,1M,0.98,0,6.884,0.0,-27.3,52,36,0.12,1
40392,2024-07-06 18:32:23+00:00,1M,1.02,0,10.403,0.0,-27.3,52,36,0.124,1
40393,2024-07-06 18:32:24+00:00,1M,1.0,0,11.319,0.0,-27.3,52,36,0.122,1
40394,2024-07-06 18:32:25+00:00,1M,0.96,0,10.856,0.0,-27.3,52,36,0.117,1
40395,2024-07-06 18:32:26+00:00,1M,1.02,0,7.872,0.0,-27.3,52,36,0.124,1
40396,2024-07-06 18:32:27+00:00,1M,1.01,0,8.835,0.0,-27.3,52,36,0.123,1
40397,2024-07-06 18:32:28+00:00,1M,1.01,0,9.598,0.0,-27.3,52,36,0.123,1
40398,2024-07-06 18:32:29+00:00,1M,1.0,0,11.007,0.0,-27.3,52,36,0.122,1
40399,2024-07-06 18:32:30+00:00,1M,1.0,0,9.554,0.0,-27.3,52,36,0.122,1
40400,2024-07-06 18:32:31+00:00,1M,0.98,0,9.279,0.0,-27.3,52,36,0.12,1
40401,2024-07-06 18:32:32+00:00,1M,1.01,0,8.593,0.0,-27.3,52,36,0.123,1
40402,2024-07-06 18:32:33+00:00,1M,1.01,0,10.088,0.0,-27.3,52,36,0.123,1
40403,2024-07-06 18:32:34+00:00,1M,1.01,0,11.446,0.0,-27.3,52,36,0.123,1
40404,2024-07-06 18:32:35+00:00,1M,0.96,0,9.314,0.0,-27.3,52,36,0.117,1
40405,2024-07-06 18:32:36+00:00,1M,1.03,0,8.535,0.0,-27.3,52,36,0.126,1
40406,2024-07-06 18:32:37+00:00,1M,1.0,0,9.356,0.0,-27.3,52,36,0.122,1
40407,2024-07-06 18:32:38+00:00,1M,0.98,0,8.629,0.0,-27.3,52,36,0.12,1
40408,2024-07-06 18:32:39+00:00,1M,1.02,0,8.019,0.0,-27.3,52,36,0.124,1
40409,2024-07-06 18:32:40+00:00,1M,1.0,0,10.992,0.0,-27.3,52,36,0.122,1
40410,2024-07-06 18:32:41+00:00,1M,1.01,0,9.371,0.0,-27.3,52,36,0.123,1
40411,2024-07-06 18:32:42+00:00,1M,0.98,0,10.617,0.0,-27.3,52,36,0.12,1
40412,2024-07-06 18:32:43+00:00,1M,1.02,0,11.923,0.0,-27.3,52,36,0.124,1
40413,2024-07-06 18:32:44+00:00,1M,1.0,0,11.243,0.0,-27.3,52,36,0.122,1
40414,2024-07-06 18:32:45+00:00,1M,1.01,0,9.918,0.0,-27.3,52,36,0.123,1
40415,2024-07-06 18:32:46+00:00,1M,0.97,0,11.876,0.0,-27.3,52,36,0.119,1
40416,2024-07-06 18:32:47+00:00,1M,1.03,0,11.391,0.0,-27.3,52,36,0.126,1
40417,2024-07-06 18:32:48+00:00,1M,0.98,0,9.948,0.0,-27.3,52,36,0.12,1
40418,2024-07-06 18:32:49+00:00,1M,1.0,0,8.106,0.0,-27.3,52,36,0.122,1
40419,2024-07-06 18:32:50+00:00,1M,1.02,0,9.331,0.0,-27.3,52,36,0.124,1
40420,2024-07-06 18:32:51+00:00,1M,0.98,0,7.933,0.0,-27.3,52,36,0.12,1
40421,2024-07-06 18:32:52+00:00,1M,1.01,0,11.222,0.0,-27.3,52,36,0.123,1
40422,2024-07-06 18:32:53+00:00,1M,1.0,0,8.415,0.0,-27.3,52,36,0.122,1
40423,2024-07-06 18:32:54+00:00,1M,0.98,0,10.007,0.0,-27.3,52,36,0.12,1
40424,2024-07-06 18:32:55+00:00,1M,1.02,0,8.761,0.0,-27.3,52,36,0.124,1
40425,2024-07-06 18:32:56+00:00,1M,0.98,0,11.151,0.0,-27.3,52,36,0.12,1
40426,2024-07-06 18:32:57+00:00,1M,1.02,0,10.735,0.0,-27.3,52,36,0.124,1
40427,2024-07-06 18:32:58+00:00,1M,1.0,0,6.641,0.0,-27.3,52,36,0.122,1
40428,2024-07-06 18:32:59+00:00,1M,1.01,0,11.089,0.0,-27.3,52,36,0.123,1
40429,2024-07-06 18:33:00+00:00,1M,1.0,0,7.81,0.0,-27.3,52,36,0.122,1
40430,2024-07-06 18:33:01+00:00,1M,0.97,0,8.011,0.0,-27.3,52,36,0.119,1
40431,2024-07-06 18:33:02+00:00,1M,1.01,0,10.203,0.0,-27.3,52,36,0.123,1
40432,2024-07-06 18:33:03+00:00,1M,1.01,0,10.514,0.0,-27.3,52,36,0.123,1
40433,2024-07-06 18:33:04+00:00,1M,1.01,0,11.838,0.0,-27.3,52,36,0.123,1
40434,2024-07-06 18:33:05+00:00,1M,0.98,0,8.657,0.0,-27.3,52,36,0.12,1
40435,2024-07-06 18:33:06+00:00,1M,1.02,0,8.08,0.0,-27.3,52,36,0.124,1
40436,2024-07-06 18:33:07+00:00,1M,0.98,0,7.72,0.0,-27.3,52,36,0.12,1
40437,2024-07-06 18:33:08+00:00,1M,1.0,0,9.571,0.0,-27.3,52,36,0.122,1
40438,2024-07-06 18:33:09+00:00,1M,1.02,0,8.484,0.0,-27.3,52,36,0.124,1
40439,2024-07-06 18:33:10+00:00,1M,1.0,0,9.773,0.0,-27.3,52,36,0.122,1
40440,2024-07-06 18:33:11+00:00,1M,0.97,0,11.524,0.0,-27.3,52,36,0.119,1
40441,2024-07-06 18:33:12+00:00,1M,1.0,0,7.687,0.0,-27.3,52,36,0.122,1
40442,2024-07-06 18:33:13+00:00,1M,1.02,0,7.314,0.0,-27.3,52,36,0.124,1
40443,2024-07-06 18:33:14+00:00,1M,1.02,0,5.606,0.0,-27.3,52,36,0.124,1
40444,2024-07-06 18:33:15+00:00,1M,0.97,0,8.801,0.0,-19.0,52,36,0.119,1
40445,2024-07-06 18:33:16+00:00,1M,1.02,0,11.096,0.0,-19.0,52,36,0.124,1
40446,2024-07-06 18:33:17+00:00,1M,1.0,0,9.102,0.0,-19.0,52,36,0.122,1
40447,2024-07-06 18:33:18+00:00,1M,1.0,0,11.395,0.0,-19.0,52,36,0.122,1
40448,2024-07-06 18:33:19+00:00,1M,1.01,0,7.661,0.0,-19.0,52,36,0.123,1
40449,2024-07-06 18:33:20+00:00,1M,1.0,0,9.031,0.0,-19.0,52,36,0.122,1
40450,2024-07-06 18:33:21+00:00,1M,0.98,0,7.427,0.0,-19.0,52,36,0.12,1
40451,2024-07-06 18:33:22+00:00,1M,1.01,0,12.001,0.0,-19.0,52,36,0.123,1
40452,2024-07-06 18:33:23+00:00,1M,1.0,0,9.035,0.0,-19.0,52,36,0.122,1
40453,2024-07-06 18:33:24+00:00,1M,1.01,0,7.723,0.0,-19.0,52,36,0.123,1
40454,2024-07-06 18:33:25+00:00,1M,1.01,0,8.863,0.0,-19.0,52,36,0.123,1
40455,2024-07-06 18:33:26+00:00,1M,1.0,0,12.025,0.0,-19.0,52,36,0.122,1
40456,2024-07-06 18:33:27+00:00,1M,0.98,0,10.466,0.0,-19.0,52,36,0.12,1
40457,2024-07-06 18:33:28+00:00,1M,1.01,0,10.471,0.0,-19.0,52,36,0.123,1
40458,2024-07-06 18:33:29+00:00,1M,0.97,0,8.305,0.0,-19.0,52,36,0.119,1
40459,2024-07-06 18:33:30+00:00,1M,1.04,0,10.39,0.0,-19.0,52,36,0.127,1
40460,2024-07-06 18:33:31+00:00,1M,0.97,0,11.317,0.0,-19.0,52,36,0.119,1
40461,2024-07-06 18:33:32+00:00,1M,1.02,0,9.547,0.0,-19.0,52,36,0.124,1
40462,2024-07-06 18:33:33+00:00,1M,1.01,0,10.406,0.0,-19.0,52,36,0.123,1
40463,2024-07-06 18:33:34+00:00,1M,0.97,0,8.681,0.0,-19.0,52,36,0.119,1
40464,2024-07-06 18:33:35+00:00,1M,1.02,0,7.833,0.0,-19.0,52,36,0.124,1
40465,2024-07-06 18:33:36+00:00,1M,0.98,0,10.117,0.0,-19.0,52,36,0.12,1
40466,2024-07-06 18:33:37+00:00,1M,1.02,0,9.455,0.0,-19.0,52,36,0.124,1
40467,2024-07-06 18:33:38+00:00,1M,0.97,0,8.305,0.0,-19.0,52,36,0.119,1
40468,2024-07-06 18:33:39+00:00,1M,1.02,0,9.598,0.0,-19.0,52,36,0.124,1
40469,2024-07-06 18:33:40+00:00,1M,0.98,0,8.613,0.0,-19.0,52,36,0.12,1
40470,2024-07-06 18:33:41+00:00,1M,1.01,0,9.786,0.0,-19.0,52,36,0.123,1
40471,2024-07-06 18:33:42+00:00,1M,1.0,0,9.544,0.0,-19.0,52,36,0.122,1
40472,2024-07-06 18:33:43+00:00,1M,1.01,0,9.958,0.0,-19.0,52,36,0.123,1
40473,2024-07-06 18:33:44+00:00,1M,1.01,0,11.03,0.0,-19.0,52,36,0.123,1
40474,2024-07-06 18:33:45+00:00,1M,1.0,0,10.836,0.0,-19.0,52,36,0.122,1
40475,2024-07-06 18:33:46+00:00,1M,1.01,0,10.832,0.0,-19.0,52,36,0.123,1
40476,2024-07-06 18:33:47+00:00,1M,1.01,0,7.958,0.0,-19.0,52,36,0.123,1
40477,2024-07-06 18:33:48+00:00,1M,0.98,0,9.787,0.0,-19.0,52,36,0.12,1
40478,2024-07-06 18:33:49+00:00,1M,1.01,0,7.456,0.0,-19.0,52,36,0.123,1
40479,2024-07-06 18:33:50+00:00,1M,1.0,0,11.784,0.0,-19.0,52,36,0.122,1
40480,2024-07-06 18:33:51+00:00,1M,0.98,0,9.25,0.0,-19.0,52,36,0.12,1
40481,2024-07-06 18:33:52+00:00,1M,1.01,0,9.227,0.0,-19.0,52,36,0.123,1
40482,2024-07-06 18:33:53+00:00,1M,1.0,0,9.943,0.0,-19.0,52,36,0.122,1
40483,2024-07-06 18:33:54+00:00,1M,1.01,0,6.774,0.0,-19.0,52,36,0.123,1
40484,2024-07-06 18:33:55+00:00,1M,0.98,0,10.795,0.0,-19.0,52,36,0.12,1
40485,2024-07-06 18:33:56+00:00,1M,1.0,0,10.648,0.0,-19.0,52,36,0.122,1
40486,2024-07-06 18:33:57+00:00,1M,1.02,0,8.708,0.0,-19.0,52,36,0.124,1
40487,2024-07-06 18:33:58+00:00,1M,1.0,0,8.275,0.0,-19.0,52,36,0.122,1
40488,2024-07-06 18:33:59+00:00,1M,1.0,0,11.239,0.0,-19.0,52,36,0.122,1
40489,2024-07-06 18:34:00+00:00,1M,1.01,0,11.777,0.0,-19.0,52,36,0.123,1
40490,2024-07-06 18:34:01+00:00,1M,1.0,0,10.103,0.0,-19.0,52,36,0.122,1
40491,2024-07-06 18:34:02+00:00,1M,1.01,0,10.606,0.0,-19.0,52,36,0.123,1
40492,2024-07-06 18:34:03+00:00,1M,1.0,0,7.83,0.0,-19.0,52,36,0.122,1
40493,2024-07-06 18:34:04+00:00,1M,1.01,0,11.691,0.0,-19.0,52,36,0.123,1
40494,2024-07-06 18:34:05+00:00,1M,0.96,0,8.512,0.0,-19.0,52,36,0.117,1
40495,2024-07-06 18:34:06+00:00,1M,1.03,0,14.19,0.0,-19.0,52,36,0.126,1
40496,2024-07-06 18:34:07+00:00,1M,1.01,0,8.239,0.0,-19.0,52,36,0.123,1
40497,2024-07-06 18:34:08+00:00,1M,0.98,0,8.932,0.0,-19.0,52,36,0.12,1
40498,2024-07-06 18:34:09+00:00,1M,1.01,0,8.816,0.0,-19.0,52,36,0.123,1
40499,2024-07-06 18:34:10+00:00,1M,0.98,0,9.31,0.0,-19.0,52,36,0.12,1
40500,2024-07-06 18:34:11+00:00,1M,1.02,0,9.504,0.0,-19.0,52,36,0.124,1
40501,2024-07-06 18:34:12+00:00,1M,1.01,0,9.782,0.0,-19.0,52,36,0.123,1
40502,2024-07-06 18:34:13+00:00,1M,1.0,0,9.068,0.0,-19.0,52,36,0.122,1
40503,2024-07-06 18:34:14+00:00,1M,0.98,0,11.182,0.0,-19.0,52,36,0.12,1
40504,2024-07-06 18:34:15+00:00,1M,1.01,0,8.715,0.0,-20.3,52,36,0.123,1
40505,2024-07-06 18:34:16+00:00,1M,1.0,0,8.77,0.0,-20.3,52,36,0.122,1
40506,2024-07-06 18:34:17+00:00,1M,1.01,0,10.538,0.0,-20.3,52,36,0.123,1
40507,2024-07-06 18:34:18+00:00,1M,1.01,0,9.287,0.0,-20.3,52,36,0.123,1
40508,2024-07-06 18:34:19+00:00,1M,0.98,0,9.889,0.0,-20.3,52,36,0.12,1
40509,2024-07-06 18:34:20+00:00,1M,1.01,0,7.365,0.0,-20.3,52,36,0.123,1
40510,2024-07-06 18:34:21+00:00,1M,0.96,0,7.555,0.0,-20.3,52,36,0.117,1
40511,2024-07-06 18:34:22+00:00,1M,1.03,0,6.754,0.0,-20.3,52,36,0.126,1
40512,2024-07-06 18:34:23+00:00,1M,1.01,0,6.852,0.0,-20.3,52,36,0.123,1
40513,2024-07-06 18:34:24+00:00,1M,1.0,0,13.232,0.0,-20.3,52,36,0.122,1
40514,2024-07-06 18:34:25+00:00,1M,0.98,0,10.054,0.0,-20.3,52,36,0.12,1
40515,2024-07-06 18:34:26+00:00,1M,1.02,0,10.214,0.0,-20.3,52,36,0.124,1
40516,2024-07-06 18:34:27+00:00,1M,0.98,0,7.933,0.0,-20.3,52,36,0.12,1
40517,2024-07-06 18:34:28+00:00,1M,1.02,0,9.86,0.0,-20.3,52,36,0.124,1
40518,2024-07-06 18:34:29+00:00,1M,1.0,0,9.478,0.0,-20.3,52,36,0.122,1
40519,2024-07-06 18:34:30+00:00,1M,1.0,0,10.145,0.0,-20.3,52,36,0.122,1
40520,2024-07-06 18:34:31+00:00,1M,0.98,0,9.683,0.0,-20.3,52,36,0.12,1
40521,2024-07-06 18:34:32+00:00,1M,1.02,0,11.051,0.0,-20.3,52,36,0.124,1
40522,2024-07-06 18:34:33+00:00,1M,0.98,0,9.201,0.0,-20.3,52,36,0.12,1
40523,2024-07-06 18:34:34+00:00,1M,1.02,0,11.994,0.0,-20.3,52,36,0.124,1
40524,2024-07-06 18:34:35+00:00,1M,1.0,0,8.436,0.0,-20.3,52,36,0.122,1
40525,2024-07-06 18:34:36+00:00,1M,1.0,0,9.575,0.0,-20.3,52,36,0.122,1
40526,2024-07-06 18:34:37+00:00,1M,1.01,0,9.789,0.0,-20.3,52,36,0.123,1
40527,2024-07-06 18:34:38+00:00,1M,1.0,0,8.936,0.0,-20.3,52,36,0.122,1
40528,2024-07-06 18:34:39+00:00,1M,1.0,0,10.298,0.0,-20.3,52,36,0.122,1
40529,2024-07-06 18:34:40+00:00,1M,1.01,0,10.187,0.0,-20.3,52,36,0.123,1
40530,2024-07-06 18:34:41+00:00,1M,1.0,0,8.464,0.0,-20.3,52,36,0.122,1
40531,2024-07-06 18:34:42+00:00,1M,0.98,0,7.828,0.0,-20.3,52,36,0.12,1
40532,2024-07-06 18:34:43+00:00,1M,1.01,0,10.483,0.0,-20.3,52,36,0.123,1
40533,2024-07-06 18:34:44+00:00,1M,1.0,0,11.014,0.0,-20.3,52,36,0.122,1
40534,2024-07-06 18:34:45+00:00,1M,0.98,0,10.741,0.0,-20.3,52,36,0.12,1
40535,2024-07-06 18:34:46+00:00,1M,1.0,0,8.73,0.0,-20.3,52,36,0.122,1
40536,2024-07-06 18:34:47+00:00,1M,1.02,0,10.274,0.0,-20.3,52,36,0.124,1
40537,2024-07-06 18:34:48+00:00,1M,1.01,0,11.059,0.0,-20.3,52,36,0.123,1
40538,2024-07-06 18:34:49+00:00,1M,1.0,0,12.828,0.0,-20.3,52,36,0.122,1
40539,2024-07-06 18:34:50+00:00,1M,1.0,0,6.709,0.0,-20.3,52,36,0.122,1
40540,2024-07-06 18:34:51+00:00,1M,1.01,0,10.427,0.0,-20.3,52,36,0.123,1
40541,2024-07-06 18:34:52+00:00,1M,0.98,0,11.934,0.0,-20.3,52,36,0.12,1
40542,2024-07-06 18:34:53+00:00,1M,1.02,0,11.212,0.0,-20.3,52,36,0.124,1
40543,2024-07-06 18:34:54+00:00,1M,1.0,0,11.978,0.0,-20.3,52,36,0.122,1
40544,2024-07-06 18:34:55+00:00,1M,0.98,0,9.024,0.0,-20.3,52,36,0.12,1
40545,2024-07-06 18:34:56+00:00,1M,1.02,0,8.406,0.0,-20.3,52,36,0.124,1
40546,2024-07-06 18:34:57+00:00,1M,1.0,0,6.232,0.0,-20.3,52,36,0.122,1
40547,2024-07-06 18:34:58+00:00,1M,0.97,0,8.873,0.0,-20.3,52,36,0.119,1
40548,2024-07-06 18:34:59+00:00,1M,1.03,0,10.308,0.0,-20.3,52,36,0.126,1
40549,2024-07-06 18:35:00+00:00,1M,1.0,0,11.997,0.0,-20.3,52,36,0.122,1
40550,2024-07-06 18:35:01+00:00,1M,0.98,0,9.966,0.0,-20.3,52,36,0.12,1
40551,2024-07-06 18:35:02+00:00,1M,1.02,0,7.836,0.0,-20.3,52,36,0.124,1
40552,2024-07-06 18:35:03+00:00,1M,0.98,0,10.304,0.0,-20.3,52,36,0.12,1
40553,2024-07-06 18:35:04+00:00,1M,1.01,0,4.681,0.0,-20.3,52,36,0.123,1
40554,2024-07-06 18:35:05+00:00,1M,1.0,0,10.06,0.0,-20.3,52,36,0.122,1
40555,2024-07-06 18:35:06+00:00,1M,1.01,0,11.632,0.0,-20.3,52,36,0.123,1
40556,2024-07-06 18:35:07+00:00,1M,1.01,0,11.011,0.0,-20.3,52,36,0.123,1
40557,2024-07-06 18:35:08+00:00,1M,0.98,0,10.51,0.0,-20.3,52,36,0.12,1
40558,2024-07-06 18:35:09+00:00,1M,1.01,0,10.287,0.0,-20.3,52,36,0.123,1
40559,2024-07-06 18:35:10+00:00,1M,1.01,0,10.797,0.0,-20.3,52,36,0.123,1
40560,2024-07-06 18:35:11+00:00,1M,0.97,0,8.918,0.0,-20.3,52,36,0.119,1
40561,2024-07-06 18:35:12+00:00,1M,1.01,0,6.291,0.0,-20.3,52,36,0.123,1
40562,2024-07-06 18:35:13+00:00,1M,1.02,0,8.733,0.0,-20.3,52,36,0.124,1
40563,2024-07-06 18:35:14+00:00,1M,1.0,0,10.092,0.0,-20.3,52,36,0.122,1
40564,2024-07-06 18:35:15+00:00,1M,1.0,0,8.175,0.0,-24.8,52,36,0.122,1
40565,2024-07-06 18:35:16+00:00,1M,0.97,0,9.266,0.0,-24.8,52,36,0.119,1
40566,2024-07-06 18:35:17+00:00,1M,1.02,0,13.087,0.0,-24.8,52,36,0.124,1
40567,2024-07-06 18:35:18+00:00,1M,1.0,0,11.698,0.0,-24.8,52,36,0.122,1
40568,2024-07-06 18:35:19+00:00,1M,1.0,0,9.163,0.0,-24.8,52,36,0.122,1
40569,2024-07-06 18:35:20+00:00,1M,1.02,0,9.526,0.0,-24.8,52,36,0.124,1
40570,2024-07-06 18:35:21+00:00,1M,0.98,0,8.692,0.0,-24.8,52,36,0.12,1
40571,2024-07-06 18:35:22+00:00,1M,1.01,0,8.911,0.0,-24.8,52,36,0.123,1
40572,2024-07-06 18:35:23+00:00,1M,1.0,0,11.881,0.0,-24.8,52,36,0.122,1
40573,2024-07-06 18:35:24+00:00,1M,1.01,0,12.298,0.0,-24.8,52,36,0.123,1
40574,2024-07-06 18:35:25+00:00,1M,1.0,0,9.048,0.0,-24.8,52,36,0.122,1
40575,2024-07-06 18:35:26+00:00,1M,0.98,0,11.435,0.0,-24.8,52,36,0.12,1
40576,2024-07-06 18:35:27+00:00,1M,1.02,0,9.52,0.0,-24.8,52,36,0.124,1
40577,2024-07-06 18:35:28+00:00,1M,1.0,0,10.706,0.0,-24.8,52,36,0.122,1
40578,2024-07-06 18:35:29+00:00,1M,1.0,0,8.04,0.0,-24.8,52,36,0.122,1
40579,2024-07-06 18:35:30+00:00,1M,0.98,0,8.592,0.0,-24.8,52,36,0.12,1
40580,2024-07-06 18:35:31+00:00,1M,1.02,0,9.446,0.0,-24.8,52,36,0.124,1
40581,2024-07-06 18:35:32+00:00,1M,0.97,0,9.189,0.0,-24.8,52,36,0.119,1
40582,2024-07-06 18:35:33+00:00,1M,1.02,0,11.102,0.0,-24.8,52,36,0.124,1
40583,2024-07-06 18:35:34+00:00,1M,1.01,0,9.749,0.0,-24.8,52,36,0.123,1
40584,2024-07-06 18:35:35+00:00,1M,0.98,0,10.822,0.0,-24.8,52,36,0.12,1
40585,2024-07-06 18:35:36+00:00,1M,1.02,0,10.793,0.0,-24.8,52,36,0.124,1
40586,2024-07-06 18:35:37+00:00,1M,1.0,0,11.836,0.0,-24.8,52,36,0.122,1
40587,2024-07-06 18:35:38+00:00,1M,1.01,0,10.853,0.0,-24.8,52,36,0.123,1
40588,2024-07-06 18:35:39+00:00,1M,0.98,0,8.15,0.0,-24.8,52,36,0.12,1
40589,2024-07-06 18:35:40+00:00,1M,1.0,0,11.677,0.0,-24.8,52,36,0.122,1
40590,2024-07-06 18:35:41+00:00,1M,1.02,0,10.04,0.0,-24.8,52,36,0.124,1
40591,2024-07-06 18:35:42+00:00,1M,0.98,0,10.424,0.0,-24.8,52,36,0.12,1
40592,2024-07-06 18:35:43+00:00,1M,1.01,0,10.526,0.0,-24.8,52,36,0.123,1
40593,2024-07-06 18:35:44+00:00,1M,1.01,0,7.59,0.0,-24.8,52,36,0.123,1
40594,2024-07-06 18:35:45+00:00,1M,1.0,0,10.447,0.0,-24.8,52,36,0.122,1
40595,2024-07-06 18:35:46+00:00,1M,0.98,0,8.955,0.0,-24.8,52,36,0.12,1
40596,2024-07-06 18:35:47+00:00,1M,1.01,0,9.15,0.0,-24.8,52,36,0.123,1
40597,2024-07-06 18:35:48+00:00,1M,1.01,0,9.563,0.0,-24.8,52,36,0.123,1
40598,2024-07-06 18:35:49+00:00,1M,0.98,0,9.621,0.0,-24.8,52,36,0.12,1
40599,2024-07-06 18:35:50+00:00,1M,0.98,0,9.614,0.0,-24.8,52,36,0.12,1
40600,2024-07-06 18:35:51+00:00,1M,1.02,0,11.021,0.0,-24.8,52,36,0.124,1
40601,2024-07-06 18:35:52+00:00,1M,0.98,0,9.628,0.0,-24.8,52,36,0.12,1
40602,2024-07-06 18:35:53+00:00,1M,1.02,0,8.96,0.0,-24.8,52,36,0.124,1
40603,2024-07-06 18:35:54+00:00,1M,0.98,0,11.479,0.0,-24.8,52,36,0.12,1
40604,2024-07-06 18:35:55+00:00,1M,1.02,0,7.546,0.0,-24.8,52,36,0.124,1
40605,2024-07-06 18:35:56+00:00,1M,1.0,0,10.592,0.0,-24.8,52,36,0.122,1
40606,2024-07-06 18:35:57+00:00,1M,1.0,0,8.496,0.0,-24.8,52,36,0.122,1
40607,2024-07-06 18:35:58+00:00,1M,1.01,0,9.405,0.0,-24.8,52,36,0.123,1
40608,2024-07-06 18:35:59+00:00,1M,1.0,0,11.394,0.0,-24.8,52,36,0.122,1
40609,2024-07-06 18:36:00+00:00,1M,1.0,0,10.251,0.0,-24.8,52,36,0.122,1
40610,2024-07-06 18:36:01+00:00,1M,1.0,0,9.55,0.0,-24.8,52,36,0.122,1
40611,2024-07-06 18:36:02+00:00,1M,1.01,0,11.864,0.0,-24.8,52,36,0.123,1
40612,2024-07-06 18:36:03+00:00,1M,0.97,0,8.473,0.0,-24.8,52,36,0.119,1
40613,2024-07-06 18:36:04+00:00,1M,1.03,0,7.775,0.0,-24.8,52,36,0.126,1
40614,2024-07-06 18:36:05+00:00,1M,1.0,0,6.805,0.0,-24.8,52,36,0.122,1
40615,2024-07-06 18:36:06+00:00,1M,0.98,0,9.66,0.0,-24.8,52,36,0.12,1
40616,2024-07-06 18:36:07+00:00,1M,1.02,0,10.163,0.0,-24.8,52,36,0.124,1
40617,2024-07-06 18:36:08+00:00,1M,1.0,0,7.957,0.0,-24.8,52,36,0.122,1
40618,2024-07-06 18:36:09+00:00,1M,1.0,0,11.327,0.0,-24.8,52,36,0.122,1
40619,2024-07-06 18:36:10+00:00,1M,1.0,0,9.332,0.0,-24.8,52,36,0.122,1
40620,2024-07-06 18:36:11+00:00,1M,1.0,0,9.681,0.0,-24.8,52,36,0.122,1
40621,2024-07-06 18:36:12+00:00,1M,1.02,0,7.18,0.0,-24.8,52,36,0.124,1
40622,2024-07-06 18:36:13+00:00,1M,0.98,0,10.665,0.0,-24.8,52,36,0.12,1
40623,2024-07-06 18:36:14+00:00,1M,0.98,0,10.336,0.0,-24.8,52,36,0.12,1
40624,2024-07-06 18:36:15+00:00,1M,1.03,0,9.543,0.0,-20.7,52,36,0.126,1
40625,2024-07-06 18:36:16+00:00,1M,1.0,0,9.449,0.0,-20.7,52,36,0.122,1
40626,2024-07-06 18:36:17+00:00,1M,1.0,0,9.824,0.0,-20.7,52,36,0.122,1
40627,2024-07-06 18:36:18+00:00,1M,1.0,0,10.182,0.0,-20.7,52,36,0.122,1
40628,2024-07-06 18:36:19+00:00,1M,0.97,0,7.42,0.0,-20.7,52,36,0.119,1
40629,2024-07-06 18:36:20+00:00,1M,1.02,0,10.307,0.0,-20.7,52,36,0.124,1
40630,2024-07-06 18:36:21+00:00,1M,1.01,0,8.956,0.0,-20.7,52,36,0.123,1
40631,2024-07-06 18:36:22+00:00,1M,1.01,0,11.58,0.0,-20.7,52,36,0.123,1
40632,2024-07-06 18:36:23+00:00,1M,0.98,0,9.096,0.0,-20.7,52,36,0.12,1
40633,2024-07-06 18:36:24+00:00,1M,1.01,0,12.591,0.0,-20.7,52,36,0.123,1
40634,2024-07-06 18:36:25+00:00,1M,1.0,0,10.34,0.0,-20.7,52,36,0.122,1
40635,2024-07-06 18:36:26+00:00,1M,0.98,0,8.549,0.0,-20.7,52,36,0.12,1
40636,2024-07-06 18:36:27+00:00,1M,1.03,0,6.297,0.0,-20.7,52,36,0.126,1
