,_time,seq_nr,test_number_x,time_latency,ue_id,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,test_number_y,transfer,ue_nr,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,test_number
224,2024-04-15 09:59:18+00:00,219,4,1319.0,2,10M,2.54,7.41,0.72,10.0,1,0.31,3,100.0,0.0,0.0,34407.0,0.0,11505.0,51.0,6.0,1.0,88.0,4.0
228,2024-04-15 09:59:22+00:00,223,4,1046.5,2,10M,2.48,3.31,0.74,10.0,1,0.3,3,100.0,0.0,2.0,34339.0,0.0,11480.0,51.0,6.0,1.0,88.0,4.0
243,2024-04-15 09:59:37+00:00,240,4,1408.0,1,10M,2.23,8.21,0.77,10.0,1,0.27,3,100.0,0.0,1.0,34361.0,0.0,11494.0,51.0,6.0,1.0,88.0,4.0
248,2024-04-15 09:59:42+00:00,238,4,1022.0,3,10M,2.21,5.63,0.73,10.0,1,0.27,3,100.0,0.0,1.0,34349.0,0.0,11481.0,51.0,6.0,1.0,88.0,4.0
253,2024-04-15 09:59:47+00:00,243,4,1132.0,3,10M,2.55,6.65,0.78,10.0,1,0.31,3,100.0,0.0,2.0,34397.0,0.0,11505.0,51.0,6.0,1.0,88.0,4.0
258,2024-04-15 09:59:52+00:00,252,4,1419.0,2,10M,2.08,5.74,0.79,10.0,1,0.25,3,100.0,0.0,3.0,34339.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
269,2024-04-15 10:00:03+00:00,259,4,1558.0,3,10M,1.92,10.3,0.78,10.0,1,0.23,3,100.0,0.0,0.0,34325.0,0.0,11480.0,51.0,6.0,1.0,88.0,4.0
274,2024-04-15 10:00:08+00:00,264,4,1544.0,3,10M,2.14,9.14,0.8,10.0,1,0.26,3,100.0,0.0,3.0,34422.0,1.0,11505.0,51.0,6.0,1.0,88.0,4.0
297,2024-04-15 10:00:31+00:00,287,4,1755.33,3,10M,2.16,7.64,0.8,10.0,1,0.26,3,100.0,0.0,2.0,34410.0,0.0,11505.0,51.0,6.0,1.0,88.0,4.0
307,2024-04-15 10:00:41+00:00,297,4,1425.0,3,10M,2.26,6.68,0.78,10.0,1,0.28,3,100.0,0.0,3.0,34363.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
318,2024-04-15 10:00:52+00:00,307,4,1595.0,3,10M,2.04,9.37,0.78,10.0,1,0.25,3,100.0,0.0,1.0,34408.0,0.0,11505.0,51.0,6.0,1.0,88.0,4.0
324,2024-04-15 10:00:58+00:00,319,4,1534.25,1,10M,1.99,9.41,0.79,10.0,1,0.24,3,100.0,0.0,5.0,34330.0,1.0,11482.0,51.0,6.0,1.0,88.0,4.0
340,2024-04-15 10:01:14+00:00,332,4,1499.0,2,10M,2.28,6.68,0.76,10.0,1,0.28,3,100.0,0.0,0.0,34407.0,0.0,11505.0,51.0,5.0,1.0,90.0,4.0
350,2024-04-15 10:01:24+00:00,345,4,1328.0,1,10M,2.22,5.33,0.76,10.0,1,0.27,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
361,2024-04-15 10:01:35+00:00,356,4,1598.0,1,10M,1.91,10.06,0.79,10.0,1,0.23,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
377,2024-04-15 10:01:51+00:00,372,4,2082.67,1,10M,1.69,9.96,0.84,10.0,1,0.21,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
381,2024-04-15 10:01:55+00:00,370,4,1232.0,3,10M,2.59,6.04,0.77,10.0,1,0.32,3,100.0,0.0,1.0,34385.0,0.0,11492.0,51.0,5.0,1.0,90.0,4.0
386,2024-04-15 10:02:00+00:00,381,4,1284.0,1,10M,2.56,6.77,0.73,10.0,1,0.31,3,100.0,0.0,2.0,34326.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
391,2024-04-15 10:02:05+00:00,379,4,1330.0,3,10M,2.47,8.08,0.76,10.0,1,0.3,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
402,2024-04-15 10:02:16+00:00,396,4,1349.33,1,10M,2.19,8.15,0.77,10.0,1,0.27,3,100.0,0.0,2.0,34327.0,0.0,11480.0,51.0,5.0,1.0,90.0,4.0
407,2024-04-15 10:02:21+00:00,402,4,1536.0,1,10M,2.11,6.49,0.8,10.0,1,0.26,3,100.0,0.0,2.0,34351.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
412,2024-04-15 10:02:26+00:00,400,4,1301.33,3,10M,2.08,11.13,0.75,10.0,1,0.25,3,100.0,0.0,3.0,34375.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
417,2024-04-15 10:02:31+00:00,411,4,1238.0,1,10M,2.6,6.23,0.76,10.0,1,0.32,3,100.0,0.0,2.0,34410.0,0.0,11505.0,51.0,5.0,1.0,90.0,4.0
435,2024-04-15 10:02:49+00:00,428,4,2234.0,1,10M,153.87,11.69,0.85,10.0,1,0.19,3,100.0,0.0,3.0,34363.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
446,2024-04-15 10:03:00+00:00,440,4,1409.5,1,10M,2.06,6.59,0.8,10.0,1,0.25,3,100.0,0.0,0.0,34348.0,0.0,11480.0,51.0,5.0,1.0,90.0,4.0
466,2024-04-15 10:03:20+00:00,457,4,1585.0,2,10M,2.43,5.89,0.77,10.0,1,0.29,3,100.0,0.0,0.0,34325.0,0.0,11480.0,51.0,5.0,1.0,90.0,4.0
482,2024-04-15 10:03:36+00:00,472,4,1392.0,2,10M,2.03,8.33,0.79,10.0,1,0.25,3,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,4.0
494,2024-04-15 10:03:48+00:00,480,4,1566.0,3,10M,2.07,6.43,0.82,10.0,1,0.25,3,100.0,0.0,0.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
500,2024-04-15 10:03:54+00:00,493,4,2042.33,1,10M,89.64,10.21,0.8,10.0,1,0.21,3,100.0,0.0,4.0,34399.0,1.0,11505.0,51.0,5.0,1.0,90.0,4.0
506,2024-04-15 10:04:00+00:00,492,4,1616.33,3,10M,2.02,9.0,0.8,10.0,1,0.25,3,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,5.0,1.0,90.0,4.0
512,2024-04-15 10:04:06+00:00,498,4,1848.0,3,10M,1.68,11.12,0.8,10.0,1,0.21,3,100.0,0.0,2.0,34326.0,0.0,11480.0,51.0,5.0,1.0,90.0,4.0
540,2024-04-15 10:04:34+00:00,529,4,1056.0,2,10M,2.79,4.29,0.73,10.0,1,0.34,3,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,4.0
588,2024-04-15 10:05:22+00:00,580,4,1378.5,1,10M,2.32,4.93,0.77,10.0,1,0.28,3,100.0,0.0,0.0,34348.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
598,2024-04-15 10:05:32+00:00,590,4,1353.5,1,10M,2.45,8.09,0.75,10.0,1,0.3,3,100.0,0.0,0.0,34384.0,0.0,11494.0,51.0,6.0,1.0,88.0,4.0
620,2024-04-15 10:05:54+00:00,611,4,1170.0,1,10M,2.64,5.2,0.73,10.0,1,0.32,3,100.0,0.0,2.0,34385.0,0.0,11492.0,51.0,6.0,1.0,88.0,4.0
625,2024-04-15 10:05:59+00:00,616,4,1212.5,1,10M,2.69,5.54,0.7,10.0,1,0.33,3,100.0,0.0,0.0,34408.0,0.0,11505.0,51.0,6.0,1.0,88.0,4.0
629,2024-04-15 10:06:03+00:00,620,4,1455.0,1,10M,2.57,5.89,0.75,10.0,1,0.31,3,100.0,0.0,2.0,34327.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
633,2024-04-15 10:06:07+00:00,624,4,1148.5,1,10M,2.81,7.18,0.71,10.0,1,0.34,3,100.0,0.0,2.0,34386.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
637,2024-04-15 10:06:11+00:00,628,4,1131.0,1,10M,2.64,6.02,0.74,10.0,1,0.32,3,100.0,0.0,3.0,34339.0,1.0,11480.0,51.0,6.0,1.0,88.0,4.0
646,2024-04-15 10:06:20+00:00,637,4,1187.0,1,10M,2.39,5.7,0.76,10.0,1,0.29,3,100.0,0.0,0.0,34337.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
655,2024-04-15 10:06:29+00:00,645,4,1301.0,1,10M,2.32,5.54,0.73,10.0,1,0.28,3,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,6.0,1.0,88.0,4.0
664,2024-04-15 10:06:38+00:00,648,4,1340.0,3,10M,2.34,7.9,0.76,10.0,1,0.29,3,100.0,0.0,2.0,34386.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
668,2024-04-15 10:06:42+00:00,651,4,1206.0,3,10M,2.71,7.02,0.72,10.0,1,0.33,3,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
673,2024-04-15 10:06:47+00:00,656,4,1286.33,3,10M,2.53,7.24,0.74,10.0,1,0.31,3,100.0,0.0,3.0,34363.0,0.0,11492.0,51.0,6.0,1.0,88.0,4.0
678,2024-04-15 10:06:52+00:00,668,4,1251.0,1,10M,2.4,5.33,0.76,10.0,1,0.29,3,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
691,2024-04-15 10:07:05+00:00,674,4,1111.0,3,10M,2.56,7.44,0.73,10.0,1,0.31,3,100.0,0.0,0.0,34360.0,0.0,11492.0,51.0,6.0,1.0,88.0,4.0
701,2024-04-15 10:07:15+00:00,691,4,1532.0,1,10M,2.12,5.46,0.8,10.0,1,0.26,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
714,2024-04-15 10:07:28+00:00,697,4,1180.5,3,10M,2.72,4.13,0.72,10.0,1,0.33,3,100.0,0.0,0.0,34348.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
732,2024-04-15 10:07:46+00:00,718,4,1243.0,2,10M,2.33,6.25,0.77,10.0,1,0.28,3,100.0,0.0,0.0,34337.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
737,2024-04-15 10:07:51+00:00,723,4,1420.5,2,10M,2.14,7.54,0.77,10.0,1,0.26,3,100.0,0.0,4.0,34376.0,1.0,11493.0,51.0,6.0,1.0,88.0,4.0
742,2024-04-15 10:07:56+00:00,731,4,1258.0,1,10M,2.53,5.77,0.7,10.0,1,0.31,3,100.0,0.0,3.0,34375.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
746,2024-04-15 10:08:00+00:00,728,4,1454.0,3,10M,2.25,6.73,0.79,10.0,1,0.27,3,100.0,0.0,4.0,34376.0,1.0,11492.0,51.0,6.0,1.0,88.0,4.0
766,2024-04-15 10:08:20+00:00,751,4,1368.67,2,10M,2.23,5.35,0.77,10.0,1,0.27,3,100.0,0.0,2.0,34374.0,0.0,11492.0,51.0,6.0,1.0,88.0,4.0
771,2024-04-15 10:08:25+00:00,753,4,1444.0,3,10M,2.07,9.23,0.77,10.0,1,0.25,3,100.0,0.0,3.0,34339.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
776,2024-04-15 10:08:30+00:00,765,4,1258.0,1,10M,2.45,7.48,0.76,10.0,1,0.3,3,100.0,0.0,2.0,34445.0,0.0,11517.0,51.0,6.0,1.0,88.0,4.0
789,2024-04-15 10:08:43+00:00,774,4,1121.5,2,10M,2.63,4.78,0.7,10.0,1,0.32,3,100.0,0.0,0.0,34372.0,0.0,11494.0,51.0,6.0,1.0,88.0,4.0
797,2024-04-15 10:08:51+00:00,782,4,1198.0,2,10M,2.78,6.8,0.73,10.0,1,0.34,3,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
802,2024-04-15 10:08:56+00:00,784,4,1273.33,3,10M,2.51,6.46,0.74,10.0,1,0.31,3,100.0,0.0,2.0,34374.0,0.0,11492.0,51.0,6.0,1.0,88.0,4.0
806,2024-04-15 10:09:00+00:00,791,4,1164.0,2,10M,2.77,7.01,0.72,10.0,1,0.34,3,100.0,0.0,4.0,34376.0,1.0,11493.0,51.0,6.0,1.0,88.0,4.0
810,2024-04-15 10:09:04+00:00,791,4,1169.0,3,10M,2.26,6.46,0.74,10.0,1,0.28,3,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
815,2024-04-15 10:09:09+00:00,796,4,1256.5,3,10M,2.57,5.04,0.76,10.0,1,0.31,3,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
824,2024-04-15 10:09:18+00:00,812,4,1263.5,1,10M,2.33,5.86,0.75,10.0,1,0.28,3,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,6.0,1.0,88.0,4.0
828,2024-04-15 10:09:22+00:00,812,4,1050.0,2,10M,2.7,5.17,0.73,10.0,1,0.33,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
833,2024-04-15 10:09:27+00:00,821,4,1295.33,1,10M,2.36,6.77,0.76,10.0,1,0.29,3,100.0,0.0,4.0,34340.0,1.0,11482.0,51.0,6.0,1.0,88.0,4.0
842,2024-04-15 10:09:36+00:00,830,4,1254.0,1,10M,2.51,5.73,0.74,10.0,1,0.31,3,100.0,0.0,0.0,34408.0,0.0,11505.0,51.0,6.0,1.0,88.0,4.0
851,2024-04-15 10:09:45+00:00,834,4,1096.0,2,10M,2.38,5.34,0.75,10.0,1,0.29,3,100.0,0.0,1.0,34349.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
856,2024-04-15 10:09:50+00:00,840,4,1207.5,2,10M,2.52,6.72,0.73,10.0,1,0.31,3,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,6.0,1.0,88.0,4.0
861,2024-04-15 10:09:55+00:00,849,4,1182.0,1,10M,2.17,8.98,0.78,10.0,1,0.26,3,100.0,0.0,2.0,34410.0,0.0,11505.0,51.0,6.0,1.0,88.0,4.0
871,2024-04-15 10:10:05+00:00,854,4,1546.0,2,10M,2.07,8.59,0.78,10.0,1,0.25,3,100.0,0.0,2.0,34326.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
899,2024-04-15 10:10:33+00:00,879,4,1880.0,3,10M,17.03,24.21,0.78,10.0,1,0.19,3,100.0,0.0,2.0,34385.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
909,2024-04-15 10:10:43+00:00,895,4,1301.33,1,10M,2.37,8.82,0.76,10.0,1,0.29,3,100.0,0.0,4.0,34340.0,1.0,11482.0,51.0,6.0,1.0,88.0,4.0
913,2024-04-15 10:10:47+00:00,896,4,1069.0,2,10M,2.76,5.49,0.72,10.0,1,0.34,3,100.0,0.0,2.0,34374.0,0.0,11492.0,51.0,6.0,1.0,88.0,4.0
917,2024-04-15 10:10:51+00:00,900,4,1095.0,2,10M,2.6,8.93,0.74,10.0,1,0.32,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
922,2024-04-15 10:10:56+00:00,905,4,1140.0,2,10M,2.68,7.21,0.73,10.0,1,0.33,3,100.0,0.0,2.0,34362.0,0.0,11494.0,51.0,6.0,1.0,88.0,4.0
935,2024-04-15 10:11:09+00:00,918,4,1236.5,2,10M,2.88,5.22,0.72,10.0,1,0.35,3,100.0,0.0,2.0,34350.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
944,2024-04-15 10:11:18+00:00,923,4,1385.0,3,10M,2.49,4.61,0.74,10.0,1,0.3,3,100.0,0.0,0.0,34336.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
953,2024-04-15 10:11:27+00:00,932,4,1201.5,3,10M,2.59,5.87,0.72,10.0,1,0.32,3,100.0,0.0,1.0,34361.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
967,2024-04-15 10:11:41+00:00,949,4,1272.0,2,10M,2.49,7.24,0.76,10.0,1,0.3,3,100.0,0.0,1.0,34361.0,0.0,11492.0,51.0,5.0,1.0,90.0,4.0
971,2024-04-15 10:11:45+00:00,956,4,1127.0,1,10M,2.33,6.0,0.76,10.0,1,0.28,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
985,2024-04-15 10:11:59+00:00,963,4,1373.0,3,10M,2.33,5.61,0.74,10.0,1,0.28,3,100.0,0.0,1.0,34361.0,0.0,11492.0,51.0,5.0,1.0,90.0,4.0
990,2024-04-15 10:12:04+00:00,972,4,1474.0,2,10M,2.23,6.03,0.76,10.0,1,0.27,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
995,2024-04-15 10:12:09+00:00,977,4,1283.33,2,10M,2.28,5.1,0.77,10.0,1,0.28,3,100.0,0.0,4.0,34340.0,1.0,11482.0,51.0,5.0,1.0,90.0,4.0
1004,2024-04-15 10:12:18+00:00,982,4,1306.0,3,10M,2.33,7.31,0.76,10.0,1,0.28,3,100.0,0.0,2.0,34326.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
1013,2024-04-15 10:12:27+00:00,997,4,1390.0,1,10M,2.52,6.38,0.73,10.0,1,0.31,3,100.0,0.0,0.0,34419.0,0.0,11503.0,51.0,5.0,1.0,90.0,4.0
1017,2024-04-15 10:12:31+00:00,998,4,1163.33,2,10M,2.47,6.96,0.74,10.0,1,0.3,3,100.0,0.0,2.0,34327.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
1028,2024-04-15 10:12:42+00:00,1009,4,1364.0,2,10M,1.95,6.4,0.78,10.0,1,0.24,3,100.0,0.0,0.0,34419.0,0.0,11505.0,51.0,5.0,1.0,90.0,4.0
1040,2024-04-15 10:12:54+00:00,1020,4,1805.0,2,10M,1.85,7.16,0.83,10.0,1,0.23,3,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
1047,2024-04-15 10:13:01+00:00,1027,4,1839.75,2,10M,165.46,10.12,0.82,10.0,1,0.2,3,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
1051,2024-04-15 10:13:05+00:00,1032,4,1277.33,2,10M,2.28,5.59,0.78,10.0,1,0.28,3,100.0,0.0,4.0,34399.0,1.0,11505.0,51.0,5.0,1.0,90.0,4.0
1056,2024-04-15 10:13:10+00:00,1037,4,1175.0,2,10M,2.64,5.46,0.74,10.0,1,0.32,3,100.0,0.0,2.0,34374.0,0.0,11492.0,51.0,5.0,1.0,90.0,4.0
1060,2024-04-15 10:13:14+00:00,1044,4,1276.5,1,10M,2.36,5.48,0.74,10.0,1,0.29,3,100.0,0.0,2.0,34351.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
1074,2024-04-15 10:13:28+00:00,1051,4,1444.0,3,10M,2.33,7.99,0.76,10.0,1,0.28,3,100.0,0.0,1.0,34515.0,0.0,11538.0,51.0,5.0,1.0,90.0,4.0
1142,2024-04-15 10:14:36+00:00,1125,4,327.17,1,10M,2.84,4.15,0.75,10.0,1,0.35,3,100.0,0.0,2.0,32623.0,0.0,10902.0,51.0,5.0,1.0,90.0,4.0
1147,2024-04-15 10:14:41+00:00,1127,4,272.75,2,10M,4.75,2.99,0.51,10.0,1,0.58,3,100.0,0.0,7.0,32912.0,2.0,11003.0,51.0,6.0,1.0,88.0,4.0
1153,2024-04-15 10:14:47+00:00,1133,4,172.56,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,11.0,11.0,3.0,3.0,51.0,49.0,1.0,5.0,4.0
1159,2024-04-15 10:14:53+00:00,1139,4,201.64,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,11.0,11.0,3.0,3.0,51.0,49.0,1.0,5.0,4.0
1166,2024-04-15 10:15:00+00:00,1146,4,236.78,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,11.0,11.0,3.0,3.0,51.0,49.0,1.0,5.0,4.0
1171,2024-04-15 10:15:05+00:00,1151,4,146.75,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,13.0,13.0,4.0,4.0,51.0,49.0,1.0,5.0,4.0
1176,2024-04-15 10:15:10+00:00,1156,4,210.25,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,11.0,11.0,3.0,3.0,51.0,49.0,1.0,5.0,4.0
1185,2024-04-15 10:15:19+00:00,1165,4,343.88,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,12.0,12.0,4.0,4.0,51.0,49.0,1.0,5.0,4.0
1190,2024-04-15 10:15:24+00:00,1166,4,219.6,3,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,14.0,14.0,5.0,5.0,51.0,49.0,1.0,5.0,4.0
1197,2024-04-15 10:15:31+00:00,1177,4,216.5,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,15.0,15.0,5.0,5.0,51.0,49.0,1.0,5.0,4.0
1204,2024-04-15 10:15:38+00:00,1184,4,261.33,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,12.0,12.0,4.0,4.0,51.0,49.0,1.0,5.0,4.0
1210,2024-04-15 10:15:44+00:00,1190,4,189.4,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,14.0,14.0,5.0,5.0,51.0,49.0,1.0,5.0,4.0
1218,2024-04-15 10:15:52+00:00,1198,4,341.91,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,14.0,14.0,5.0,5.0,51.0,49.0,1.0,5.0,4.0
1224,2024-04-15 10:15:58+00:00,1204,4,229.4,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,15.0,15.0,5.0,5.0,51.0,49.0,1.0,5.0,4.0
1231,2024-04-15 10:16:05+00:00,1207,4,270.85,3,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,11.0,11.0,3.0,3.0,51.0,49.0,1.0,5.0,4.0
1240,2024-04-15 10:16:14+00:00,1220,4,315.12,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,18.0,18.0,6.0,6.0,51.0,49.0,1.0,5.0,4.0
1247,2024-04-15 10:16:21+00:00,1227,4,252.57,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,15.0,15.0,5.0,5.0,51.0,49.0,1.0,5.0,4.0
1254,2024-04-15 10:16:28+00:00,1234,4,269.33,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,13.0,13.0,4.0,4.0,51.0,49.0,1.0,5.0,4.0
1260,2024-04-15 10:16:34+00:00,1240,4,239.4,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,14.0,14.0,5.0,5.0,51.0,49.0,1.0,5.0,4.0
1267,2024-04-15 10:16:41+00:00,1250,4,182.5,1,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,13.0,13.0,4.0,4.0,51.0,49.0,1.0,5.0,4.0
1273,2024-04-15 10:16:47+00:00,1253,4,229.0,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,14.0,14.0,5.0,5.0,51.0,49.0,1.0,5.0,4.0
1279,2024-04-15 10:16:53+00:00,1259,4,199.0,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,11.0,11.0,3.0,3.0,51.0,49.0,1.0,5.0,4.0
1285,2024-04-15 10:16:59+00:00,1265,4,211.72,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,11.0,11.0,3.0,3.0,51.0,49.0,1.0,5.0,4.0
1291,2024-04-15 10:17:05+00:00,1271,4,197.8,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,12.0,12.0,4.0,4.0,51.0,49.0,1.0,5.0,4.0
1296,2024-04-15 10:17:10+00:00,1276,4,254.0,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,12.0,12.0,4.0,4.0,51.0,49.0,1.0,5.0,4.0
1301,2024-04-15 10:17:15+00:00,1281,4,155.15,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,9.0,9.0,3.0,2.0,51.0,49.0,1.0,5.0,4.0
1306,2024-04-15 10:17:20+00:00,1286,4,185.0,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,10.0,10.0,3.0,3.0,51.0,49.0,1.0,5.0,4.0
1312,2024-04-15 10:17:26+00:00,1295,4,198.8,1,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,11.0,11.0,3.0,3.0,51.0,49.0,1.0,5.0,4.0
1317,2024-04-15 10:17:31+00:00,1297,4,179.0,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,12.0,12.0,4.0,4.0,51.0,49.0,1.0,5.0,4.0
1323,2024-04-15 10:17:37+00:00,1303,4,224.0,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,11.0,11.0,3.0,3.0,51.0,49.0,1.0,5.0,4.0
1329,2024-04-15 10:17:43+00:00,1309,4,200.9,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,11.0,11.0,3.0,3.0,51.0,49.0,1.0,5.0,4.0
1335,2024-04-15 10:17:49+00:00,1315,4,205.38,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,12.0,12.0,4.0,4.0,51.0,49.0,1.0,5.0,4.0
1342,2024-04-15 10:17:56+00:00,1322,4,214.87,2,10M,0.0,4.85,0.0,10.0,1,0.0,3,100.0,0.0,13.0,13.0,4.0,4.0,51.0,49.0,1.0,5.0,4.0
9,2024-04-15 10:20:35+00:00,9,5,1799.8,3,10M,1.81,8.29,0.82,10.0,1,0.22,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,5.0
15,2024-04-15 10:20:41+00:00,18,5,1468.33,2,10M,1.8,7.08,0.8,10.0,1,0.22,3,100.0,0.0,3.0,34328.0,0.0,11480.0,51.0,6.0,1.0,88.0,5.0
35,2024-04-15 10:21:01+00:00,34,5,1912.0,3,10M,1.66,9.58,0.81,10.0,1,0.2,3,100.0,0.0,2.0,34385.0,0.0,11494.0,51.0,6.0,1.0,88.0,5.0
85,2024-04-15 10:21:51+00:00,87,5,2134.0,2,10M,1.65,12.19,0.83,10.0,1,0.2,3,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,6.0,1.0,88.0,5.0
98,2024-04-15 10:22:04+00:00,102,5,1521.75,1,10M,2.0,7.75,0.8,10.0,1,0.24,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,5.0
104,2024-04-15 10:22:10+00:00,108,5,1645.5,1,10M,1.91,9.44,0.8,10.0,1,0.23,3,100.0,0.0,2.0,34314.0,0.0,11470.0,51.0,6.0,1.0,88.0,5.0
131,2024-04-15 10:22:37+00:00,134,5,1719.0,1,10M,1.76,10.02,0.85,10.0,1,0.21,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,5.0
150,2024-04-15 10:22:56+00:00,147,5,1538.0,3,10M,2.05,6.16,0.79,10.0,1,0.25,3,100.0,0.0,0.0,34325.0,0.0,11481.0,51.0,6.0,1.0,88.0,5.0
