,_time,seq_nr,test_number_x,time_latency,ue_id,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,test_number_y,transfer,ue_nr,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,test_number
417,2024-04-15 10:57:46+00:00,407,1,1446.0,3,10M,2.03,5.99,0.8,90.0,1,0.25,3,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,1.0
462,2024-04-15 10:58:31+00:00,451,1,1549.25,3,10M,2.01,7.41,0.8,90.0,1,0.25,3,100.0,0.0,2.0,34351.0,0.0,11482.0,51.0,5.0,1.0,90.0,1.0
492,2024-04-15 10:59:01+00:00,481,1,1535.67,3,10M,1.97,7.49,0.79,90.0,1,0.24,3,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
497,2024-04-15 10:59:06+00:00,491,1,1501.5,1,10M,2.04,8.45,0.78,90.0,1,0.25,3,100.0,0.0,3.0,34375.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
507,2024-04-15 10:59:16+00:00,498,1,1433.33,2,10M,2.12,9.2,0.78,90.0,1,0.26,3,100.0,0.0,2.0,34326.0,0.0,11480.0,51.0,5.0,1.0,90.0,1.0
512,2024-04-15 10:59:21+00:00,506,1,1363.0,1,10M,2.43,8.03,0.78,90.0,1,0.3,3,100.0,0.0,2.0,34421.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
516,2024-04-15 10:59:25+00:00,510,1,1218.5,1,10M,2.46,7.01,0.75,90.0,1,0.3,3,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,5.0,1.0,90.0,1.0
522,2024-04-15 10:59:31+00:00,515,1,1639.33,1,10M,1.88,11.03,0.8,90.0,1,0.23,3,100.0,0.0,3.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,1.0
528,2024-04-15 10:59:37+00:00,519,1,1603.0,2,10M,2.03,6.16,0.8,90.0,1,0.25,3,100.0,0.0,3.0,34328.0,0.0,11480.0,51.0,5.0,1.0,90.0,1.0
533,2024-04-15 10:59:42+00:00,524,1,1539.0,2,10M,2.15,5.2,0.78,90.0,1,0.26,3,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,1.0
538,2024-04-15 10:59:47+00:00,526,1,1445.5,3,10M,2.33,6.25,0.77,90.0,1,0.28,3,100.0,0.0,3.0,34410.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
542,2024-04-15 10:59:51+00:00,533,1,1248.5,2,10M,2.47,6.34,0.73,90.0,1,0.3,3,100.0,0.0,3.0,34375.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
547,2024-04-15 10:59:56+00:00,538,1,1354.0,2,10M,2.38,7.06,0.75,90.0,1,0.29,3,100.0,0.0,2.0,34303.0,0.0,11469.0,51.0,5.0,1.0,90.0,1.0
551,2024-04-15 11:00:00+00:00,539,1,1242.0,3,10M,2.57,4.17,0.73,90.0,1,0.31,3,100.0,0.0,2.0,34362.0,0.0,11494.0,51.0,5.0,1.0,90.0,1.0
556,2024-04-15 11:00:05+00:00,549,1,1385.67,1,10M,2.35,7.12,0.77,90.0,1,0.29,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
561,2024-04-15 11:00:10+00:00,549,1,1402.5,3,10M,2.12,6.63,0.74,90.0,1,0.26,3,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,1.0
574,2024-04-15 11:00:23+00:00,564,1,1232.0,2,10M,2.14,7.51,0.76,90.0,1,0.26,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
580,2024-04-15 11:00:29+00:00,572,1,1694.0,1,10M,2.05,6.85,0.79,90.0,1,0.25,3,100.0,0.0,2.0,34362.0,0.0,11494.0,51.0,5.0,1.0,90.0,1.0
585,2024-04-15 11:00:34+00:00,577,1,1399.0,1,10M,2.16,6.46,0.78,90.0,1,0.26,3,100.0,0.0,2.0,34350.0,0.0,11480.0,51.0,5.0,1.0,90.0,1.0
591,2024-04-15 11:00:40+00:00,578,1,1227.0,3,10M,1.97,10.21,0.79,90.0,1,0.24,3,100.0,0.0,3.0,34363.0,1.0,11493.0,51.0,5.0,1.0,90.0,1.0
596,2024-04-15 11:00:45+00:00,589,1,1486.0,1,10M,2.15,7.72,0.8,90.0,1,0.26,3,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,1.0
600,2024-04-15 11:00:49+00:00,590,1,1015.0,2,10M,2.61,5.21,0.71,90.0,1,0.32,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
604,2024-04-15 11:00:53+00:00,596,1,1232.0,1,10M,2.63,6.78,0.74,90.0,1,0.32,3,100.0,0.0,4.0,34329.0,1.0,11480.0,51.0,5.0,1.0,90.0,1.0
626,2024-04-15 11:01:15+00:00,616,1,1304.33,2,10M,2.7,4.33,0.78,90.0,1,0.33,3,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
630,2024-04-15 11:01:19+00:00,620,1,1045.67,2,10M,3.05,6.72,0.7,90.0,1,0.37,3,100.0,0.0,3.0,34410.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
638,2024-04-15 11:01:27+00:00,627,1,1146.0,2,10M,2.72,5.62,0.71,90.0,1,0.33,3,100.0,0.0,1.0,34349.0,0.0,11480.0,51.0,5.0,1.0,90.0,1.0
642,2024-04-15 11:01:31+00:00,634,1,973.0,1,10M,2.8,3.84,0.74,90.0,1,0.34,3,100.0,0.0,1.0,34361.0,0.0,11494.0,51.0,5.0,1.0,90.0,1.0
646,2024-04-15 11:01:35+00:00,637,1,1084.0,1,10M,2.68,3.68,0.71,90.0,1,0.33,3,100.0,0.0,2.0,34385.0,0.0,11494.0,51.0,6.0,1.0,88.0,1.0
650,2024-04-15 11:01:39+00:00,642,1,1313.0,1,10M,2.7,2.91,0.73,90.0,1,0.33,3,100.0,0.0,0.0,34408.0,0.0,11505.0,51.0,6.0,1.0,88.0,1.0
668,2024-04-15 11:01:57+00:00,657,1,1291.0,2,10M,2.4,6.05,0.75,90.0,1,0.29,3,100.0,0.0,1.0,34408.0,0.0,11505.0,51.0,6.0,1.0,88.0,1.0
673,2024-04-15 11:02:02+00:00,664,1,1248.0,1,10M,2.42,4.46,0.75,90.0,1,0.3,3,100.0,0.0,2.0,34326.0,0.0,11480.0,51.0,6.0,1.0,88.0,1.0
690,2024-04-15 11:02:19+00:00,679,1,1072.0,2,10M,2.36,5.21,0.72,90.0,1,0.29,3,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,1.0
699,2024-04-15 11:02:28+00:00,689,1,1203.5,1,10M,2.52,7.52,0.73,90.0,1,0.31,3,100.0,0.0,0.0,34396.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
712,2024-04-15 11:02:41+00:00,697,1,1175.67,3,10M,2.79,5.97,0.74,90.0,1,0.34,3,100.0,0.0,2.0,34397.0,0.0,11504.0,51.0,5.0,1.0,90.0,1.0
716,2024-04-15 11:02:45+00:00,704,1,1091.0,2,10M,2.76,5.63,0.71,90.0,1,0.34,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
730,2024-04-15 11:02:59+00:00,717,1,1448.67,2,10M,2.08,5.74,0.77,90.0,1,0.25,3,100.0,0.0,0.0,34396.0,0.0,11504.0,51.0,5.0,1.0,90.0,1.0
735,2024-04-15 11:03:04+00:00,723,1,1270.0,2,10M,2.16,8.51,0.8,90.0,1,0.26,3,100.0,0.0,3.0,34375.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
762,2024-04-15 11:03:31+00:00,746,1,1233.33,3,10M,2.4,6.01,0.72,90.0,1,0.29,3,100.0,0.0,1.0,34266.0,0.0,11457.0,51.0,5.0,1.0,90.0,1.0
776,2024-04-15 11:03:45+00:00,763,1,1056.0,2,10M,2.5,7.58,0.76,90.0,1,0.31,3,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,5.0,1.0,90.0,1.0
780,2024-04-15 11:03:49+00:00,764,1,1010.0,3,10M,2.79,4.43,0.74,90.0,1,0.34,3,100.0,0.0,0.0,34337.0,0.0,11480.0,51.0,5.0,1.0,90.0,1.0
785,2024-04-15 11:03:54+00:00,769,1,1422.33,3,10M,2.4,10.26,0.76,90.0,1,0.29,3,100.0,0.0,4.0,34412.0,1.0,11505.0,51.0,5.0,1.0,90.0,1.0
788,2024-04-15 11:03:57+00:00,775,1,1288.0,2,10M,2.74,5.41,0.69,90.0,1,0.33,3,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
797,2024-04-15 11:04:06+00:00,786,1,1114.5,1,10M,2.65,8.65,0.73,90.0,1,0.32,3,100.0,0.0,1.0,34326.0,0.0,11480.0,51.0,5.0,1.0,90.0,1.0
802,2024-04-15 11:04:11+00:00,788,1,1296.67,2,10M,2.4,6.42,0.76,90.0,1,0.29,3,100.0,0.0,3.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,1.0
806,2024-04-15 11:04:15+00:00,790,1,1465.0,3,10M,2.37,7.23,0.76,90.0,1,0.29,3,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
811,2024-04-15 11:04:20+00:00,800,1,1223.33,1,10M,2.62,4.89,0.73,90.0,1,0.32,3,100.0,0.0,1.0,34361.0,0.0,11494.0,51.0,5.0,1.0,90.0,1.0
820,2024-04-15 11:04:29+00:00,808,1,1144.67,1,10M,2.54,8.22,0.74,90.0,1,0.31,3,100.0,0.0,4.0,34340.0,0.0,11482.0,51.0,5.0,1.0,90.0,1.0
825,2024-04-15 11:04:34+00:00,808,1,1240.67,3,10M,2.34,7.66,0.75,90.0,1,0.29,3,100.0,0.0,3.0,34399.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
861,2024-04-15 11:05:10+00:00,844,1,1104.5,3,10M,2.74,6.93,0.74,90.0,1,0.33,3,100.0,0.0,2.0,34410.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
871,2024-04-15 11:05:20+00:00,859,1,1505.5,1,10M,2.31,6.05,0.78,90.0,1,0.28,3,100.0,0.0,2.0,34397.0,0.0,11503.0,51.0,5.0,1.0,90.0,1.0
879,2024-04-15 11:05:28+00:00,861,1,1083.0,3,10M,2.61,6.77,0.73,90.0,1,0.32,3,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
885,2024-04-15 11:05:34+00:00,870,1,1377.33,2,10M,2.08,8.88,0.78,90.0,1,0.25,3,100.0,0.0,7.0,34367.0,2.0,11493.0,51.0,5.0,1.0,90.0,1.0
889,2024-04-15 11:05:38+00:00,871,1,1256.0,3,10M,2.53,4.36,0.72,90.0,1,0.31,3,100.0,0.0,1.0,34337.0,0.0,11480.0,51.0,5.0,1.0,90.0,1.0
893,2024-04-15 11:05:42+00:00,875,1,1127.0,3,10M,2.69,6.73,0.73,90.0,1,0.33,3,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,1.0
898,2024-04-15 11:05:47+00:00,885,1,1179.5,1,10M,2.55,4.75,0.75,90.0,1,0.31,3,100.0,0.0,1.0,34408.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
916,2024-04-15 11:06:05+00:00,903,1,1113.0,1,10M,2.76,6.0,0.71,90.0,1,0.34,3,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
920,2024-04-15 11:06:09+00:00,904,1,1151.0,2,10M,2.8,5.73,0.73,90.0,1,0.34,3,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,1.0
928,2024-04-15 11:06:17+00:00,912,1,904.0,2,10M,2.93,2.99,0.69,90.0,1,0.36,3,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,6.0,1.0,88.0,1.0
937,2024-04-15 11:06:26+00:00,919,1,1439.5,3,10M,2.62,6.25,0.76,90.0,1,0.32,3,100.0,0.0,0.0,34456.0,0.0,11517.0,51.0,6.0,1.0,88.0,1.0
942,2024-04-15 11:06:31+00:00,926,1,1225.0,2,10M,2.49,4.83,0.74,90.0,1,0.3,3,100.0,0.0,3.0,34327.0,0.0,11480.0,51.0,6.0,1.0,88.0,1.0
968,2024-04-15 11:06:57+00:00,954,1,1335.0,1,10M,2.38,6.19,0.76,90.0,1,0.29,3,100.0,0.0,0.0,34337.0,0.0,11482.0,51.0,6.0,1.0,88.0,1.0
976,2024-04-15 11:07:05+00:00,957,1,1315.0,3,10M,2.55,4.72,0.73,90.0,1,0.31,3,100.0,0.0,1.0,34337.0,0.0,11481.0,51.0,6.0,1.0,88.0,1.0
981,2024-04-15 11:07:10+00:00,962,1,1211.0,3,10M,2.56,6.36,0.74,90.0,1,0.31,3,100.0,0.0,1.0,34397.0,0.0,11505.0,51.0,6.0,1.0,88.0,1.0
985,2024-04-15 11:07:14+00:00,966,1,1344.0,3,10M,2.84,4.85,0.7,90.0,1,0.35,3,100.0,0.0,3.0,34339.0,0.0,11482.0,51.0,6.0,1.0,88.0,1.0
994,2024-04-15 11:07:23+00:00,975,1,1145.5,3,10M,2.55,5.1,0.77,90.0,1,0.31,3,100.0,0.0,0.0,34325.0,0.0,11480.0,51.0,6.0,1.0,88.0,1.0
1008,2024-04-15 11:07:37+00:00,993,1,1247.0,1,10M,2.38,5.39,0.77,90.0,1,0.29,3,100.0,0.0,0.0,34419.0,0.0,11505.0,51.0,6.0,1.0,88.0,1.0
1013,2024-04-15 11:07:42+00:00,995,1,1480.0,2,10M,2.3,4.8,0.77,90.0,1,0.28,3,100.0,0.0,1.0,34326.0,0.0,11480.0,51.0,6.0,1.0,88.0,1.0
1022,2024-04-15 11:07:51+00:00,1005,1,1253.0,2,10M,2.51,7.24,0.74,90.0,1,0.31,3,100.0,0.0,4.0,34376.0,1.0,11493.0,51.0,6.0,1.0,88.0,1.0
1026,2024-04-15 11:07:55+00:00,1006,1,1102.5,3,10M,2.75,7.0,0.72,90.0,1,0.34,3,100.0,0.0,4.0,34329.0,1.0,11482.0,51.0,6.0,1.0,88.0,1.0
1030,2024-04-15 11:07:59+00:00,1015,1,1067.5,1,10M,2.78,3.95,0.71,90.0,1,0.34,3,100.0,0.0,3.0,34339.0,0.0,11480.0,51.0,6.0,1.0,88.0,1.0
1037,2024-04-15 11:08:06+00:00,1017,1,969.0,3,10M,2.88,2.34,0.69,90.0,1,0.35,3,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,6.0,1.0,88.0,1.0
1042,2024-04-15 11:08:11+00:00,1022,1,1183.67,3,10M,2.68,5.73,0.72,90.0,1,0.33,3,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,6.0,1.0,88.0,1.0
1059,2024-04-15 11:08:28+00:00,1044,1,1149.0,1,10M,2.41,4.15,0.73,90.0,1,0.29,3,100.0,0.0,2.0,34385.0,0.0,11493.0,51.0,6.0,1.0,88.0,1.0
1064,2024-04-15 11:08:33+00:00,1049,1,1638.0,1,10M,1.94,8.17,0.75,90.0,1,0.24,3,100.0,0.0,2.0,34327.0,0.0,11480.0,51.0,6.0,1.0,88.0,1.0
1069,2024-04-15 11:08:38+00:00,1054,1,1298.5,1,10M,2.45,4.14,0.73,90.0,1,0.3,3,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,6.0,1.0,88.0,1.0
1074,2024-04-15 11:08:43+00:00,1055,1,1872.0,2,10M,1.86,7.14,0.78,90.0,1,0.23,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,1.0
1079,2024-04-15 11:08:48+00:00,1058,1,1687.0,3,10M,2.08,6.89,0.8,90.0,1,0.25,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,1.0
1084,2024-04-15 11:08:53+00:00,1068,1,1457.0,1,10M,2.34,7.15,0.77,90.0,1,0.29,3,100.0,0.0,2.0,34326.0,0.0,11480.0,51.0,6.0,1.0,88.0,1.0
1102,2024-04-15 11:09:11+00:00,1083,1,1248.0,2,10M,2.4,4.71,0.75,90.0,1,0.29,3,100.0,0.0,2.0,34350.0,0.0,11480.0,51.0,6.0,1.0,88.0,1.0
1106,2024-04-15 11:09:15+00:00,1085,1,1211.0,3,10M,2.56,5.97,0.73,90.0,1,0.31,3,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,6.0,1.0,88.0,1.0
1119,2024-04-15 11:09:28+00:00,1102,1,1132.0,1,10M,2.33,4.3,0.76,90.0,1,0.28,3,100.0,0.0,2.0,34338.0,0.0,11480.0,51.0,6.0,1.0,88.0,1.0
1129,2024-04-15 11:09:38+00:00,1110,1,1403.0,2,10M,2.28,6.51,0.78,90.0,1,0.28,3,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,6.0,1.0,88.0,1.0
1138,2024-04-15 11:09:47+00:00,1121,1,1325.33,1,10M,2.33,6.72,0.76,90.0,1,0.28,3,100.0,0.0,3.0,34328.0,0.0,11480.0,51.0,6.0,1.0,88.0,1.0
1143,2024-04-15 11:09:52+00:00,1127,1,1747.0,1,10M,2.3,8.09,0.77,90.0,1,0.28,3,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,6.0,1.0,88.0,1.0
1148,2024-04-15 11:09:57+00:00,1127,1,104.83,3,10M,5.58,5.22,0.49,90.0,1,0.68,3,100.0,0.0,6.0,34224.0,2.0,11442.0,51.0,6.0,1.0,88.0,1.0
1152,2024-04-15 11:10:01+00:00,1131,1,110.73,3,10M,0.0,2.46,0.0,90.0,1,0.0,3,100.0,0.0,8.0,16372.0,2.0,5471.0,51.0,6.0,1.0,88.0,1.0
1158,2024-04-15 11:10:07+00:00,1140,1,171.86,2,10M,0.0,2.46,0.0,90.0,1,0.0,3,100.0,0.0,10.0,10.0,3.0,3.0,51.0,49.0,1.0,5.0,1.0
1162,2024-04-15 11:10:11+00:00,1141,1,75.1,3,10M,0.0,2.46,0.0,90.0,1,0.0,3,100.0,0.0,10.0,10.0,3.0,3.0,51.0,49.0,1.0,5.0,1.0
1166,2024-04-15 11:10:15+00:00,1145,1,54.7,3,10M,0.0,2.46,0.0,90.0,1,0.0,3,100.0,0.0,9.0,9.0,3.0,2.0,51.0,49.0,1.0,5.0,1.0
1172,2024-04-15 11:10:21+00:00,1151,1,171.8,3,10M,0.0,2.46,0.0,90.0,1,0.0,3,100.0,0.0,10.0,10.0,3.0,3.0,51.0,49.0,1.0,5.0,1.0
1177,2024-04-15 11:10:26+00:00,1156,1,104.47,3,10M,0.0,2.46,0.0,90.0,1,0.0,3,100.0,0.0,10.0,10.0,3.0,3.0,51.0,49.0,1.0,5.0,1.0
1183,2024-04-15 11:10:32+00:00,1162,1,126.54,3,10M,0.0,2.46,0.0,90.0,1,0.0,3,100.0,0.0,11.0,11.0,3.0,3.0,51.0,49.0,1.0,5.0,1.0
1188,2024-04-15 11:10:37+00:00,1167,1,81.9,3,10M,0.0,2.46,0.0,90.0,1,0.0,3,100.0,0.0,11.0,11.0,3.0,3.0,51.0,49.0,1.0,5.0,1.0
1192,2024-04-15 11:10:41+00:00,1171,1,95.83,3,10M,0.0,2.46,0.0,90.0,1,0.0,3,100.0,0.0,9.0,9.0,3.0,2.0,51.0,49.0,1.0,5.0,1.0
1197,2024-04-15 11:10:46+00:00,1176,1,125.28,3,10M,0.0,2.46,0.0,90.0,1,0.0,3,100.0,0.0,9.0,9.0,2.0,2.0,51.0,49.0,1.0,5.0,1.0
1202,2024-04-15 11:10:51+00:00,1181,1,146.8,3,10M,0.0,2.46,0.0,90.0,1,0.0,3,100.0,0.0,9.0,9.0,2.0,2.0,51.0,49.0,1.0,5.0,1.0
1207,2024-04-15 11:10:56+00:00,1186,1,134.5,3,10M,0.0,2.46,0.0,90.0,1,0.0,3,100.0,0.0,11.0,11.0,3.0,3.0,51.0,49.0,1.0,5.0,1.0
8,2024-04-15 11:14:03+00:00,18,2,1594.33,1,10M,1.81,9.07,0.82,90.0,1,0.22,1,100.0,0.0,4.0,34364.0,1.0,11493.0,51.0,5.0,1.0,90.0,2.0
22,2024-04-15 11:14:17+00:00,25,2,1185.25,3,10M,2.52,6.0,0.75,90.0,1,0.31,1,100.0,0.0,4.0,34340.0,1.0,11482.0,51.0,5.0,1.0,90.0,2.0
26,2024-04-15 11:14:21+00:00,36,2,1192.5,1,10M,2.71,4.69,0.75,90.0,1,0.33,1,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
30,2024-04-15 11:14:25+00:00,40,2,1039.0,1,10M,2.99,6.87,0.72,90.0,1,0.36,1,100.0,0.0,2.0,34303.0,0.0,11469.0,51.0,5.0,1.0,90.0,2.0
34,2024-04-15 11:14:29+00:00,41,2,1013.5,2,10M,2.53,8.83,0.67,90.0,1,0.31,1,100.0,0.0,4.0,34399.0,1.0,11505.0,51.0,5.0,1.0,90.0,2.0
44,2024-04-15 11:14:39+00:00,54,2,1378.0,1,10M,2.22,6.53,0.77,90.0,1,0.27,1,100.0,0.0,4.0,34376.0,1.0,11493.0,51.0,5.0,1.0,90.0,2.0
53,2024-04-15 11:14:48+00:00,63,2,1123.0,1,10M,2.83,5.79,0.72,90.0,1,0.35,1,100.0,0.0,3.0,34410.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
57,2024-04-15 11:14:52+00:00,66,2,1029.5,1,10M,2.66,6.37,0.68,90.0,1,0.32,1,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
61,2024-04-15 11:14:56+00:00,67,2,1211.0,2,10M,2.48,5.79,0.73,90.0,1,0.3,1,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
71,2024-04-15 11:15:06+00:00,80,2,1193.25,1,10M,2.45,4.95,0.71,90.0,1,0.3,1,100.0,0.0,3.0,34410.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
76,2024-04-15 11:15:11+00:00,82,2,1308.0,2,10M,2.26,6.27,0.75,90.0,1,0.28,1,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
80,2024-04-15 11:15:15+00:00,86,2,1369.5,2,10M,2.04,6.45,0.77,90.0,1,0.25,1,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
85,2024-04-15 11:15:20+00:00,94,2,1214.33,1,10M,2.38,6.62,0.76,90.0,1,0.29,1,100.0,0.0,3.0,34339.0,1.0,11480.0,51.0,5.0,1.0,90.0,2.0
89,2024-04-15 11:15:24+00:00,91,2,1219.0,3,10M,2.48,6.17,0.74,90.0,1,0.3,1,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
99,2024-04-15 11:15:34+00:00,105,2,1109.0,2,10M,2.65,3.01,0.73,90.0,1,0.32,1,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
103,2024-04-15 11:15:38+00:00,112,2,1221.33,1,10M,2.78,5.41,0.73,90.0,1,0.34,1,100.0,0.0,2.0,34327.0,0.0,11480.0,51.0,5.0,1.0,90.0,2.0
108,2024-04-15 11:15:43+00:00,113,2,1316.0,2,10M,2.26,6.46,0.73,90.0,1,0.28,1,100.0,0.0,2.0,34410.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
114,2024-04-15 11:15:49+00:00,120,2,1603.5,2,10M,1.71,11.99,0.84,90.0,1,0.21,1,100.0,0.0,4.0,34328.0,1.0,11482.0,51.0,5.0,1.0,90.0,2.0
126,2024-04-15 11:16:01+00:00,127,2,1227.0,3,10M,2.57,4.83,0.74,90.0,1,0.31,1,100.0,0.0,1.0,34420.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
135,2024-04-15 11:16:10+00:00,140,2,1144.5,2,10M,2.23,8.17,0.75,90.0,1,0.27,1,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
144,2024-04-15 11:16:19+00:00,145,2,1113.0,3,10M,2.89,5.79,0.71,90.0,1,0.35,1,100.0,0.0,0.0,34408.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
148,2024-04-15 11:16:23+00:00,149,2,1126.0,3,10M,2.84,6.72,0.7,90.0,1,0.35,1,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
162,2024-04-15 11:16:37+00:00,170,2,1299.0,1,10M,2.5,3.7,0.72,90.0,1,0.3,1,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
166,2024-04-15 11:16:41+00:00,174,2,1124.0,1,10M,2.62,5.94,0.73,90.0,1,0.32,1,100.0,0.0,2.0,34410.0,0.0,11505.0,51.0,5.0,1.0,90.0,2.0
171,2024-04-15 11:16:46+00:00,176,2,1052.0,2,10M,2.48,6.68,0.74,90.0,1,0.3,1,100.0,0.0,0.0,34396.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
178,2024-04-15 11:16:53+00:00,183,2,1070.0,2,10M,2.94,3.48,0.7,90.0,1,0.36,1,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
182,2024-04-15 11:16:57+00:00,190,2,1126.5,1,10M,2.69,5.65,0.72,90.0,1,0.33,1,100.0,0.0,4.0,34364.0,1.0,11493.0,51.0,5.0,1.0,90.0,2.0
194,2024-04-15 11:17:09+00:00,194,2,973.5,3,10M,2.93,6.34,0.71,90.0,1,0.36,1,100.0,0.0,4.0,34340.0,1.0,11482.0,51.0,5.0,1.0,90.0,2.0
199,2024-04-15 11:17:14+00:00,206,2,1343.0,1,10M,2.42,5.7,0.75,90.0,1,0.3,1,100.0,0.0,3.0,34375.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
204,2024-04-15 11:17:19+00:00,208,2,1798.0,2,10M,2.25,5.99,0.77,90.0,1,0.27,1,100.0,0.0,1.0,34385.0,0.0,11494.0,51.0,5.0,1.0,90.0,2.0
208,2024-04-15 11:17:23+00:00,208,2,1006.0,3,10M,2.99,3.46,0.69,90.0,1,0.36,1,100.0,0.0,1.0,34361.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
216,2024-04-15 11:17:31+00:00,216,2,1044.5,3,10M,2.78,6.05,0.72,90.0,1,0.34,1,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
238,2024-04-15 11:17:53+00:00,237,2,1238.5,3,10M,2.51,6.07,0.73,90.0,1,0.31,1,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,5.0,1.0,90.0,2.0
252,2024-04-15 11:18:07+00:00,255,2,1383.0,2,10M,2.47,4.04,0.76,90.0,1,0.3,1,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
262,2024-04-15 11:18:17+00:00,261,2,1268.0,3,10M,2.36,4.4,0.75,90.0,1,0.29,1,100.0,0.0,0.0,34360.0,0.0,11492.0,51.0,5.0,1.0,90.0,2.0
272,2024-04-15 11:18:27+00:00,275,2,1505.0,2,10M,2.18,6.32,0.76,90.0,1,0.27,1,100.0,0.0,0.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,2.0
