,_time,seq_nr,test_number_x,time_latency,ue_id,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,test_number_y,transfer,ue_nr_x,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,collectStartTime,test_number,ue_nr_y
506,2024-04-19 10:30:05+00:00,350,2,1025.0,2,10M,2.72,5.9,0.7,10.0,2,0.33,2,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 10:30:05,2,1
512,2024-04-19 10:30:09+00:00,354,2,1298.0,2,10M,2.6,9.63,0.73,10.0,2,0.32,2,100,0,1,11490,1,11526,51,5,1,90,2024-04-19 10:30:09,2,1
519,2024-04-19 10:30:14+00:00,359,2,1244.0,2,10M,2.35,6.7,0.77,10.0,2,0.29,2,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 10:30:14,2,1
531,2024-04-19 10:30:22+00:00,364,2,985.5,3,10M,2.91,6.06,0.69,10.0,2,0.36,2,100,0,0,11559,0,11596,51,5,1,90,2024-04-19 10:30:22,2,1
548,2024-04-19 10:30:33+00:00,375,2,1115.5,3,10M,3.32,6.12,0.71,10.0,2,0.41,2,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:30:33,2,1
560,2024-04-19 10:30:41+00:00,386,2,1182.0,2,10M,2.72,5.95,0.72,10.0,2,0.33,2,100,0,0,11501,0,11526,51,5,1,90,2024-04-19 10:30:41,2,1
566,2024-04-19 10:30:45+00:00,387,2,1024.5,3,10M,2.89,4.72,0.7,10.0,2,0.35,2,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:30:45,2,1
572,2024-04-19 10:30:49+00:00,396,2,1285.0,1,10M,2.53,6.49,0.74,10.0,2,0.31,2,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 10:30:49,2,1
578,2024-04-19 10:30:53+00:00,397,2,1152.5,2,10M,2.88,6.1,0.73,10.0,2,0.35,2,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:30:53,2,1
596,2024-04-19 10:31:05+00:00,406,2,1115.0,3,10M,2.68,6.42,0.73,10.0,2,0.33,2,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:31:05,2,1
614,2024-04-19 10:31:18+00:00,422,2,1264.67,2,10M,2.35,10.89,0.76,10.0,2,0.29,2,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 10:31:18,2,1
619,2024-04-19 10:31:22+00:00,429,2,1157.0,1,10M,2.79,5.98,0.73,10.0,2,0.34,2,100,0,2,11455,2,11491,51,5,1,90,2024-04-19 10:31:22,2,1
655,2024-04-19 10:31:46+00:00,450,2,1115.5,2,10M,2.85,5.71,0.71,10.0,2,0.35,2,100,0,0,11488,0,11526,51,5,1,90,2024-04-19 10:31:46,2,1
661,2024-04-19 10:31:50+00:00,456,2,1031.0,1,10M,2.74,6.01,0.7,10.0,2,0.33,2,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 10:31:50,2,1
679,2024-04-19 10:32:02+00:00,468,2,1094.5,1,10M,2.69,6.56,0.73,10.0,2,0.33,2,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:32:02,2,1
691,2024-04-19 10:32:10+00:00,476,2,842.0,1,10M,3.17,4.67,0.69,10.0,2,0.39,2,100,0,0,11465,0,11491,51,5,1,90,2024-04-19 10:32:10,2,1
715,2024-04-19 10:32:26+00:00,489,2,1140.67,2,10M,2.59,5.65,0.72,10.0,2,0.32,2,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 10:32:26,2,1
721,2024-04-19 10:32:30+00:00,493,2,1305.0,2,10M,2.55,5.25,0.74,10.0,2,0.31,2,100,0,2,11420,2,11459,51,6,1,88,2024-04-19 10:32:30,2,1
727,2024-04-19 10:32:34+00:00,497,2,1099.5,2,10M,2.76,4.17,0.74,10.0,2,0.34,2,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 10:32:34,2,1
734,2024-04-19 10:32:39+00:00,504,2,1079.0,1,10M,2.42,5.97,0.73,10.0,2,0.3,1,100,0,2,11419,2,11464,51,6,1,88,2024-04-19 10:32:39,2,1
740,2024-04-19 10:32:43+00:00,506,2,1103.0,2,10M,2.83,4.92,0.74,10.0,2,0.34,2,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 10:32:43,2,1
752,2024-04-19 10:32:51+00:00,511,2,1067.0,3,10M,2.98,2.85,0.72,10.0,2,0.36,2,100,0,0,11417,0,11464,51,6,1,88,2024-04-19 10:32:51,2,1
758,2024-04-19 10:32:55+00:00,520,2,1228.67,1,10M,2.75,4.67,0.7,10.0,2,0.34,2,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 10:32:55,2,1
775,2024-04-19 10:33:06+00:00,531,2,974.0,1,10M,3.05,2.75,0.68,10.0,2,0.37,2,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 10:33:06,2,1
787,2024-04-19 10:33:14+00:00,538,2,1173.5,1,10M,2.57,3.8,0.7,10.0,2,0.31,2,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 10:33:14,2,1
805,2024-04-19 10:33:26+00:00,551,2,1140.0,1,10M,2.91,3.97,0.71,10.0,2,0.35,2,100,0,1,11466,1,11499,51,6,1,88,2024-04-19 10:33:26,2,1
812,2024-04-19 10:33:31+00:00,556,2,1186.0,1,10M,2.71,3.33,0.72,10.0,2,0.33,2,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 10:33:31,2,1
835,2024-04-19 10:33:46+00:00,570,2,1077.67,1,10M,2.76,4.8,0.69,10.0,2,0.34,2,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 10:33:46,2,1
841,2024-04-19 10:33:50+00:00,571,2,1190.0,2,10M,2.71,4.03,0.73,10.0,2,0.33,2,100,0,2,11419,2,11459,51,6,1,88,2024-04-19 10:33:50,2,1
859,2024-04-19 10:34:02+00:00,586,2,1071.0,1,10M,2.97,3.48,0.7,10.0,2,0.36,2,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 10:34:02,2,1
865,2024-04-19 10:34:06+00:00,584,2,1005.5,3,10M,2.91,5.01,0.69,10.0,2,0.36,2,100,0,0,11430,0,11459,51,6,1,88,2024-04-19 10:34:06,2,1
883,2024-04-19 10:34:18+00:00,599,2,1169.0,2,10M,2.73,7.93,0.72,10.0,2,0.33,2,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 10:34:18,2,1
889,2024-04-19 10:34:22+00:00,603,2,981.67,2,10M,3.12,4.43,0.69,10.0,2,0.38,2,100,0,1,11419,1,11459,51,6,1,88,2024-04-19 10:34:22,2,1
906,2024-04-19 10:34:34+00:00,618,2,1130.0,1,10M,2.27,7.68,0.75,10.0,2,0.28,2,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 10:34:34,2,1
926,2024-04-19 10:34:48+00:00,628,2,1378.0,2,10M,2.21,5.39,0.76,10.0,2,0.27,2,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 10:34:48,2,1
938,2024-04-19 10:34:56+00:00,639,2,1114.33,1,10M,2.85,4.71,0.73,10.0,2,0.35,2,100,0,1,11431,1,11459,51,6,1,88,2024-04-19 10:34:56,2,1
945,2024-04-19 10:35:01+00:00,641,2,1143.33,2,10M,2.53,4.81,0.76,10.0,2,0.31,2,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 10:35:01,2,1
956,2024-04-19 10:35:08+00:00,651,2,950.5,1,10M,2.66,7.61,0.7,10.0,2,0.33,2,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 10:35:08,2,1
962,2024-04-19 10:35:12+00:00,652,2,982.0,2,10M,2.78,5.91,0.71,10.0,2,0.34,2,100,0,0,11430,0,11459,51,6,1,88,2024-04-19 10:35:12,2,1
980,2024-04-19 10:35:24+00:00,664,2,1184.0,2,10M,2.87,3.61,0.68,10.0,2,0.35,2,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 10:35:24,2,1
992,2024-04-19 10:35:32+00:00,672,2,935.0,2,10M,2.93,5.11,0.71,10.0,2,0.36,2,100,0,1,11431,1,11464,51,6,1,88,2024-04-19 10:35:32,2,1
1031,2024-04-19 10:35:59+00:00,701,2,1446.33,1,10M,2.09,9.83,0.77,10.0,2,0.25,2,100,0,0,11453,0,11499,51,6,1,88,2024-04-19 10:35:59,2,1
1059,2024-04-19 10:36:19+00:00,718,2,1421.33,2,10M,2.07,8.94,0.79,10.0,2,0.25,2,100,0,0,11454,0,11499,51,6,1,88,2024-04-19 10:36:19,2,1
1066,2024-04-19 10:36:24+00:00,725,2,1112.0,1,10M,2.43,5.7,0.76,10.0,2,0.3,2,100,0,2,11431,2,11459,51,6,1,88,2024-04-19 10:36:24,2,1
1081,2024-04-19 10:36:35+00:00,736,2,1635.67,1,10M,2.07,6.44,0.79,10.0,2,0.25,2,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 10:36:35,2,1
1088,2024-04-19 10:36:40+00:00,735,2,1180.5,3,10M,1.97,7.28,0.77,10.0,2,0.24,2,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 10:36:40,2,1
1117,2024-04-19 10:37:01+00:00,762,2,1410.0,1,10M,1.92,7.18,0.79,10.0,2,0.23,2,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 10:37:01,2,1
1139,2024-04-19 10:37:17+00:00,777,2,1375.0,1,10M,2.22,8.82,0.78,10.0,2,0.27,2,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 10:37:17,2,1
1179,2024-04-19 10:37:46+00:00,806,2,1295.0,1,10M,2.42,4.59,0.76,10.0,2,0.3,2,100,0,0,11454,0,11494,51,6,1,88,2024-04-19 10:37:46,2,1
1193,2024-04-19 10:37:56+00:00,816,2,1508.0,1,10M,1.75,9.23,0.8,10.0,2,0.21,2,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 10:37:56,2,1
1201,2024-04-19 10:38:02+00:00,816,2,1437.33,3,10M,1.97,6.06,0.79,10.0,2,0.24,2,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 10:38:02,2,1
1209,2024-04-19 10:38:08+00:00,825,2,1732.0,2,10M,1.75,8.85,0.81,10.0,2,0.21,2,100,0,0,11454,0,11494,51,6,1,88,2024-04-19 10:38:08,2,1
1223,2024-04-19 10:38:18+00:00,832,2,1180.0,3,10M,2.72,4.02,0.72,10.0,2,0.33,2,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 10:38:18,2,1
1250,2024-04-19 10:38:37+00:00,856,2,1344.5,1,10M,2.32,8.92,0.76,10.0,2,0.28,2,100,0,1,11431,1,11464,51,6,1,88,2024-04-19 10:38:37,2,1
1258,2024-04-19 10:38:43+00:00,862,2,1686.5,1,10M,1.86,7.16,0.77,10.0,2,0.23,2,100,0,1,11419,1,11464,51,6,1,88,2024-04-19 10:38:43,2,1
1266,2024-04-19 10:38:49+00:00,861,2,1599.67,3,10M,1.83,7.01,0.78,10.0,2,0.22,2,100,0,1,11431,1,11459,51,6,1,88,2024-04-19 10:38:49,2,1
1297,2024-04-19 10:39:12+00:00,890,2,1422.0,1,10M,2.1,6.03,0.79,10.0,2,0.26,2,100,0,1,11454,1,11494,51,6,1,88,2024-04-19 10:39:12,2,1
1322,2024-04-19 10:39:31+00:00,909,2,1531.0,1,10M,1.68,9.57,0.81,10.0,2,0.21,2,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 10:39:31,2,1
1375,2024-04-19 10:40:11+00:00,948,2,1740.0,1,10M,2.16,6.58,0.8,10.0,2,0.26,2,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 10:40:11,2,1
1382,2024-04-19 10:40:16+00:00,951,2,1191.67,2,10M,2.71,6.14,0.72,10.0,2,0.33,2,100,0,0,11453,0,11499,51,6,1,88,2024-04-19 10:40:16,2,1
1395,2024-04-19 10:40:25+00:00,959,2,1304.0,2,10M,1.98,5.8,0.79,10.0,2,0.24,2,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 10:40:25,2,1
1407,2024-04-19 10:40:33+00:00,967,2,1057.0,2,10M,2.97,3.3,0.68,10.0,2,0.36,2,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 10:40:33,2,1
1413,2024-04-19 10:40:37+00:00,968,2,1074.0,3,10M,3.02,5.18,0.69,10.0,2,0.37,2,100,0,1,11395,1,11425,51,6,1,88,2024-04-19 10:40:37,2,1
1424,2024-04-19 10:40:44+00:00,981,2,1039.0,1,10M,2.63,4.88,0.69,10.0,2,0.32,2,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 10:40:44,2,1
1437,2024-04-19 10:40:53+00:00,989,2,1095.5,1,10M,2.68,5.91,0.7,10.0,2,0.33,2,100,0,1,11419,1,11459,51,6,1,88,2024-04-19 10:40:53,2,1
1462,2024-04-19 10:41:10+00:00,1006,2,1286.33,1,10M,2.39,6.07,0.77,10.0,2,0.29,2,100,0,0,11430,0,11459,51,6,1,88,2024-04-19 10:41:10,2,1
1469,2024-04-19 10:41:15+00:00,1011,2,1403.0,1,10M,2.23,7.42,0.77,10.0,2,0.27,2,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 10:41:15,2,1
1511,2024-04-19 10:41:45+00:00,1038,2,1011.0,2,10M,2.91,4.27,0.73,10.0,2,0.35,2,100,0,0,11418,0,11464,51,6,1,88,2024-04-19 10:41:45,2,1
1531,2024-04-19 10:41:59+00:00,1052,2,1286.5,2,10M,2.54,5.92,0.76,10.0,2,0.31,2,100,0,1,11419,1,11464,51,6,1,88,2024-04-19 10:41:59,2,1
1537,2024-04-19 10:42:03+00:00,1058,2,1167.5,1,10M,2.54,4.88,0.73,10.0,2,0.31,2,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 10:42:03,2,1
1556,2024-04-19 10:42:16+00:00,1071,2,1327.5,1,10M,2.6,5.82,0.77,10.0,2,0.32,2,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 10:42:16,2,1
1567,2024-04-19 10:42:23+00:00,1078,2,998.33,1,10M,3.03,6.03,0.69,10.0,2,0.37,2,100,0,0,11382,0,11425,51,6,1,88,2024-04-19 10:42:23,2,1
1597,2024-04-19 10:42:43+00:00,1098,2,1065.0,1,10M,3.11,5.63,0.71,10.0,2,0.38,2,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 10:42:43,2,1
1617,2024-04-19 10:42:57+00:00,1105,2,1478.5,3,10M,163.87,7.3,0.76,10.0,2,0.22,2,100,0,0,11417,0,11459,51,6,1,88,2024-04-19 10:42:57,2,1
1637,2024-04-19 10:43:11+00:00,1123,2,604.5,2,10M,3.33,3.75,0.69,10.0,2,0.41,2,100,0,0,11454,0,11499,51,6,1,88,2024-04-19 10:43:11,2,1
1644,2024-04-19 10:43:16+00:00,1125,2,362.5,3,10M,0.81,3.57,0.16,10.0,2,0.1,2,100,0,0,13784,0,13820,51,7,1,86,2024-04-19 10:43:16,2,1
1649,2024-04-19 10:43:19+00:00,1128,2,87.5,3,10M,0.0,3.57,0.0,10.0,2,0.0,2,100,0,4,3530,4,3538,51,49,1,5,2024-04-19 10:43:19,2,1
1656,2024-04-19 10:43:24+00:00,1133,2,137.5,3,10M,0.0,3.57,0.0,10.0,2,0.0,2,100,0,2,2,2,2,51,49,1,5,2024-04-19 10:43:24,2,1
1662,2024-04-19 10:43:28+00:00,1137,2,167.33,3,10M,0.0,3.57,0.0,10.0,2,0.0,2,100,0,3,3,3,3,51,49,1,5,2024-04-19 10:43:28,2,1
41,2024-04-19 10:47:06+00:00,40,1,1582.0,1,10M,1.85,9.67,0.81,90.0,1,0.23,1,100,0,0,11500,0,11526,51,5,1,90,2024-04-19 10:47:06,1,1
71,2024-04-19 10:47:28+00:00,57,1,1069.0,3,10M,2.19,7.28,0.79,90.0,1,0.27,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:47:28,1,1
98,2024-04-19 10:47:49+00:00,77,1,1672.5,3,10M,1.72,10.77,0.82,90.0,1,0.21,1,100,0,0,11465,0,11491,51,5,1,90,2024-04-19 10:47:49,1,1
124,2024-04-19 10:48:09+00:00,97,1,1607.5,3,10M,1.88,8.73,0.82,90.0,1,0.23,1,100,0,0,11454,0,11492,51,5,1,90,2024-04-19 10:48:09,1,1
132,2024-04-19 10:48:15+00:00,108,1,1792.67,1,10M,1.86,9.38,0.83,90.0,1,0.23,1,100,0,2,11454,2,11491,51,5,1,90,2024-04-19 10:48:15,1,1
139,2024-04-19 10:48:20+00:00,111,1,1174.5,2,10M,2.48,6.08,0.78,90.0,1,0.3,1,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 10:48:20,1,1
153,2024-04-19 10:48:30+00:00,120,1,1568.0,2,10M,1.95,8.49,0.81,90.0,1,0.24,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:48:30,1,1
162,2024-04-19 10:48:37+00:00,125,1,1769.67,3,10M,1.68,11.08,0.82,90.0,1,0.21,1,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 10:48:37,1,1
177,2024-04-19 10:48:48+00:00,136,1,1664.0,3,10M,2.01,8.98,0.78,90.0,1,0.25,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:48:48,1,1
199,2024-04-19 10:49:04+00:00,156,1,1590.0,1,10M,1.97,7.33,0.81,90.0,1,0.24,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:49:04,1,1
206,2024-04-19 10:49:09+00:00,161,1,1317.0,1,10M,1.91,7.86,0.79,90.0,1,0.23,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:49:09,1,1
211,2024-04-19 10:49:13+00:00,163,1,1068.0,2,10M,2.56,3.44,0.72,90.0,1,0.31,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:49:13,1,1
218,2024-04-19 10:49:19+00:00,166,1,1366.0,3,10M,1.88,10.56,0.8,90.0,1,0.23,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:49:19,1,1
253,2024-04-19 10:49:44+00:00,193,1,1083.0,2,10M,2.77,3.09,0.71,90.0,1,0.34,1,100,0,1,11490,1,11526,51,5,1,90,2024-04-19 10:49:44,1,1
267,2024-04-19 10:49:54+00:00,206,1,1533.5,1,10M,1.98,7.05,0.81,90.0,1,0.24,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:49:54,1,1
303,2024-04-19 10:50:20+00:00,226,1,1079.0,3,10M,2.6,6.99,0.76,90.0,1,0.32,1,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 10:50:20,1,1
344,2024-04-19 10:50:49+00:00,255,1,1143.5,3,10M,2.53,4.67,0.73,90.0,1,0.31,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:50:49,1,1
357,2024-04-19 10:50:58+00:00,264,1,1344.0,3,10M,2.64,7.36,0.78,90.0,1,0.32,1,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 10:50:58,1,1
363,2024-04-19 10:51:02+00:00,270,1,1030.0,2,10M,2.62,5.58,0.72,90.0,1,0.32,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:51:02,1,1
376,2024-04-19 10:51:11+00:00,281,1,987.0,1,10M,2.81,3.63,0.72,90.0,1,0.34,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:51:11,1,1
388,2024-04-19 10:51:19+00:00,289,1,1297.0,1,10M,2.77,3.92,0.72,90.0,1,0.34,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:51:19,1,1
395,2024-04-19 10:51:24+00:00,290,1,1371.67,3,10M,2.22,4.44,0.76,90.0,1,0.27,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:51:24,1,1
407,2024-04-19 10:51:32+00:00,302,1,1077.67,1,10M,2.96,3.02,0.71,90.0,1,0.36,1,100,0,0,11465,0,11492,51,5,1,90,2024-04-19 10:51:32,1,1
425,2024-04-19 10:51:44+00:00,311,1,1048.5,2,10M,3.04,4.46,0.71,90.0,1,0.37,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:51:44,1,1
438,2024-04-19 10:51:53+00:00,322,1,1180.0,1,10M,2.76,3.5,0.73,90.0,1,0.34,1,100,0,0,11488,0,11526,51,5,1,90,2024-04-19 10:51:53,1,1
445,2024-04-19 10:51:58+00:00,325,1,1373.0,2,10M,2.48,3.3,0.73,90.0,1,0.3,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:51:58,1,1
457,2024-04-19 10:52:06+00:00,331,1,1107.0,3,10M,2.8,3.86,0.7,90.0,1,0.34,1,100,0,0,11465,0,11492,51,5,1,90,2024-04-19 10:52:06,1,1
468,2024-04-19 10:52:13+00:00,340,1,1066.0,2,10M,2.79,2.9,0.71,90.0,1,0.34,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:52:13,1,1
474,2024-04-19 10:52:17+00:00,342,1,953.0,3,10M,3.01,2.85,0.69,90.0,1,0.37,1,100,0,0,11454,0,11492,51,5,1,90,2024-04-19 10:52:17,1,1
504,2024-04-19 10:52:37+00:00,366,1,965.0,1,10M,3.05,2.55,0.72,90.0,1,0.37,1,100,0,0,11465,0,11492,51,5,1,90,2024-04-19 10:52:37,1,1
515,2024-04-19 10:52:44+00:00,373,1,891.0,1,10M,2.84,2.09,0.7,90.0,1,0.35,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:52:44,1,1
539,2024-04-19 10:53:01+00:00,389,1,1062.0,1,10M,2.73,3.47,0.7,90.0,1,0.33,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:53:01,1,1
545,2024-04-19 10:53:05+00:00,391,1,1210.0,2,10M,2.68,4.74,0.72,90.0,1,0.33,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:53:05,1,1
563,2024-04-19 10:53:17+00:00,405,1,1363.0,1,10M,3.01,3.91,0.73,90.0,1,0.37,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:53:17,1,1
589,2024-04-19 10:53:35+00:00,423,1,1251.5,1,10M,2.54,5.95,0.75,90.0,1,0.31,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:53:35,1,1
595,2024-04-19 10:53:39+00:00,426,1,1046.0,1,10M,2.49,3.9,0.7,90.0,1,0.3,1,100,0,0,11454,0,11492,51,5,1,90,2024-04-19 10:53:39,1,1
601,2024-04-19 10:53:43+00:00,431,1,859.0,1,10M,2.92,5.19,0.68,90.0,1,0.36,1,100,0,0,11454,0,11492,51,5,1,90,2024-04-19 10:53:43,1,1
613,2024-04-19 10:53:51+00:00,436,1,829.0,2,10M,2.84,1.93,0.67,90.0,1,0.35,1,100,0,0,11465,0,11492,51,5,1,90,2024-04-19 10:53:51,1,1
637,2024-04-19 10:54:07+00:00,451,1,1050.5,2,10M,2.91,3.12,0.7,90.0,1,0.35,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:54:07,1,1
649,2024-04-19 10:54:15+00:00,458,1,1173.5,3,10M,2.66,7.78,0.74,90.0,1,0.33,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:54:15,1,1
663,2024-04-19 10:54:25+00:00,472,1,1274.33,1,10M,2.39,8.3,0.77,90.0,1,0.29,1,100,0,2,11444,2,11491,51,5,1,90,2024-04-19 10:54:25,1,1
669,2024-04-19 10:54:29+00:00,471,1,1288.0,3,10M,2.28,6.26,0.77,90.0,1,0.28,1,100,0,1,11466,1,11491,51,5,1,90,2024-04-19 10:54:29,1,1
676,2024-04-19 10:54:34+00:00,478,1,1251.0,2,10M,2.54,4.44,0.76,90.0,1,0.31,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:54:34,1,1
683,2024-04-19 10:54:39+00:00,486,1,1400.0,1,10M,2.14,6.33,0.76,90.0,1,0.26,1,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 10:54:39,1,1
710,2024-04-19 10:54:58+00:00,500,1,1159.5,3,10M,2.63,4.93,0.72,90.0,1,0.32,1,100,0,0,11488,0,11526,51,5,1,90,2024-04-19 10:54:58,1,1
735,2024-04-19 10:55:15+00:00,521,1,1229.0,1,10M,2.78,4.63,0.73,90.0,1,0.34,1,100,0,0,11488,0,11526,51,5,1,90,2024-04-19 10:55:15,1,1
741,2024-04-19 10:55:19+00:00,520,1,1238.67,3,10M,2.42,5.43,0.73,90.0,1,0.3,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:55:19,1,1
747,2024-04-19 10:55:23+00:00,529,1,1049.0,1,10M,2.85,4.22,0.72,90.0,1,0.35,1,100,0,0,11454,0,11492,51,5,1,90,2024-04-19 10:55:23,1,1
754,2024-04-19 10:55:28+00:00,534,1,1418.0,1,10M,2.66,4.69,0.72,90.0,1,0.32,1,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 10:55:28,1,1
760,2024-04-19 10:55:32+00:00,533,1,1114.5,3,10M,2.55,6.18,0.73,90.0,1,0.31,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:55:32,1,1
766,2024-04-19 10:55:36+00:00,537,1,1015.0,3,10M,2.54,4.13,0.72,90.0,1,0.31,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:55:36,1,1
785,2024-04-19 10:55:49+00:00,555,1,1313.0,1,10M,2.52,5.75,0.74,90.0,1,0.31,1,100,0,1,11490,1,11526,51,5,1,90,2024-04-19 10:55:49,1,1
791,2024-04-19 10:55:53+00:00,559,1,1270.5,1,10M,2.59,3.31,0.72,90.0,1,0.32,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:55:53,1,1
798,2024-04-19 10:55:58+00:00,560,1,1283.0,2,10M,2.48,4.94,0.72,90.0,1,0.3,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:55:58,1,1
825,2024-04-19 10:56:17+00:00,582,1,1122.33,1,10M,2.66,7.63,0.72,90.0,1,0.32,1,100,0,2,11455,2,11491,51,5,1,90,2024-04-19 10:56:17,1,1
832,2024-04-19 10:56:22+00:00,584,1,1197.0,2,10M,2.62,4.94,0.74,90.0,1,0.32,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:56:21,1,1
844,2024-04-19 10:56:30+00:00,592,1,1242.67,2,10M,2.61,4.58,0.75,90.0,1,0.32,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:56:30,1,1
851,2024-04-19 10:56:36+00:00,601,1,1585.33,1,10M,2.08,9.5,0.79,90.0,1,0.25,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:56:36,1,1
857,2024-04-19 10:56:40+00:00,601,1,1293.5,3,10M,2.42,5.93,0.76,90.0,1,0.3,1,100,0,0,11465,0,11492,51,5,1,90,2024-04-19 10:56:40,1,1
870,2024-04-19 10:56:49+00:00,610,1,1067.0,2,10M,2.6,5.63,0.73,90.0,1,0.32,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:56:49,1,1
890,2024-04-19 10:57:04+00:00,629,1,1497.5,1,10M,2.08,4.95,0.75,90.0,1,0.25,1,100,0,0,11488,0,11526,51,5,1,90,2024-04-19 10:57:04,1,1
910,2024-04-19 10:57:18+00:00,642,1,1341.0,1,10M,2.21,8.71,0.76,90.0,1,0.27,1,100,0,0,11465,0,11491,51,5,1,90,2024-04-19 10:57:18,1,1
924,2024-04-19 10:57:28+00:00,649,1,1315.0,2,10M,2.46,5.74,0.76,90.0,1,0.3,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 10:57:28,1,1
