,_time,seq_nr,test_number_x,time_latency,ue_id,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,test_number_y,transfer,ue_nr_x,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,collectStartTime,test_number,ue_nr_y
930,2024-04-19 10:57:32+00:00,652,1,1270.0,3,10M,2.51,5.7,0.71,90.0,1,0.31,1,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 10:57:32,1,1
936,2024-04-19 10:57:36+00:00,660,1,1155.5,1,10M,2.69,4.88,0.74,90.0,1,0.33,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 10:57:36,1,1
942,2024-04-19 10:57:41+00:00,662,1,1251.0,2,10M,2.39,7.98,0.8,90.0,1,0.29,1,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 10:57:41,1,1
955,2024-04-19 10:57:50+00:00,669,1,1104.5,3,10M,2.61,4.96,0.74,90.0,1,0.32,1,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 10:57:50,1,1
961,2024-04-19 10:57:54+00:00,677,1,1049.0,1,10M,2.84,3.74,0.72,90.0,1,0.35,1,100,0,0,11488,0,11526,51,5,1,90,2024-04-19 10:57:54,1,1
967,2024-04-19 10:57:58+00:00,679,1,1055.0,2,10M,2.74,5.34,0.72,90.0,1,0.33,1,100,0,0,11488,0,11522,51,5,1,90,2024-04-19 10:57:58,1,1
973,2024-04-19 10:58:02+00:00,682,1,1036.33,2,10M,2.78,6.13,0.69,90.0,1,0.34,1,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 10:58:02,1,1
979,2024-04-19 10:58:06+00:00,685,1,1264.0,3,10M,2.47,7.73,0.74,90.0,1,0.3,1,100,0,2,11419,2,11464,51,6,1,88,2024-04-19 10:58:06,1,1
993,2024-04-19 10:58:16+00:00,699,1,1460.67,1,10M,2.31,5.79,0.77,90.0,1,0.28,1,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 10:58:15,1,1
1012,2024-04-19 10:58:29+00:00,712,1,1479.0,1,10M,2.07,7.3,0.8,90.0,1,0.25,1,100,0,0,11465,0,11494,51,6,1,88,2024-04-19 10:58:29,1,1
1038,2024-04-19 10:58:47+00:00,726,1,969.5,2,10M,2.79,6.23,0.7,90.0,1,0.34,1,100,0,0,11465,0,11494,51,6,1,88,2024-04-19 10:58:47,1,1
1069,2024-04-19 10:59:08+00:00,750,1,1151.0,1,10M,2.49,9.56,0.74,90.0,1,0.3,1,100,0,2,11467,2,11499,51,6,1,88,2024-04-19 10:59:08,1,1
1075,2024-04-19 10:59:12+00:00,751,1,1009.0,2,10M,3.02,4.68,0.69,90.0,1,0.37,1,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 10:59:12,1,1
1112,2024-04-19 10:59:38+00:00,779,1,1140.0,1,10M,2.58,7.86,0.72,90.0,1,0.31,1,100,0,0,11430,0,11459,51,6,1,88,2024-04-19 10:59:38,1,1
1136,2024-04-19 10:59:54+00:00,793,1,1356.0,2,10M,2.6,6.66,0.75,90.0,1,0.32,1,100,0,0,11418,0,11459,51,6,1,88,2024-04-19 10:59:54,1,1
1142,2024-04-19 10:59:59+00:00,797,1,1102.5,2,10M,2.77,5.7,0.71,90.0,1,0.34,1,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 10:59:58,1,1
1148,2024-04-19 11:00:03+00:00,801,1,1156.5,2,10M,2.51,7.29,0.75,90.0,1,0.31,1,100,0,1,11431,1,11464,51,6,1,88,2024-04-19 11:00:03,1,1
1154,2024-04-19 11:00:07+00:00,804,1,1134.5,3,10M,2.65,5.67,0.7,90.0,1,0.32,1,100,0,2,11431,2,11464,51,6,1,88,2024-04-19 11:00:07,1,1
1178,2024-04-19 11:00:23+00:00,820,1,1070.5,3,10M,3.0,3.92,0.7,90.0,1,0.37,1,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:00:23,1,1
1184,2024-04-19 11:00:27+00:00,828,1,1052.0,1,10M,2.75,4.35,0.72,90.0,1,0.34,1,100,0,1,11419,1,11459,51,6,1,88,2024-04-19 11:00:27,1,1
1196,2024-04-19 11:00:35+00:00,832,1,1012.5,3,10M,2.79,7.85,0.7,90.0,1,0.34,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:00:35,1,1
1214,2024-04-19 11:00:47+00:00,845,1,1091.0,2,10M,2.7,5.51,0.71,90.0,1,0.33,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:00:47,1,1
1226,2024-04-19 11:00:55+00:00,852,1,966.0,2,10M,2.85,3.86,0.72,90.0,1,0.35,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:00:55,1,1
1232,2024-04-19 11:00:59+00:00,856,1,1108.0,2,10M,2.82,3.62,0.71,90.0,1,0.34,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:00:59,1,1
1245,2024-04-19 11:01:08+00:00,868,1,928.0,1,10M,2.48,5.2,0.74,90.0,1,0.3,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:01:08,1,1
1251,2024-04-19 11:01:12+00:00,868,1,1195.0,3,10M,2.52,6.64,0.74,90.0,1,0.31,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:01:12,1,1
1282,2024-04-19 11:01:35+00:00,891,1,1440.5,3,10M,2.01,7.06,0.78,90.0,1,0.24,1,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 11:01:35,1,1
1295,2024-04-19 11:01:45+00:00,901,1,1599.0,3,10M,2.42,7.84,0.77,90.0,1,0.29,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:01:45,1,1
1310,2024-04-19 11:01:56+00:00,912,1,1598.5,2,10M,2.06,10.89,0.76,90.0,1,0.25,1,100,0,0,11454,0,11492,51,5,1,90,2024-04-19 11:01:56,1,1
1317,2024-04-19 11:02:01+00:00,917,1,1416.0,2,10M,2.04,9.41,0.79,90.0,1,0.25,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:02:01,1,1
1343,2024-04-19 11:02:20+00:00,939,1,1273.0,1,10M,2.35,7.42,0.75,90.0,1,0.29,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:02:20,1,1
1357,2024-04-19 11:02:30+00:00,945,1,1245.67,2,10M,2.32,10.11,0.76,90.0,1,0.28,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:02:30,1,1
1385,2024-04-19 11:02:50+00:00,964,1,1492.0,2,10M,2.06,7.82,0.77,90.0,1,0.25,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:02:50,1,1
1414,2024-04-19 11:03:11+00:00,985,1,1556.0,3,10M,1.91,6.77,0.79,90.0,1,0.23,1,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 11:03:11,1,1
1429,2024-04-19 11:03:22+00:00,996,1,1338.5,2,10M,2.22,6.86,0.78,90.0,1,0.27,1,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 11:03:22,1,1
1437,2024-04-19 11:03:28+00:00,1001,1,1735.0,3,10M,1.82,7.49,0.81,90.0,1,0.22,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:03:28,1,1
1453,2024-04-19 11:03:40+00:00,1014,1,1694.0,2,10M,1.84,10.53,0.82,90.0,1,0.22,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:03:40,1,1
1530,2024-04-19 11:04:37+00:00,1070,1,1630.5,2,10M,1.85,13.04,0.8,90.0,1,0.23,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:04:37,1,1
1546,2024-04-19 11:04:49+00:00,1085,1,1941.0,1,10M,1.84,9.67,0.81,90.0,1,0.22,1,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:04:49,1,1
1553,2024-04-19 11:04:54+00:00,1087,1,1769.0,2,10M,2.12,5.36,0.8,90.0,1,0.26,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:04:54,1,1
1574,2024-04-19 11:05:09+00:00,1101,1,1546.0,2,10M,2.1,5.94,0.76,90.0,1,0.26,1,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:05:09,1,1
1581,2024-04-19 11:05:15+00:00,1107,1,1465.5,2,10M,2.15,7.1,0.78,90.0,1,0.26,1,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 11:05:15,1,1
1595,2024-04-19 11:05:26+00:00,1120,1,380.5,2,10M,0.34,16.2,0.2,90.0,1,0.04,1,100,0,0,12447,0,12494,51,5,1,90,2024-04-19 11:05:26,1,1
1601,2024-04-19 11:05:30+00:00,1124,1,106.23,2,10M,0.0,16.2,0.0,90.0,1,0.0,1,100,0,4,2015,4,2012,51,8,1,84,2024-04-19 11:05:30,1,1
1608,2024-04-19 11:05:35+00:00,1129,1,309.5,2,10M,0.0,16.2,0.0,90.0,1,0.0,1,100,0,3,3,2,3,51,49,1,5,2024-04-19 11:05:35,1,1
13,2024-04-19 11:06:49+00:00,21,2,1142.5,1,10M,112.66,9.75,0.55,90.0,2,0.14,3,100,0,2,11455,2,11491,51,5,1,90,2024-04-19 11:06:49,2,1
28,2024-04-19 11:07:00+00:00,26,2,1346.0,2,10M,2.3,4.58,0.75,90.0,2,0.28,3,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:07:00,2,1
34,2024-04-19 11:07:04+00:00,30,2,1267.5,2,10M,2.41,4.51,0.73,90.0,2,0.29,3,100,0,2,11455,2,11491,51,5,1,90,2024-04-19 11:07:04,2,1
47,2024-04-19 11:07:13+00:00,34,2,1085.0,3,10M,2.82,3.75,0.74,90.0,2,0.34,3,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:07:13,2,1
52,2024-04-19 11:07:16+00:00,47,2,1043.5,1,10M,2.84,5.06,0.69,90.0,2,0.35,3,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:07:16,2,1
58,2024-04-19 11:07:20+00:00,51,2,1021.0,1,10M,2.76,3.8,0.7,90.0,2,0.34,3,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 11:07:20,2,1
65,2024-04-19 11:07:25+00:00,45,2,1132.0,3,10M,2.63,5.74,0.71,90.0,2,0.32,3,100,0,0,11418,0,11457,51,5,1,90,2024-04-19 11:07:25,2,1
90,2024-04-19 11:07:42+00:00,67,2,1260.0,2,10M,2.88,3.94,0.71,90.0,2,0.35,3,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 11:07:42,2,1
108,2024-04-19 11:07:54+00:00,85,2,1087.0,1,10M,2.94,4.82,0.71,90.0,2,0.36,3,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:07:54,2,1
119,2024-04-19 11:08:02+00:00,93,2,896.0,1,10M,2.87,7.11,0.71,90.0,2,0.35,3,100,0,1,11419,1,11464,51,6,1,88,2024-04-19 11:08:02,2,1
125,2024-04-19 11:08:06+00:00,86,2,1167.0,3,10M,2.58,7.52,0.74,90.0,2,0.31,3,100,0,1,11466,1,11499,51,6,1,88,2024-04-19 11:08:06,2,1
138,2024-04-19 11:08:15+00:00,95,2,1320.0,3,10M,2.32,7.51,0.74,90.0,2,0.28,3,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 11:08:15,2,1
144,2024-04-19 11:08:19+00:00,98,2,1111.5,3,10M,2.63,6.57,0.75,90.0,2,0.32,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:08:19,2,1
163,2024-04-19 11:08:32+00:00,112,2,1058.0,3,10M,3.05,5.45,0.7,90.0,2,0.37,3,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 11:08:32,2,1
169,2024-04-19 11:08:36+00:00,126,2,1199.0,1,10M,2.55,6.78,0.73,90.0,2,0.31,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:08:36,2,1
174,2024-04-19 11:08:39+00:00,129,2,898.0,1,10M,3.27,4.67,0.7,90.0,2,0.4,3,100,0,1,11454,1,11499,51,6,1,88,2024-04-19 11:08:39,2,1
185,2024-04-19 11:08:47+00:00,131,2,1182.0,2,10M,2.95,6.09,0.7,90.0,2,0.36,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:08:47,2,1
203,2024-04-19 11:08:59+00:00,149,2,1163.0,1,10M,2.94,2.91,0.7,90.0,2,0.36,3,100,0,0,11429,0,11459,51,6,1,88,2024-04-19 11:08:59,2,1
209,2024-04-19 11:09:03+00:00,147,2,1036.5,2,10M,2.86,5.79,0.72,90.0,2,0.35,3,100,0,1,11419,1,11464,51,6,1,88,2024-04-19 11:09:03,2,1
215,2024-04-19 11:09:07+00:00,157,2,1096.0,1,10M,2.88,7.89,0.68,90.0,2,0.35,3,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 11:09:07,2,1
220,2024-04-19 11:09:10+00:00,154,2,887.0,2,10M,3.06,4.56,0.69,90.0,2,0.37,3,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 11:09:10,2,1
227,2024-04-19 11:09:15+00:00,165,2,1319.5,1,10M,2.46,4.31,0.72,90.0,2,0.3,3,100,0,1,11419,1,11459,51,6,1,88,2024-04-19 11:09:15,2,1
238,2024-04-19 11:09:22+00:00,161,2,1249.33,3,10M,2.64,5.51,0.68,90.0,2,0.32,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:09:22,2,1
245,2024-04-19 11:09:27+00:00,166,2,1037.5,3,10M,2.74,5.75,0.69,90.0,2,0.33,3,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 11:09:26,2,1
250,2024-04-19 11:09:30+00:00,173,2,992.0,2,10M,3.09,4.5,0.7,90.0,2,0.38,3,100,0,0,11418,0,11459,51,6,1,88,2024-04-19 11:09:30,2,1
262,2024-04-19 11:09:38+00:00,187,2,1101.0,1,10M,2.92,5.44,0.72,90.0,2,0.36,3,100,0,1,11419,1,11464,51,6,1,88,2024-04-19 11:09:38,2,1
268,2024-04-19 11:09:42+00:00,191,2,1042.0,1,10M,2.84,5.25,0.69,90.0,2,0.35,3,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 11:09:42,2,1
279,2024-04-19 11:09:49+00:00,192,2,1086.5,2,10M,2.96,3.62,0.71,90.0,2,0.36,3,100,0,0,11418,0,11464,51,6,1,88,2024-04-19 11:09:49,2,1
328,2024-04-19 11:10:22+00:00,230,2,1018.0,1,10M,2.82,7.58,0.71,90.0,2,0.34,3,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 11:10:22,2,1
340,2024-04-19 11:10:30+00:00,227,2,1127.0,3,10M,2.86,8.04,0.67,90.0,2,0.35,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:10:30,2,1
346,2024-04-19 11:10:34+00:00,231,2,995.5,3,10M,2.98,4.59,0.7,90.0,2,0.36,3,100,0,0,11418,0,11459,51,6,1,88,2024-04-19 11:10:34,2,1
352,2024-04-19 11:10:38+00:00,235,2,907.0,3,10M,3.24,3.27,0.7,90.0,2,0.4,3,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 11:10:38,2,1
370,2024-04-19 11:10:50+00:00,258,2,1321.0,1,10M,2.43,7.78,0.71,90.0,2,0.3,3,100,0,0,11418,0,11459,51,6,1,88,2024-04-19 11:10:50,2,1
376,2024-04-19 11:10:54+00:00,256,2,1042.0,2,10M,3.05,5.02,0.73,90.0,2,0.37,3,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 11:10:54,2,1
406,2024-04-19 11:11:14+00:00,275,2,1059.33,2,10M,3.03,4.99,0.72,90.0,2,0.37,3,100,0,0,11454,0,11499,51,6,1,88,2024-04-19 11:11:14,2,1
412,2024-04-19 11:11:18+00:00,279,2,915.0,2,10M,3.2,5.32,0.7,90.0,2,0.39,3,100,0,1,11431,1,11464,51,6,1,88,2024-04-19 11:11:18,2,1
424,2024-04-19 11:11:26+00:00,293,2,1184.0,1,10M,2.54,6.72,0.72,90.0,2,0.31,3,100,0,0,11453,0,11499,51,6,1,88,2024-04-19 11:11:26,2,1
437,2024-04-19 11:11:35+00:00,296,2,1149.75,2,10M,2.64,7.52,0.73,90.0,2,0.32,3,100,0,1,11431,1,11464,51,6,1,88,2024-04-19 11:11:35,2,1
443,2024-04-19 11:11:39+00:00,306,2,966.0,1,10M,3.06,5.04,0.72,90.0,2,0.37,3,100,0,0,11418,0,11459,51,6,1,88,2024-04-19 11:11:39,2,1
454,2024-04-19 11:11:47+00:00,303,2,1088.5,3,10M,2.62,6.74,0.73,90.0,2,0.32,3,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 11:11:47,2,1
472,2024-04-19 11:11:59+00:00,326,2,1501.0,1,10M,2.65,6.23,0.72,90.0,2,0.32,3,100,0,0,11465,0,11499,51,6,1,88,2024-04-19 11:11:59,2,1
513,2024-04-19 11:12:29+00:00,345,2,1482.0,3,10M,1.95,10.56,0.84,90.0,2,0.24,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:12:29,2,1
519,2024-04-19 11:12:33+00:00,348,2,1185.0,3,10M,2.97,5.0,0.68,90.0,2,0.36,3,100,0,0,11430,0,11459,51,6,1,88,2024-04-19 11:12:33,2,1
525,2024-04-19 11:12:37+00:00,363,2,1185.5,1,10M,2.68,5.59,0.75,90.0,2,0.33,3,100,0,0,11454,0,11499,51,6,1,88,2024-04-19 11:12:37,2,1
537,2024-04-19 11:12:45+00:00,364,2,1284.0,2,10M,2.67,5.71,0.71,90.0,2,0.33,3,100,0,1,11431,1,11464,51,6,1,88,2024-04-19 11:12:45,2,1
549,2024-04-19 11:12:54+00:00,380,2,1090.25,1,10M,2.74,6.45,0.73,90.0,2,0.33,3,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 11:12:54,2,1
582,2024-04-19 11:13:18+00:00,392,2,1434.0,3,10M,1.99,7.06,0.79,90.0,2,0.24,3,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:13:18,2,1
608,2024-04-19 11:13:36+00:00,421,2,1100.5,1,10M,2.92,4.2,0.76,90.0,2,0.36,3,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 11:13:36,2,1
622,2024-04-19 11:13:46+00:00,430,2,1349.0,1,10M,2.15,7.07,0.8,90.0,2,0.26,3,100,0,0,11500,0,11526,51,5,1,90,2024-04-19 11:13:46,2,1
635,2024-04-19 11:13:56+00:00,441,2,1202.33,1,10M,2.5,6.55,0.75,90.0,2,0.3,3,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 11:13:56,2,1
650,2024-04-19 11:14:07+00:00,441,2,1872.5,3,10M,1.65,9.41,0.83,90.0,2,0.2,3,100,0,0,11488,0,11526,51,5,1,90,2024-04-19 11:14:07,2,1
658,2024-04-19 11:14:13+00:00,457,2,1488.5,1,10M,2.05,8.12,0.76,90.0,2,0.25,3,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:14:13,2,1
708,2024-04-19 11:14:47+00:00,480,2,1291.33,3,10M,2.48,5.34,0.75,90.0,2,0.3,3,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:14:47,2,1
714,2024-04-19 11:14:51+00:00,488,2,1080.5,2,10M,3.0,4.97,0.71,90.0,2,0.37,3,100,0,0,11488,0,11526,51,5,1,90,2024-04-19 11:14:51,2,1
746,2024-04-19 11:15:14+00:00,517,2,1426.0,1,10M,2.15,7.05,0.8,90.0,2,0.26,3,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 11:15:14,2,1
753,2024-04-19 11:15:19+00:00,511,2,1197.67,3,10M,2.47,6.38,0.77,90.0,2,0.3,3,100,0,0,11500,0,11526,51,5,1,90,2024-04-19 11:15:19,2,1
759,2024-04-19 11:15:23+00:00,527,2,1030.0,1,10M,2.88,5.61,0.69,90.0,2,0.35,3,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:15:23,2,1
765,2024-04-19 11:15:27+00:00,530,2,1304.5,1,10M,2.51,6.45,0.73,90.0,2,0.31,3,100,0,0,11488,0,11526,51,5,1,90,2024-04-19 11:15:27,2,1
804,2024-04-19 11:15:55+00:00,547,2,1137.0,3,10M,2.46,5.05,0.76,90.0,2,0.3,3,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 11:15:55,2,1
830,2024-04-19 11:16:13+00:00,575,2,1267.0,1,10M,2.47,4.56,0.78,90.0,2,0.3,3,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 11:16:13,2,1
836,2024-04-19 11:16:17+00:00,573,2,1104.33,2,10M,2.59,6.24,0.74,90.0,2,0.32,3,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:16:17,2,1
860,2024-04-19 11:16:34+00:00,585,2,1085.67,3,10M,2.81,3.2,0.71,90.0,2,0.34,3,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 11:16:34,2,1
866,2024-04-19 11:16:38+00:00,589,2,981.5,3,10M,2.96,4.48,0.7,90.0,2,0.36,3,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 11:16:38,2,1
872,2024-04-19 11:16:42+00:00,593,2,1111.5,3,10M,2.79,3.69,0.71,90.0,2,0.34,3,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 11:16:42,2,1
884,2024-04-19 11:16:50+00:00,601,2,1139.67,3,10M,2.65,5.33,0.72,90.0,2,0.32,3,100,0,2,11455,2,11491,51,5,1,90,2024-04-19 11:16:50,2,1
890,2024-04-19 11:16:54+00:00,616,2,1125.5,1,10M,2.71,4.44,0.7,90.0,2,0.33,3,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:16:54,2,1
895,2024-04-19 11:16:57+00:00,608,2,1136.0,3,10M,2.89,3.56,0.7,90.0,2,0.35,3,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 11:16:57,2,1
907,2024-04-19 11:17:06+00:00,617,2,1156.0,3,10M,2.89,3.26,0.7,90.0,2,0.35,3,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:17:06,2,1
919,2024-04-19 11:17:14+00:00,624,2,882.0,3,10M,2.95,2.93,0.69,90.0,2,0.36,3,100,0,0,11488,0,11526,51,5,1,90,2024-04-19 11:17:14,2,1
931,2024-04-19 11:17:22+00:00,643,2,1293.0,1,10M,2.72,6.25,0.7,90.0,2,0.33,3,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:17:22,2,1
949,2024-04-19 11:17:35+00:00,645,2,1027.0,3,10M,2.77,5.37,0.7,90.0,2,0.34,3,100,0,0,11453,0,11492,51,5,1,90,2024-04-19 11:17:34,2,1
955,2024-04-19 11:17:39+00:00,653,2,1473.5,2,10M,2.3,5.3,0.74,90.0,2,0.28,3,100,0,0,11465,0,11492,51,5,1,90,2024-04-19 11:17:39,2,1
962,2024-04-19 11:17:44+00:00,658,2,1172.0,2,10M,2.58,5.05,0.76,90.0,2,0.32,3,100,0,1,11490,1,11526,51,5,1,90,2024-04-19 11:17:44,2,1
968,2024-04-19 11:17:48+00:00,658,2,938.0,3,10M,2.92,5.87,0.72,90.0,2,0.36,3,100,0,0,11418,0,11457,51,5,1,90,2024-04-19 11:17:48,2,1
974,2024-04-19 11:17:52+00:00,666,2,1260.5,2,10M,2.37,5.09,0.77,90.0,2,0.29,3,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 11:17:52,2,1
979,2024-04-19 11:17:56+00:00,677,2,1032.5,1,10M,3.05,2.68,0.71,90.0,2,0.37,3,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:17:56,2,1
991,2024-04-19 11:18:04+00:00,674,2,945.0,3,10M,3.16,2.96,0.7,90.0,2,0.39,3,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 11:18:04,2,1
1003,2024-04-19 11:18:12+00:00,692,2,1267.67,1,10M,2.48,7.85,0.74,90.0,2,0.3,3,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:18:12,2,1
1009,2024-04-19 11:18:16+00:00,697,2,1117.0,1,10M,2.63,6.58,0.72,90.0,2,0.32,3,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:18:16,2,1
1015,2024-04-19 11:18:20+00:00,694,2,1062.0,2,10M,2.9,2.8,0.71,90.0,2,0.35,3,100,0,0,11488,0,11526,51,5,1,90,2024-04-19 11:18:20,2,1
1027,2024-04-19 11:18:28+00:00,708,2,1095.5,1,10M,2.8,3.93,0.72,90.0,2,0.34,3,100,0,0,11465,0,11491,51,5,1,90,2024-04-19 11:18:28,2,1
1039,2024-04-19 11:18:36+00:00,709,2,1129.33,2,10M,2.72,5.65,0.72,90.0,2,0.33,3,100,0,0,11454,0,11491,51,5,1,90,2024-04-19 11:18:36,2,1
1045,2024-04-19 11:18:40+00:00,709,2,1102.5,3,10M,3.09,4.9,0.71,90.0,2,0.38,3,100,0,2,11455,2,11491,51,5,1,90,2024-04-19 11:18:40,2,1
1051,2024-04-19 11:18:44+00:00,717,2,1206.0,2,10M,2.81,5.21,0.74,90.0,2,0.34,3,100,0,0,11489,0,11526,51,5,1,90,2024-04-19 11:18:44,2,1
1057,2024-04-19 11:18:48+00:00,728,2,1049.0,1,10M,3.0,3.64,0.7,90.0,2,0.37,3,100,0,1,11454,1,11491,51,5,1,90,2024-04-19 11:18:48,2,1
1063,2024-04-19 11:18:52+00:00,721,2,1093.33,3,10M,2.8,4.44,0.71,90.0,2,0.34,3,100,0,0,11454,0,11492,51,5,1,90,2024-04-19 11:18:52,2,1
1074,2024-04-19 11:18:59+00:00,728,2,1078.5,3,10M,2.97,6.79,0.69,90.0,2,0.36,3,100,0,1,11490,1,11526,51,5,1,90,2024-04-19 11:18:59,2,1
1080,2024-04-19 11:19:03+00:00,743,2,1032.0,1,10M,2.65,5.16,0.7,90.0,2,0.32,3,100,0,1,11490,1,11526,51,5,1,90,2024-04-19 11:19:03,2,1
1092,2024-04-19 11:19:11+00:00,751,2,1458.0,1,10M,2.63,4.38,0.76,90.0,2,0.32,3,100,0,0,11488,0,11526,51,5,1,90,2024-04-19 11:19:11,2,1
1103,2024-04-19 11:19:19+00:00,752,2,1089.0,2,10M,2.86,7.4,0.71,90.0,2,0.35,3,100,0,0,11465,0,11491,51,5,1,90,2024-04-19 11:19:19,2,1
1127,2024-04-19 11:19:35+00:00,764,2,1087.5,3,10M,2.57,7.34,0.7,90.0,2,0.31,3,100,0,1,11490,1,11526,51,5,1,90,2024-04-19 11:19:35,2,1
1133,2024-04-19 11:19:39+00:00,771,2,1106.5,2,10M,2.71,7.4,0.72,90.0,2,0.33,3,100,0,0,11418,0,11457,51,5,1,90,2024-04-19 11:19:39,2,1
1139,2024-04-19 11:19:43+00:00,782,2,1022.0,1,10M,3.11,5.79,0.69,90.0,2,0.38,3,100,0,0,11477,0,11512,51,6,1,88,2024-04-19 11:19:43,2,1
1152,2024-04-19 11:19:52+00:00,791,2,1013.0,1,10M,2.56,5.7,0.77,90.0,2,0.31,3,100,0,1,11431,1,11464,51,6,1,88,2024-04-19 11:19:52,2,1
1177,2024-04-19 11:20:09+00:00,797,2,1001.0,3,10M,2.77,3.89,0.7,90.0,2,0.34,3,100,0,0,11418,0,11464,51,6,1,88,2024-04-19 11:20:09,2,1
1189,2024-04-19 11:20:17+00:00,809,2,838.0,2,10M,3.07,4.18,0.71,90.0,2,0.37,3,100,0,0,11465,0,11494,51,6,1,88,2024-04-19 11:20:17,2,1
1207,2024-04-19 11:20:29+00:00,821,2,1082.0,2,10M,2.84,6.6,0.72,90.0,2,0.35,3,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 11:20:29,2,1
