,_time,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,collectStartTime,test_number,ue_nr,bandwidth_required,noise_amplitude,prb
0,2024-06-17 15:27:11+00:00,100,0,0,1479,0,1475,51,26,1,50,2024-06-17 15:27:11,1,1,1M,-100.0,52.0
1,2024-06-17 15:27:13+00:00,100,0,1,1350,1,1354,51,31,1,40,2024-06-17 15:27:13,1,1,1M,-100.0,52.0
2,2024-06-17 15:27:14+00:00,100,0,0,1432,0,1438,51,33,1,36,2024-06-17 15:27:14,1,1,1M,-100.0,52.0
3,2024-06-17 15:27:15+00:00,100,0,1,1468,1,1473,51,31,1,40,2024-06-17 15:27:15,1,1,1M,-100.0,52.0
4,2024-06-17 15:27:17+00:00,100,0,0,1491,0,1497,51,32,1,38,2024-06-17 15:27:17,1,1,1M,-100.0,52.0
5,2024-06-17 15:27:18+00:00,100,0,0,1396,0,1405,51,30,1,42,2024-06-17 15:27:18,1,1,1M,-100.0,52.0
6,2024-06-17 15:27:20+00:00,100,0,1,1433,1,1435,51,29,1,44,2024-06-17 15:27:20,1,1,1M,-100.0,52.0
7,2024-06-17 15:27:21+00:00,100,0,0,1385,0,1390,51,31,1,40,2024-06-17 15:27:21,1,1,1M,-100.0,52.0
8,2024-06-17 15:27:22+00:00,100,0,0,1373,0,1383,51,36,1,30,2024-06-17 15:27:22,1,1,1M,-100.0,52.0
9,2024-06-17 15:27:24+00:00,100,0,1,1397,1,1397,51,30,1,42,2024-06-17 15:27:24,1,1,1M,-100.0,52.0
10,2024-06-17 15:27:25+00:00,100,0,0,1396,0,1401,51,31,1,40,2024-06-17 15:27:25,1,1,1M,-100.0,52.0
11,2024-06-17 15:27:27+00:00,100,0,1,1362,1,1367,51,29,1,44,2024-06-17 15:27:27,1,1,1M,-100.0,52.0
12,2024-06-17 15:27:28+00:00,100,0,0,1432,0,1441,51,29,1,44,2024-06-17 15:27:28,1,1,1M,-100.0,52.0
13,2024-06-17 15:27:29+00:00,100,0,0,1408,0,1415,51,35,1,32,2024-06-17 15:27:29,1,1,1M,-100.0,52.0
14,2024-06-17 15:27:31+00:00,100,0,1,1563,1,1572,51,31,1,40,2024-06-17 15:27:31,1,1,1M,-100.0,52.0
15,2024-06-17 15:27:32+00:00,100,0,0,1385,0,1382,51,34,1,34,2024-06-17 15:27:32,1,1,1M,-100.0,52.0
16,2024-06-17 15:27:34+00:00,100,0,1,1397,1,1402,51,31,1,40,2024-06-17 15:27:34,1,1,1M,-100.0,52.0
17,2024-06-17 15:27:35+00:00,100,0,0,1420,0,1426,51,33,1,36,2024-06-17 15:27:35,1,1,1M,-100.0,52.0
18,2024-06-17 15:27:36+00:00,100,0,0,1515,0,1520,51,30,1,42,2024-06-17 15:27:36,1,1,1M,-100.0,52.0
19,2024-06-17 15:27:38+00:00,100,0,1,1409,1,1415,51,30,1,42,2024-06-17 15:27:38,1,1,1M,-100.0,52.0
20,2024-06-17 15:27:39+00:00,100,0,0,1432,0,1437,51,32,1,38,2024-06-17 15:27:39,1,1,1M,-100.0,52.0
21,2024-06-17 15:27:41+00:00,100,0,1,1362,1,1376,51,30,1,42,2024-06-17 15:27:41,1,1,1M,-100.0,52.0
22,2024-06-17 15:27:42+00:00,100,0,0,1396,0,1392,51,32,1,38,2024-06-17 15:27:42,1,1,1M,-100.0,52.0
23,2024-06-17 15:27:44+00:00,100,0,1,1634,1,1640,51,34,1,34,2024-06-17 15:27:44,1,1,1M,-100.0,52.0
24,2024-06-17 15:27:45+00:00,100,0,0,1503,0,1514,51,28,1,46,2024-06-17 15:27:45,1,1,1M,-100.0,52.0
25,2024-06-17 15:27:47+00:00,100,0,0,1444,0,1445,51,34,1,34,2024-06-17 15:27:47,1,1,1M,-100.0,52.0
26,2024-06-17 15:27:48+00:00,100,0,1,1575,1,1580,51,30,1,42,2024-06-17 15:27:48,1,1,1M,-100.0,52.0
27,2024-06-17 15:27:49+00:00,100,0,0,1396,0,1402,51,31,1,40,2024-06-17 15:27:49,1,1,1M,-100.0,52.0
28,2024-06-17 15:27:51+00:00,100,0,1,1397,1,1402,51,31,1,40,2024-06-17 15:27:51,1,1,1M,-100.0,52.0
29,2024-06-17 15:27:52+00:00,100,0,0,1444,0,1449,51,32,1,38,2024-06-17 15:27:52,1,1,1M,-100.0,52.0
30,2024-06-17 15:27:53+00:00,100,0,0,1373,0,1378,51,32,1,38,2024-06-17 15:27:53,1,1,1M,-100.0,52.0
31,2024-06-17 15:27:55+00:00,100,0,1,1385,1,1392,51,36,1,30,2024-06-17 15:27:55,1,1,1M,-100.0,52.0
32,2024-06-17 15:27:56+00:00,100,0,0,1349,0,1354,51,30,1,42,2024-06-17 15:27:56,1,1,1M,-100.0,52.0
33,2024-06-17 15:27:57+00:00,100,0,1,1468,1,1474,51,33,1,36,2024-06-17 15:27:57,1,1,1M,-100.0,52.0
34,2024-06-17 15:27:59+00:00,100,0,0,1337,0,1346,51,33,1,36,2024-06-17 15:27:59,1,1,1M,-100.0,52.0
35,2024-06-17 15:28:00+00:00,100,0,0,1337,0,1340,51,35,1,32,2024-06-17 15:28:00,1,1,1M,-100.0,52.0
36,2024-06-17 15:28:01+00:00,100,0,0,1396,0,1401,51,32,1,38,2024-06-17 15:28:01,1,1,1M,-100.0,52.0
37,2024-06-17 15:28:03+00:00,100,0,1,1373,1,1378,51,32,1,38,2024-06-17 15:28:03,1,1,1M,-100.0,52.0
38,2024-06-17 15:28:04+00:00,100,0,0,1349,0,1354,51,34,1,34,2024-06-17 15:28:04,1,1,1M,-100.0,52.0
39,2024-06-17 15:28:05+00:00,100,0,1,1373,1,1378,51,33,1,36,2024-06-17 15:28:05,1,1,1M,-100.0,52.0
40,2024-06-17 15:28:07+00:00,100,0,0,1373,0,1378,51,31,1,40,2024-06-17 15:28:07,1,1,1M,-100.0,52.0
41,2024-06-17 15:28:08+00:00,100,0,0,1444,0,1449,51,32,1,38,2024-06-17 15:28:08,1,1,1M,-100.0,52.0
42,2024-06-17 15:28:10+00:00,100,0,1,1350,1,1359,51,27,1,48,2024-06-17 15:28:10,1,1,1M,-100.0,52.0
43,2024-06-17 15:28:11+00:00,100,0,0,1396,0,1398,51,31,1,40,2024-06-17 15:28:11,1,1,1M,-100.0,52.0
44,2024-06-17 15:28:27+00:00,100,0,6,5874,6,5894,51,30,1,42,2024-06-17 15:28:27,1,1,1M,-28.0,52.0
45,2024-06-17 15:28:28+00:00,100,0,0,1550,0,1557,51,19,1,63,2024-06-17 15:28:28,1,1,1M,-28.0,52.0
46,2024-06-17 15:28:30+00:00,100,0,1,1740,1,1747,51,33,1,36,2024-06-17 15:28:30,1,1,1M,-28.0,52.0
47,2024-06-17 15:28:31+00:00,100,0,0,1444,0,1450,51,33,1,36,2024-06-17 15:28:31,1,1,1M,-28.0,52.0
48,2024-06-17 15:28:33+00:00,100,0,1,1575,1,1590,51,31,1,40,2024-06-17 15:28:33,1,1,1M,-28.0,52.0
49,2024-06-17 15:28:34+00:00,100,0,0,1361,0,1357,51,34,1,34,2024-06-17 15:28:34,1,1,1M,-28.0,52.0
50,2024-06-17 15:28:36+00:00,100,0,0,1385,0,1390,51,33,1,36,2024-06-17 15:28:36,1,1,1M,-28.0,52.0
51,2024-06-17 15:28:37+00:00,100,0,1,1397,1,1402,51,32,1,38,2024-06-17 15:28:37,1,1,1M,-28.0,52.0
52,2024-06-17 15:28:38+00:00,100,0,0,1444,0,1453,51,25,1,51,2024-06-17 15:28:38,1,1,1M,-28.0,52.0
53,2024-06-17 15:28:40+00:00,100,0,1,1444,1,1446,51,36,1,30,2024-06-17 15:28:40,1,1,1M,-28.0,52.0
54,2024-06-17 15:28:41+00:00,100,0,0,1373,0,1382,51,31,1,40,2024-06-17 15:28:41,1,1,1M,-28.0,52.0
55,2024-06-17 15:28:43+00:00,100,0,0,1491,0,1493,51,31,1,40,2024-06-17 15:28:43,1,1,1M,-28.0,52.0
56,2024-06-17 15:28:44+00:00,100,0,1,1397,1,1403,51,33,1,36,2024-06-17 15:28:44,1,1,1M,-28.0,52.0
57,2024-06-17 15:28:45+00:00,100,0,0,1456,0,1461,51,32,1,38,2024-06-17 15:28:45,1,1,1M,-28.0,52.0
58,2024-06-17 15:28:47+00:00,100,0,1,1563,1,1569,51,30,1,42,2024-06-17 15:28:47,1,1,1M,-28.0,52.0
59,2024-06-17 15:28:48+00:00,100,0,0,1444,0,1450,51,35,1,32,2024-06-17 15:28:48,1,1,1M,-28.0,52.0
60,2024-06-17 15:28:54+00:00,100,0,3,4795,3,4811,51,20,1,61,2024-06-17 15:28:54,1,1,1M,-28.0,52.0
61,2024-06-17 15:28:55+00:00,100,0,0,1385,0,1403,51,29,1,44,2024-06-17 15:28:55,1,1,1M,-28.0,52.0
62,2024-06-17 15:28:57+00:00,100,0,0,1444,0,1447,51,35,1,32,2024-06-17 15:28:57,1,1,1M,-28.0,52.0
63,2024-06-17 15:28:58+00:00,100,0,1,1563,1,1559,51,28,1,46,2024-06-17 15:28:58,1,1,1M,-28.0,52.0
64,2024-06-17 15:29:00+00:00,100,0,0,1337,0,1346,51,29,1,44,2024-06-17 15:29:00,1,1,1M,-28.0,52.0
65,2024-06-17 15:29:01+00:00,100,0,1,1468,1,1473,51,31,1,40,2024-06-17 15:29:01,1,1,1M,-28.0,52.0
66,2024-06-17 15:29:03+00:00,100,0,0,1396,0,1397,51,32,1,38,2024-06-17 15:29:03,1,1,1M,-28.0,52.0
67,2024-06-17 15:29:05+00:00,100,0,1,2071,1,2087,51,27,1,48,2024-06-17 15:29:05,1,1,1M,-28.0,52.0
68,2024-06-17 15:29:06+00:00,100,0,1,1598,1,1596,51,32,1,38,2024-06-17 15:29:06,1,1,1M,-28.0,52.0
69,2024-06-17 15:29:08+00:00,100,0,0,1515,0,1520,51,29,1,44,2024-06-17 15:29:08,1,1,1M,-28.0,52.0
70,2024-06-17 15:29:09+00:00,100,0,1,1456,1,1462,51,30,1,42,2024-06-17 15:29:09,1,1,1M,-28.0,52.0
71,2024-06-17 15:29:11+00:00,100,0,0,1669,0,1674,51,30,1,42,2024-06-17 15:29:11,1,1,1M,-28.0,52.0
72,2024-06-17 15:29:12+00:00,100,0,1,1527,1,1533,51,28,1,46,2024-06-17 15:29:12,1,1,1M,-28.0,52.0
73,2024-06-17 15:29:13+00:00,100,0,0,1373,0,1378,51,31,1,40,2024-06-17 15:29:13,1,1,1M,-28.0,52.0
74,2024-06-17 15:29:15+00:00,100,0,0,1373,0,1388,51,33,1,36,2024-06-17 15:29:15,1,1,1M,-28.0,52.0
75,2024-06-17 15:29:16+00:00,100,0,1,1397,1,1394,51,35,1,32,2024-06-17 15:29:16,1,1,1M,-28.0,52.0
76,2024-06-17 15:29:17+00:00,100,0,0,1349,0,1354,51,34,1,34,2024-06-17 15:29:17,1,1,1M,-28.0,52.0
77,2024-06-17 15:29:19+00:00,100,0,1,1575,1,1581,51,32,1,38,2024-06-17 15:29:19,1,1,1M,-28.0,52.0
78,2024-06-17 15:29:21+00:00,100,0,0,1633,0,1639,51,29,1,44,2024-06-17 15:29:21,1,1,1M,-28.0,52.0
79,2024-06-17 15:29:22+00:00,100,0,1,1610,1,1616,51,29,1,44,2024-06-17 15:29:22,1,1,1M,-28.0,52.0
80,2024-06-17 15:29:24+00:00,100,0,0,1361,0,1367,51,33,1,36,2024-06-17 15:29:24,1,1,1M,-28.0,52.0
81,2024-06-17 15:29:25+00:00,100,0,1,1598,1,1604,51,30,1,42,2024-06-17 15:29:25,1,1,1M,-28.0,52.0
82,2024-06-17 15:29:26+00:00,100,0,0,1420,0,1425,51,32,1,38,2024-06-17 15:29:26,1,1,1M,-28.0,52.0
83,2024-06-17 15:29:28+00:00,100,0,1,1433,1,1439,51,30,1,42,2024-06-17 15:29:28,1,1,1M,-28.0,52.0
84,2024-06-17 15:29:29+00:00,100,0,0,1408,0,1413,51,30,1,42,2024-06-17 15:29:29,1,1,1M,-28.0,52.0
85,2024-06-17 15:29:31+00:00,100,0,0,1361,0,1368,51,31,1,40,2024-06-17 15:29:31,1,1,1M,-28.0,52.0
86,2024-06-17 15:29:32+00:00,100,0,1,1480,1,1487,51,31,1,40,2024-06-17 15:29:32,1,1,1M,-28.0,52.0
87,2024-06-17 15:29:33+00:00,100,0,0,1432,0,1433,51,32,1,38,2024-06-17 15:29:33,1,1,1M,-28.0,52.0
88,2024-06-17 15:29:35+00:00,100,0,1,1586,1,1593,51,31,1,40,2024-06-17 15:29:35,1,1,1M,-28.0,52.0
89,2024-06-17 15:29:36+00:00,100,0,0,1396,0,1402,51,31,1,40,2024-06-17 15:29:36,1,1,1M,-28.0,52.0
90,2024-06-17 15:29:38+00:00,100,0,0,1337,0,1346,51,31,1,40,2024-06-17 15:29:38,1,1,1M,-28.0,52.0
91,2024-06-17 15:29:39+00:00,100,0,1,1409,1,1411,51,36,1,30,2024-06-17 15:29:39,1,1,1M,-28.0,52.0
92,2024-06-17 15:29:41+00:00,100,0,0,1515,0,1521,51,33,1,36,2024-06-17 15:29:41,1,1,1M,-28.0,52.0
93,2024-06-17 15:29:42+00:00,100,0,1,1515,1,1521,51,32,1,38,2024-06-17 15:29:42,1,1,1M,-28.0,52.0
94,2024-06-17 15:29:44+00:00,100,0,0,1680,0,1687,51,30,1,42,2024-06-17 15:29:44,1,1,1M,-28.0,52.0
95,2024-06-17 15:29:45+00:00,100,0,1,1728,1,1735,51,27,1,48,2024-06-17 15:29:45,1,1,1M,-28.0,52.0
96,2024-06-17 15:29:47+00:00,100,0,0,1515,0,1525,51,31,1,40,2024-06-17 15:29:47,1,1,1M,-28.0,52.0
97,2024-06-17 15:29:48+00:00,100,0,1,1527,1,1536,51,35,1,32,2024-06-17 15:29:48,1,1,1M,-28.0,52.0
98,2024-06-17 15:29:50+00:00,100,0,1,1894,1,1897,51,34,1,34,2024-06-17 15:29:50,1,1,1M,-28.0,52.0
99,2024-06-17 15:29:52+00:00,100,0,0,1396,0,1401,51,28,1,46,2024-06-17 15:29:52,1,1,1M,-28.0,52.0
100,2024-06-17 15:29:53+00:00,100,0,1,1598,1,1604,51,32,1,38,2024-06-17 15:29:53,1,1,1M,-28.0,52.0
101,2024-06-17 15:29:54+00:00,100,0,0,1396,0,1403,51,35,1,32,2024-06-17 15:29:54,1,1,1M,-28.0,52.0
102,2024-06-17 15:29:56+00:00,100,0,1,1539,1,1545,51,33,1,36,2024-06-17 15:29:56,1,1,1M,-28.0,52.0
103,2024-06-17 15:29:57+00:00,100,0,0,1361,0,1366,51,31,1,40,2024-06-17 15:29:57,1,1,1M,-28.0,52.0
104,2024-06-17 15:29:59+00:00,100,0,0,1467,0,1481,51,32,1,38,2024-06-17 15:29:59,1,1,1M,-28.0,52.0
105,2024-06-17 15:30:00+00:00,100,0,1,1563,1,1561,51,35,1,32,2024-06-17 15:30:00,1,1,1M,-28.0,52.0
106,2024-06-17 15:30:02+00:00,100,0,0,1456,0,1466,51,32,1,38,2024-06-17 15:30:02,1,1,1M,-28.0,52.0
107,2024-06-17 15:30:03+00:00,100,0,1,1433,1,1434,51,31,1,40,2024-06-17 15:30:03,1,1,1M,-28.0,52.0
108,2024-06-17 15:30:04+00:00,100,0,0,1337,0,1342,51,33,1,36,2024-06-17 15:30:04,1,1,1M,-28.0,52.0
109,2024-06-17 15:30:06+00:00,100,0,0,1385,0,1390,51,30,1,42,2024-06-17 15:30:06,1,1,1M,-28.0,52.0
110,2024-06-17 15:30:07+00:00,100,0,1,1373,1,1379,51,32,1,38,2024-06-17 15:30:07,1,1,1M,-28.0,52.0
111,2024-06-17 15:30:09+00:00,100,0,0,1467,0,1473,51,33,1,36,2024-06-17 15:30:09,1,1,1M,-28.0,52.0
112,2024-06-17 15:30:10+00:00,100,0,1,1728,1,1740,51,26,1,50,2024-06-17 15:30:10,1,1,1M,-28.0,52.0
113,2024-06-17 15:30:12+00:00,100,0,0,1396,0,1397,51,30,1,42,2024-06-17 15:30:12,1,1,1M,-28.0,52.0
114,2024-06-17 15:30:13+00:00,100,0,1,1444,1,1459,51,30,1,42,2024-06-17 15:30:13,1,1,1M,-26.0,52.0
115,2024-06-17 15:30:14+00:00,100,0,0,1467,0,1469,51,35,1,32,2024-06-17 15:30:14,1,1,1M,-26.0,52.0
116,2024-06-17 15:30:16+00:00,100,0,0,1373,0,1373,51,29,1,44,2024-06-17 15:30:16,1,1,1M,-26.0,52.0
117,2024-06-17 15:30:17+00:00,100,0,1,1409,1,1414,51,31,1,40,2024-06-17 15:30:17,1,1,1M,-26.0,52.0
118,2024-06-17 15:30:18+00:00,100,0,0,1337,0,1342,51,33,1,36,2024-06-17 15:30:18,1,1,1M,-26.0,52.0
119,2024-06-17 15:30:20+00:00,100,0,0,1302,0,1311,51,30,1,42,2024-06-17 15:30:20,1,1,1M,-26.0,52.0
120,2024-06-17 15:30:21+00:00,100,0,1,1362,1,1362,51,31,1,40,2024-06-17 15:30:21,1,1,1M,-26.0,52.0
121,2024-06-17 15:30:22+00:00,100,0,0,1373,0,1378,51,34,1,34,2024-06-17 15:30:22,1,1,1M,-26.0,52.0
122,2024-06-17 15:30:24+00:00,100,0,0,1420,0,1425,51,28,1,46,2024-06-17 15:30:24,1,1,1M,-26.0,52.0
123,2024-06-17 15:30:25+00:00,100,0,1,1409,1,1414,51,29,1,44,2024-06-17 15:30:25,1,1,1M,-26.0,52.0
124,2024-06-17 15:30:27+00:00,100,0,0,1396,0,1405,51,34,1,34,2024-06-17 15:30:27,1,1,1M,-26.0,52.0
125,2024-06-17 15:30:28+00:00,100,0,0,1373,0,1382,51,29,1,44,2024-06-17 15:30:28,1,1,1M,-26.0,52.0
126,2024-06-17 15:30:29+00:00,100,0,1,1397,1,1398,51,32,1,38,2024-06-17 15:30:29,1,1,1M,-26.0,52.0
127,2024-06-17 15:30:31+00:00,100,0,0,1325,0,1347,51,32,1,38,2024-06-17 15:30:31,1,1,1M,-26.0,52.0
128,2024-06-17 15:30:32+00:00,100,0,0,1349,0,1354,51,32,1,38,2024-06-17 15:30:32,1,1,1M,-26.0,52.0
129,2024-06-17 15:30:33+00:00,100,0,1,1350,1,1350,51,34,1,34,2024-06-17 15:30:33,1,1,1M,-26.0,52.0
130,2024-06-17 15:30:35+00:00,100,0,0,1337,0,1343,51,33,1,36,2024-06-17 15:30:35,1,1,1M,-26.0,52.0
131,2024-06-17 15:30:36+00:00,100,0,0,1408,0,1414,51,32,1,38,2024-06-17 15:30:36,1,1,1M,-26.0,52.0
132,2024-06-17 15:30:37+00:00,100,0,1,1362,1,1366,51,31,1,40,2024-06-17 15:30:37,1,1,1M,-26.0,52.0
133,2024-06-17 15:30:39+00:00,100,0,0,1385,0,1391,51,32,1,38,2024-06-17 15:30:39,1,1,1M,-26.0,52.0
134,2024-06-17 15:30:40+00:00,100,0,0,1361,0,1370,51,33,1,36,2024-06-17 15:30:40,1,1,1M,-26.0,52.0
135,2024-06-17 15:30:41+00:00,100,0,1,1397,1,1404,51,33,1,36,2024-06-17 15:30:41,1,1,1M,-26.0,52.0
136,2024-06-17 15:30:43+00:00,100,0,0,1314,0,1322,51,33,1,36,2024-06-17 15:30:43,1,1,1M,-26.0,52.0
137,2024-06-17 15:30:44+00:00,100,0,0,1396,0,1406,51,32,1,38,2024-06-17 15:30:44,1,1,1M,-26.0,52.0
138,2024-06-17 15:30:45+00:00,100,0,1,1350,1,1347,51,32,1,38,2024-06-17 15:30:45,1,1,1M,-26.0,52.0
139,2024-06-17 15:30:47+00:00,100,0,0,1337,0,1342,51,32,1,38,2024-06-17 15:30:47,1,1,1M,-26.0,52.0
140,2024-06-17 15:30:48+00:00,100,0,0,1361,0,1369,51,33,1,36,2024-06-17 15:30:48,1,1,1M,-26.0,52.0
141,2024-06-17 15:30:49+00:00,100,0,1,1385,1,1388,51,33,1,36,2024-06-17 15:30:49,1,1,1M,-26.0,52.0
142,2024-06-17 15:30:51+00:00,100,0,0,1432,0,1437,51,32,1,38,2024-06-17 15:30:51,1,1,1M,-26.0,52.0
143,2024-06-17 15:30:52+00:00,100,0,1,1397,1,1407,51,31,1,40,2024-06-17 15:30:52,1,1,1M,-26.0,52.0
144,2024-06-17 15:30:53+00:00,100,0,0,1420,0,1421,51,30,1,42,2024-06-17 15:30:53,1,1,1M,-26.0,52.0
145,2024-06-17 15:30:55+00:00,100,0,0,1385,0,1394,51,30,1,42,2024-06-17 15:30:55,1,1,1M,-26.0,52.0
146,2024-06-17 15:30:56+00:00,100,0,1,1385,1,1395,51,32,1,38,2024-06-17 15:30:56,1,1,1M,-26.0,52.0
147,2024-06-17 15:30:57+00:00,100,0,0,1396,0,1398,51,34,1,34,2024-06-17 15:30:57,1,1,1M,-26.0,52.0
148,2024-06-17 15:30:59+00:00,100,0,0,1396,0,1402,51,33,1,36,2024-06-17 15:30:59,1,1,1M,-26.0,52.0
149,2024-06-17 15:31:00+00:00,100,0,1,1373,1,1384,51,35,1,32,2024-06-17 15:31:00,1,1,1M,-26.0,52.0
150,2024-06-17 15:31:02+00:00,100,0,0,1373,0,1373,51,31,1,40,2024-06-17 15:31:02,1,1,1M,-26.0,52.0
151,2024-06-17 15:31:03+00:00,100,0,0,1420,0,1425,51,34,1,34,2024-06-17 15:31:03,1,1,1M,-26.0,52.0
152,2024-06-17 15:31:04+00:00,100,0,1,1385,1,1390,51,30,1,42,2024-06-17 15:31:04,1,1,1M,-26.0,52.0
153,2024-06-17 15:31:06+00:00,100,0,0,1361,0,1370,51,30,1,42,2024-06-17 15:31:06,1,1,1M,-26.0,52.0
154,2024-06-17 15:31:07+00:00,100,0,1,1397,1,1408,51,31,1,40,2024-06-17 15:31:07,1,1,1M,-26.0,52.0
155,2024-06-17 15:31:08+00:00,100,0,0,1479,0,1475,51,30,1,42,2024-06-17 15:31:08,1,1,1M,-26.0,52.0
156,2024-06-17 15:31:10+00:00,100,0,0,1396,0,1401,51,29,1,44,2024-06-17 15:31:10,1,1,1M,-26.0,52.0
157,2024-06-17 15:31:11+00:00,100,0,1,1385,1,1391,51,33,1,36,2024-06-17 15:31:11,1,1,1M,-26.0,52.0
158,2024-06-17 15:31:13+00:00,100,0,0,1396,0,1411,51,34,1,34,2024-06-17 15:31:13,1,1,1M,-26.0,52.0
159,2024-06-17 15:31:14+00:00,100,0,0,1325,0,1321,51,32,1,38,2024-06-17 15:31:14,1,1,1M,-26.0,52.0
160,2024-06-17 15:31:15+00:00,100,0,1,1444,1,1450,51,32,1,38,2024-06-17 15:31:15,1,1,1M,-26.0,52.0
161,2024-06-17 15:31:17+00:00,100,0,0,1349,0,1359,51,34,1,34,2024-06-17 15:31:17,1,1,1M,-26.0,52.0
162,2024-06-17 15:31:18+00:00,100,0,1,1657,1,1659,51,32,1,38,2024-06-17 15:31:18,1,1,1M,-26.0,52.0
163,2024-06-17 15:31:20+00:00,100,0,0,1408,0,1429,51,29,1,44,2024-06-17 15:31:20,1,1,1M,-26.0,52.0
164,2024-06-17 15:31:21+00:00,100,0,1,1456,1,1457,51,30,1,42,2024-06-17 15:31:21,1,1,1M,-26.0,52.0
165,2024-06-17 15:31:22+00:00,100,0,0,1361,0,1371,51,32,1,38,2024-06-17 15:31:22,1,1,1M,-26.0,52.0
166,2024-06-17 15:31:24+00:00,100,0,0,1361,0,1361,51,30,1,42,2024-06-17 15:31:24,1,1,1M,-26.0,52.0
167,2024-06-17 15:31:25+00:00,100,0,1,1362,1,1369,51,34,1,34,2024-06-17 15:31:25,1,1,1M,-26.0,52.0
168,2024-06-17 15:31:26+00:00,100,0,0,1373,0,1383,51,32,1,38,2024-06-17 15:31:26,1,1,1M,-26.0,52.0
169,2024-06-17 15:31:28+00:00,100,0,0,1456,0,1459,51,36,1,30,2024-06-17 15:31:28,1,1,1M,-26.0,52.0
170,2024-06-17 15:31:29+00:00,100,0,1,1385,1,1402,51,29,1,44,2024-06-17 15:31:29,1,1,1M,-26.0,52.0
171,2024-06-17 15:31:30+00:00,100,0,0,1361,0,1366,51,35,1,32,2024-06-17 15:31:30,1,1,1M,-26.0,52.0
172,2024-06-17 15:31:32+00:00,100,0,0,1349,0,1354,51,32,1,38,2024-06-17 15:31:32,1,1,1M,-26.0,52.0
173,2024-06-17 15:31:33+00:00,100,0,1,1397,1,1402,51,28,1,46,2024-06-17 15:31:33,1,1,1M,-26.0,52.0
174,2024-06-17 15:31:34+00:00,100,0,0,1349,0,1354,51,28,1,46,2024-06-17 15:31:34,1,1,1M,-26.0,52.0
175,2024-06-17 15:31:36+00:00,100,0,0,1373,0,1378,51,32,1,38,2024-06-17 15:31:36,1,1,1M,-26.0,52.0
176,2024-06-17 15:31:37+00:00,100,0,1,1314,1,1319,51,33,1,36,2024-06-17 15:31:37,1,1,1M,-26.0,52.0
177,2024-06-17 15:31:38+00:00,100,0,0,1349,0,1365,51,31,1,40,2024-06-17 15:31:38,1,1,1M,-26.0,52.0
178,2024-06-17 15:31:40+00:00,100,0,0,1385,0,1382,51,36,1,30,2024-06-17 15:31:40,1,1,1M,-26.0,52.0
179,2024-06-17 15:31:41+00:00,100,0,1,1504,1,1513,51,30,1,42,2024-06-17 15:31:41,1,1,1M,-26.0,52.0
180,2024-06-17 15:31:43+00:00,100,0,0,1408,0,1419,51,32,1,38,2024-06-17 15:31:43,1,1,1M,-26.0,52.0
181,2024-06-17 15:31:44+00:00,100,0,1,1480,1,1481,51,33,1,36,2024-06-17 15:31:44,1,1,1M,-26.0,52.0
182,2024-06-17 15:31:45+00:00,100,0,0,1432,0,1437,51,33,1,36,2024-06-17 15:31:45,1,1,1M,-26.0,52.0
183,2024-06-17 15:31:47+00:00,100,0,0,1456,0,1471,51,31,1,40,2024-06-17 15:31:47,1,1,1M,-26.0,52.0
184,2024-06-17 15:31:48+00:00,100,0,1,1409,1,1413,51,30,1,42,2024-06-17 15:31:48,1,1,1M,-26.0,52.0
185,2024-06-17 15:31:50+00:00,100,0,0,1396,0,1395,51,34,1,34,2024-06-17 15:31:50,1,1,1M,-26.0,52.0
186,2024-06-17 15:31:51+00:00,100,0,0,1408,0,1413,51,30,1,42,2024-06-17 15:31:51,1,1,1M,-26.0,52.0
187,2024-06-17 15:31:52+00:00,100,0,1,1338,1,1343,51,33,1,36,2024-06-17 15:31:52,1,1,1M,-26.0,52.0
188,2024-06-17 15:31:54+00:00,100,0,0,1325,0,1336,51,32,1,38,2024-06-17 15:31:54,1,1,1M,-26.0,52.0
189,2024-06-17 15:31:55+00:00,100,0,0,1373,0,1373,51,33,1,36,2024-06-17 15:31:55,1,1,1M,-26.0,52.0
190,2024-06-17 15:31:56+00:00,100,0,1,1385,1,1390,51,31,1,40,2024-06-17 15:31:56,1,1,1M,-26.0,52.0
191,2024-06-17 15:31:58+00:00,100,0,0,1349,0,1358,51,32,1,38,2024-06-17 15:31:58,1,1,1M,-26.0,52.0
192,2024-06-17 15:31:59+00:00,100,0,0,1373,0,1378,51,33,1,36,2024-06-17 15:31:59,1,1,1M,-26.0,52.0
193,2024-06-17 15:32:00+00:00,100,0,1,1421,1,1426,51,34,1,34,2024-06-17 15:32:00,1,1,1M,-26.0,52.0
194,2024-06-17 15:32:02+00:00,100,0,0,1349,0,1371,51,32,1,38,2024-06-17 15:32:02,1,1,1M,-26.0,52.0
195,2024-06-17 15:32:03+00:00,100,0,1,1421,1,1428,51,36,1,30,2024-06-17 15:32:03,1,1,1M,-26.0,52.0
196,2024-06-17 15:32:04+00:00,100,0,0,1349,0,1354,51,30,1,42,2024-06-17 15:32:04,1,1,1M,-26.0,52.0
