,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,transfer,ue_nr,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,time_latency
15434,10000000.0,8.31,1.7,0.16,13.069999694824219,0.9973333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,407.6666666666667
15438,10000000.0,8.323333333333334,2.3056666666666668,0.134,12.893333117167154,1.008,1,100.0,0.0,2.0,34339.0,2.0,34446.0,401.6666666666667
15442,10000000.0,8.63,1.7566666666666668,0.14333333333333334,12.539999961853027,1.0266666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,399.0
15450,10000000.0,8.532857142857141,2.7492857142857146,0.15357142857142855,12.539999961853027,1.0315714285714286,1,100.0,0.0,2.0,34409.0,2.0,34520.0,379.5
15454,10000000.0,8.423333333333334,2.9313333333333333,0.15666666666666665,11.24666690826416,1.0116666666666665,1,100.0,0.0,2.0,34339.0,2.0,34446.0,386.6666666666667
15466,10000000.0,8.411818181818182,2.166454545454545,0.154,10.600000381469727,1.0104545454545455,1,100.0,0.0,2.0,34386.0,2.0,34485.0,381.14285714285717
15470,10000000.0,8.376666666666667,1.9493333333333336,0.14333333333333334,12.210000038146973,1.014,1,100.0,0.0,2.0,34196.0,2.0,34307.0,385.0
15474,10000000.0,8.403333333333334,2.0429999999999997,0.15333333333333332,12.210000038146973,1.0193333333333332,1,100.0,0.0,2.0,34445.0,2.0,34554.0,383.3333333333333
15486,10000000.0,8.42181818181818,1.883636363636363,0.15863636363636363,15.446363882585006,1.0123636363636361,1,100.0,0.0,2.0,34267.0,2.0,34376.0,372.0
15490,10000000.0,8.416666666666666,1.5356666666666667,0.15666666666666665,21.110000610351562,1.0113333333333332,1,100.0,0.0,2.0,34374.0,2.0,34485.0,362.0
15494,10000000.0,9.126666666666667,1.5653333333333332,0.15033333333333335,21.110000610351562,1.09,1,100.0,0.0,2.0,34138.0,2.0,34242.0,347.3333333333333
15498,10000000.0,8.4,1.4366666666666665,0.16533333333333333,20.08666737874349,1.0093333333333334,1,100.0,0.0,2.0,34611.0,2.0,34728.0,333.6666666666667
15506,10000000.0,8.417142857142858,1.7101428571428572,0.15571428571428572,18.040000915527344,1.014,1,100.0,0.0,2.0,34338.0,2.0,34450.0,421.2
15514,10000000.0,8.372857142857143,1.5971428571428572,0.15857142857142859,16.00000054495675,1.0147142857142855,1,100.0,0.0,2.0,34314.0,2.0,34416.0,397.0
15518,10000000.0,8.316666666666668,1.678,0.17333333333333334,10.899999618530273,1.0076666666666667,1,100.0,0.0,2.0,34374.0,2.0,34480.0,370.3333333333333
15522,10000000.0,8.416666666666666,2.400333333333333,0.15666666666666668,10.899999618530273,1.0090000000000001,1,100.0,0.0,2.0,34374.0,2.0,34485.0,349.5
15526,10000000.0,8.433333333333332,1.7106666666666666,0.14766666666666667,10.899999618530273,1.0126666666666668,1,100.0,0.0,2.0,34374.0,2.0,34485.0,261.0
15530,10000000.0,8.423333333333334,1.7446666666666666,0.18333333333333335,7.769999980926514,1.0093333333333334,1,100.0,0.0,2.0,34338.0,2.0,34450.0,394.6666666666667
15534,10000000.0,8.409999999999998,1.3973333333333333,0.16,7.769999980926514,1.0136666666666665,1,100.0,0.0,2.0,34339.0,2.0,34446.0,377.3333333333333
15538,10000000.0,8.406666666666666,1.716,0.16,7.769999980926514,1.0133333333333334,1,100.0,0.0,2.0,34374.0,2.0,34485.0,386.0
15542,10000000.0,8.386666666666667,1.8086666666666666,0.12366666666666666,7.769999980926514,1.0090000000000001,1,100.0,0.0,2.0,34374.0,2.0,34485.0,375.6666666666667
15546,10000000.0,8.643333333333333,1.7666666666666666,0.16666666666666666,15.399999618530273,1.03,1,100.0,0.0,2.0,34339.0,2.0,34450.0,385.5
15554,10000000.0,8.421428571428573,2.097857142857143,0.15857142857142859,15.399999618530273,1.0125714285714287,1,100.0,0.0,2.0,34385.0,2.0,34485.0,383.0
15558,10000000.0,8.393333333333333,1.4909999999999999,0.153,13.773333231608072,1.0183333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,341.5
15570,10000000.0,8.389090909090909,1.8158181818181818,0.15399999999999997,10.520000457763672,1.0085454545454544,1,100.0,0.0,2.0,34374.0,2.0,34485.0,387.85714285714283
15578,10000000.0,8.401428571428571,1.5715714285714284,0.16285714285714284,11.822857175554548,1.0111428571428571,1,100.0,0.0,2.0,34371.0,2.0,34485.0,388.0
15590,10000000.0,8.459090909090909,1.516727272727273,0.15636363636363637,14.219091068614613,1.019181818181818,1,100.0,0.0,2.0,34384.0,2.0,34485.0,384.0
15594,10000000.0,8.42,2.1333333333333333,0.15,20.030000686645508,1.0146666666666668,1,100.0,0.0,2.0,34373.0,2.0,34485.0,367.0
15598,10000000.0,8.48,1.7996666666666667,0.18666666666666668,20.030000686645508,1.0183333333333333,1,100.0,0.0,2.0,34374.0,2.0,34480.0,365.5
15606,10000000.0,8.404285714285713,1.7482857142857142,0.16142857142857145,18.189999989100865,1.0114285714285713,1,100.0,0.0,2.0,34266.0,2.0,34381.0,382.25
15614,10000000.0,8.41,1.7395714285714285,0.15385714285714286,16.809999465942383,1.0044285714285714,1,100.0,0.0,2.0,34301.0,2.0,34411.0,372.0
15618,10000000.0,8.13,3.0829999999999997,0.15666666666666668,15.433333079020182,0.9740000000000001,1,100.0,0.0,2.0,34409.0,2.0,34520.0,397.0
15622,10000000.0,8.39,2.377666666666667,0.14800000000000002,12.680000305175781,1.016333333333333,1,100.0,0.0,2.0,34303.0,2.0,34416.0,397.0
15626,10000000.0,8.446666666666667,2.657,0.144,12.680000305175781,1.0066666666666666,1,100.0,0.0,2.0,34339.0,2.0,34450.0,365.0
15630,10000000.0,8.283333333333333,1.5246666666666666,0.16,12.680000305175781,1.0036666666666665,1,100.0,0.0,2.0,34338.0,2.0,34446.0,372.5
15634,10000000.0,8.246666666666668,1.58,0.16666666666666666,8.140000025431315,1.0003333333333335,1,100.0,0.0,2.0,34337.0,2.0,34450.0,369.0
15642,10000000.0,8.41,1.9492857142857145,0.15285714285714286,5.869999885559082,1.0097142857142856,1,100.0,0.0,2.0,34372.0,2.0,34485.0,428.6666666666667
15666,10000000.0,8.448260869565217,1.8274347826086956,0.15647826086956523,8.593913036844004,1.014,1,100.0,0.0,2.0,33994.0,2.0,34103.0,384.0
15678,10000000.0,8.406363636363636,1.654,0.15918181818181815,19.350000034679066,1.007,1,100.0,0.0,2.0,34326.0,2.0,34446.0,378.6
15690,10000000.0,8.397272727272727,1.6646363636363632,0.1509090909090909,21.149999618530273,1.011272727272727,1,100.0,0.0,2.0,34373.0,2.0,34485.0,360.0
15702,10000000.0,8.407272727272728,1.9368181818181818,0.15845454545454543,8.577272848649459,1.0074545454545454,1,100.0,0.0,2.0,34373.0,2.0,34485.0,371.4
15710,10000000.0,9.356666666666667,1.4993333333333334,0.06856666666666666,9.470000267028809,1.12,1,100.0,0.0,2.0,34374.0,2.0,34480.0,385.5
15714,10000000.0,8.416666666666666,2.14,0.08866666666666667,9.470000267028809,1.0103333333333333,1,100.0,0.0,2.0,34373.0,2.0,34485.0,327.0
15718,10000000.0,8.49,1.9269999999999998,0.16,9.470000267028809,1.0206666666666668,1,100.0,0.0,2.0,34374.0,2.0,34485.0,382.0
15722,10000000.0,8.403333333333334,1.6930000000000003,0.152,9.470000267028809,1.01,1,100.0,0.0,2.0,34385.0,2.0,34485.0,267.0
15742,10000000.0,8.363684210526316,1.8684736842105263,0.15426315789473685,2.1147367577803764,1.007157894736842,1,100.0,0.0,2.0,34266.0,2.0,34376.0,381.5
15746,10000000.0,8.54,1.5193333333333332,0.15666666666666665,0.0,1.0236666666666665,1,100.0,0.0,2.0,34373.0,2.0,34485.0,383.0
15750,10000000.0,8.409999999999998,2.1396666666666664,0.17,0.0,1.0126666666666668,1,100.0,0.0,2.0,34373.0,2.0,34485.0,380.5
15758,10000000.0,8.454285714285714,1.5715714285714288,0.15857142857142859,16.08857182094029,1.0172857142857141,1,100.0,0.0,2.0,34338.0,2.0,34446.0,402.4
15766,10000000.0,8.41,1.6285714285714283,0.16,18.770000457763672,1.0125714285714287,1,100.0,0.0,2.0,34384.0,2.0,34485.0,362.75
15782,10000000.0,8.405333333333333,1.7254,0.15826666666666664,8.210000038146973,1.0149333333333332,1,100.0,0.0,2.0,34373.0,2.0,34485.0,380.1111111111111
15786,10000000.0,8.416666666666666,1.6610000000000003,0.12333333333333334,1.25,1.0103333333333333,1,100.0,0.0,2.0,34267.0,2.0,34381.0,324.0
15790,10000000.0,8.766666666666666,1.55,0.15333333333333332,1.25,1.0546666666666666,1,100.0,0.0,2.0,34374.0,2.0,34480.0,385.5
15794,10000000.0,8.406666666666666,2.050666666666667,0.17733333333333334,1.25,1.0,1,100.0,0.0,2.0,34374.0,2.0,34485.0,371.5
15798,10000000.0,8.43,1.5743333333333334,0.16,6.493333180745442,1.0223333333333333,1,100.0,0.0,2.0,34373.0,2.0,34485.0,372.0
15810,10000000.0,8.406363636363636,1.6920000000000002,0.14645454545454542,16.979999542236328,1.0094545454545456,1,100.0,0.0,2.0,34337.0,2.0,34450.0,378.8333333333333
15814,10000000.0,8.393333333333333,1.6136666666666668,0.16,8.74666659037272,1.0156666666666667,1,100.0,0.0,2.0,34303.0,2.0,34416.0,399.0
15818,10000000.0,8.513333333333334,1.719,0.16,4.630000114440918,1.0166666666666666,1,100.0,0.0,2.0,34350.0,2.0,34450.0,391.0
15826,10000000.0,8.52,1.6451428571428572,0.1685714285714286,4.630000114440918,1.0237142857142858,1,100.0,0.0,2.0,34385.0,2.0,34485.0,356.3333333333333
15830,10000000.0,8.16,1.987,0.16,15.539999961853027,0.9893333333333333,1,100.0,0.0,2.0,34301.0,2.0,34416.0,470.0
15834,10000000.0,8.416666666666666,1.6296666666666664,0.15333333333333335,15.539999961853027,1.0,1,100.0,0.0,2.0,34338.0,2.0,34450.0,368.0
15842,10000000.0,8.41,1.7525714285714287,0.16285714285714287,15.539999961853027,1.0097142857142858,1,100.0,0.0,2.0,34348.0,3.0,34450.0,384.3333333333333
15854,10000000.0,8.413636363636364,1.7323636363636365,0.1576363636363636,14.279999732971191,1.0089090909090908,1,100.0,0.0,2.0,34371.0,2.0,34481.0,375.5
15866,10000000.0,8.388181818181819,1.614909090909091,0.15636363636363634,20.326363650235262,1.0071818181818182,1,100.0,0.0,2.0,34337.0,2.0,34450.0,359.2857142857143
15870,10000000.0,8.42,1.6380000000000001,0.154,21.670000076293945,1.0136666666666665,1,100.0,0.0,2.0,34374.0,2.0,34480.0,397.3333333333333
15890,10000000.0,8.404736842105265,1.7921052631578949,0.1545263157894737,7.871578969453511,1.0072105263157896,1,100.0,0.0,2.0,34349.0,2.0,34450.0,382.75
15894,10000000.0,8.853333333333333,1.6209999999999998,0.17666666666666667,13.880000114440918,1.0623333333333331,1,100.0,0.0,2.0,34373.0,2.0,34485.0,384.0
15906,10000000.0,8.399999999999999,1.9629090909090907,0.16427272727272726,11.952727317810059,1.015181818181818,1,100.0,0.0,2.0,34337.0,2.0,34450.0,412.5
15910,10000000.0,8.576666666666666,2.2736666666666667,0.15666666666666665,8.579999923706055,1.0313333333333334,1,100.0,0.0,2.0,34030.0,2.0,34138.0,369.5
15922,10000000.0,8.405454545454544,2.050181818181818,0.161,10.69818167252974,1.0126363636363636,1,100.0,0.0,2.0,34303.0,2.0,34416.0,382.125
15930,10000000.0,8.47,1.717285714285714,0.1397142857142857,13.239999771118164,1.016142857142857,1,100.0,0.0,2.0,34444.0,2.0,34554.0,342.2
15934,10000000.0,8.386666666666667,1.4783333333333333,0.16333333333333333,13.879999796549479,1.0146666666666666,1,100.0,0.0,2.0,34339.0,2.0,34446.0,422.0
15938,10000000.0,8.316666666666668,2.6086666666666667,0.15000000000000002,14.199999809265137,1.0063333333333333,1,100.0,0.0,2.0,34408.0,2.0,34520.0,380.0
15942,10000000.0,8.426666666666668,3.3609999999999993,0.14133333333333334,14.199999809265137,1.0126666666666668,1,100.0,0.0,2.0,34349.0,2.0,34450.0,444.0
15950,10000000.0,8.385714285714286,1.5487142857142857,0.17428571428571432,13.66428552355085,1.0132857142857143,1,100.0,0.0,2.0,34338.0,2.0,34446.0,366.0
15958,10000000.0,8.322857142857142,2.6895714285714285,0.169,12.949999809265137,1.0091428571428571,1,100.0,0.0,2.0,34338.0,2.0,34450.0,375.4
15962,10000000.0,8.566666666666665,1.8286666666666667,0.16333333333333333,12.949999809265137,1.0233333333333334,1,100.0,0.0,2.0,34339.0,2.0,34450.0,347.3333333333333
15966,10000000.0,8.466666666666667,1.4959999999999998,0.16666666666666666,15.989999771118164,1.019,1,100.0,0.0,2.0,34303.0,2.0,34411.0,375.6666666666667
15974,10000000.0,8.397142857142857,2.319714285714286,0.1542857142857143,15.989999771118164,1.0094285714285716,1,100.0,0.0,2.0,34337.0,2.0,34450.0,333.6
15978,10000000.0,8.4,2.08,0.152,14.429999987284342,1.0106666666666666,1,100.0,0.0,2.0,34481.0,2.0,34589.0,364.6666666666667
15982,10000000.0,8.423333333333334,1.5773333333333335,0.15666666666666665,11.3100004196167,1.0096666666666667,1,100.0,0.0,2.0,34315.0,2.0,34417.0,396.6666666666667
15990,10000000.0,8.39857142857143,1.7831428571428571,0.1557142857142857,11.3100004196167,1.0105714285714285,1,100.0,0.0,2.0,34337.0,2.0,34450.0,347.0
15994,10000000.0,8.303333333333335,1.3936666666666666,0.17,12.149999936421713,1.0063333333333333,1,100.0,0.0,2.0,34350.0,2.0,34450.0,410.0
15998,10000000.0,8.41,1.8746666666666665,0.1566666666666667,12.569999694824219,1.0176666666666667,1,100.0,0.0,2.0,34362.0,2.0,34480.0,393.6666666666667
16002,10000000.0,8.406666666666666,1.705,0.16,12.569999694824219,1.016,1,100.0,0.0,2.0,34374.0,2.0,34485.0,370.0
16006,10000000.0,8.056666666666667,4.355,0.146,12.569999694824219,0.9836666666666666,1,100.0,0.0,2.0,34314.0,2.0,34416.0,364.6666666666667
16010,10000000.0,8.51,2.1393333333333335,0.1386666666666667,17.8799991607666,1.0133333333333334,1,100.0,0.0,2.0,34410.0,2.0,34520.0,402.6666666666667
16014,10000000.0,8.423333333333334,2.3256666666666668,0.154,17.8799991607666,1.0196666666666667,1,100.0,0.0,2.0,34363.0,2.0,34480.0,344.3333333333333
16018,10000000.0,8.389999999999999,1.5170000000000001,0.14,17.8799991607666,1.0170000000000001,1,100.0,0.0,2.0,34409.0,2.0,34520.0,399.0
16022,10000000.0,8.43,1.7653333333333332,0.10999999999999999,17.8799991607666,1.016,1,100.0,0.0,2.0,34386.0,2.0,34485.0,392.6666666666667
16026,10000000.0,8.51,1.8313333333333333,0.1566666666666667,2.4100000858306885,1.0213333333333334,1,100.0,0.0,2.0,34161.0,2.0,34277.0,377.6666666666667
16030,10000000.0,8.436666666666667,1.7940000000000003,0.1566666666666667,2.4100000858306885,1.0153333333333334,1,100.0,0.0,2.0,34481.0,2.0,34585.0,364.6666666666667
16038,10000000.0,8.452857142857143,2.3091428571428567,0.16428571428571428,4.780000073569162,1.0172857142857141,1,100.0,0.0,2.0,34373.0,2.0,34485.0,385.4
16042,10000000.0,8.203333333333333,1.7146666666666668,0.13433333333333333,19.0,0.9933333333333333,1,100.0,0.0,2.0,34303.0,2.0,34411.0,388.3333333333333
16046,10000000.0,8.406666666666666,1.742,0.16666666666666666,19.0,1.0,1,100.0,0.0,2.0,34374.0,2.0,34485.0,386.3333333333333
16050,10000000.0,8.406666666666666,1.7703333333333333,0.10766666666666665,19.0,1.0166666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,350.6666666666667
16054,10000000.0,8.450000000000001,1.4720000000000002,0.17666666666666667,13.433333079020182,1.018,1,100.0,0.0,2.0,34303.0,2.0,34416.0,392.0
16058,10000000.0,8.43,1.5156666666666665,0.14,10.649999618530273,1.0153333333333334,1,100.0,0.0,2.0,34374.0,2.0,34480.0,373.5
16062,10000000.0,8.403333333333334,1.5566666666666666,0.1566666666666667,10.649999618530273,1.018,1,100.0,0.0,2.0,34374.0,2.0,34485.0,392.0
16066,10000000.0,8.340000000000002,2.18,0.16,10.649999618530273,1.0103333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,364.0
16070,10000000.0,8.38,1.5906666666666667,0.129,11.850000381469727,1.0146666666666666,1,100.0,0.0,2.0,34337.0,2.0,34450.0,379.3333333333333
16074,10000000.0,8.403333333333334,1.474,0.16333333333333333,11.850000381469727,1.0103333333333333,1,100.0,0.0,2.0,34339.0,2.0,34446.0,376.6666666666667
16078,10000000.0,8.103333333333333,2.14,0.15666666666666665,11.850000381469727,0.9809999999999999,1,100.0,0.0,2.0,34374.0,2.0,34485.0,411.3333333333333
16082,10000000.0,8.410000000000002,1.4713333333333332,0.1466666666666667,11.850000381469727,1.0,1,100.0,0.0,2.0,34374.0,2.0,34485.0,405.6666666666667
16094,10000000.0,8.406363636363638,1.7019999999999997,0.1573636363636364,13.420000076293945,1.008,1,100.0,0.0,2.0,34336.0,2.0,34450.0,386.8
16102,10000000.0,8.398571428571428,1.7538571428571428,0.16,15.72714260646275,1.016,1,100.0,0.0,2.0,34303.0,2.0,34416.0,369.6666666666667
16106,10000000.0,8.406666666666666,1.7203333333333333,0.15333333333333335,16.649999618530273,1.0106666666666666,1,100.0,0.0,2.0,34338.0,2.0,34446.0,375.0
16110,10000000.0,8.476666666666667,1.59,0.16333333333333333,16.649999618530273,1.01,1,100.0,0.0,2.0,34374.0,2.0,34485.0,379.0
16122,10000000.0,8.41,2.0041818181818183,0.15754545454545454,20.886363116177645,1.0114545454545454,1,100.0,0.0,2.0,34337.0,2.0,34446.0,357.14285714285717
16130,10000000.0,8.44142857142857,1.6742857142857144,0.15571428571428572,18.734285490853445,1.0172857142857141,1,100.0,0.0,2.0,34337.0,2.0,34450.0,369.6666666666667
16138,10000000.0,8.372857142857143,1.9184285714285714,0.15642857142857142,15.300000190734863,1.002857142857143,1,100.0,0.0,2.0,34337.0,2.0,34446.0,381.25
16146,10000000.0,8.368571428571428,1.879857142857143,0.16,14.711428914751325,1.0031428571428571,1,100.0,0.0,2.0,34374.0,2.0,34485.0,374.5
16150,10000000.0,8.396666666666667,1.7893333333333334,0.16,14.270000457763672,1.008,1,100.0,0.0,2.0,34374.0,2.0,34485.0,363.0
16154,10000000.0,8.406666666666666,1.8539999999999999,0.13833333333333334,14.270000457763672,1.0106666666666666,1,100.0,0.0,2.0,34337.0,2.0,34446.0,372.0
16162,10000000.0,8.338571428571429,1.6364285714285713,0.16,8.912857260022845,1.0105714285714285,1,100.0,0.0,2.0,34337.0,2.0,34450.0,372.5
16166,10000000.0,8.486666666666666,1.5106666666666666,0.15666666666666665,6.769999980926514,1.0133333333333334,1,100.0,0.0,2.0,34374.0,2.0,34485.0,411.0
16182,10000000.0,8.404666666666667,1.8622666666666667,0.15193333333333336,14.509999434153238,1.0112666666666665,1,100.0,0.0,2.0,34372.0,2.0,34485.0,349.14285714285717
16186,10000000.0,8.403333333333334,1.3683333333333334,0.16,18.3799991607666,1.0076666666666665,1,100.0,0.0,2.0,34338.0,2.0,34446.0,387.6666666666667
16190,10000000.0,8.4,1.5010000000000001,0.15000000000000002,6.559999942779541,1.01,1,100.0,0.0,2.0,34266.0,2.0,34381.0,388.0
16194,10000000.0,8.383333333333333,1.5536666666666665,0.15466666666666665,6.559999942779541,1.017,1,100.0,0.0,2.0,34421.0,2.0,34520.0,369.5
16202,10000000.0,8.418571428571429,2.0781428571428573,0.15471428571428575,6.559999942779541,1.0067142857142857,1,100.0,0.0,2.0,34337.0,2.0,34446.0,329.75
16218,10000000.0,8.408666666666667,1.5138666666666667,0.15666666666666668,4.540000025431315,1.0102666666666666,1,100.0,0.0,2.0,34336.0,2.0,34446.0,389.5
16222,10000000.0,8.463333333333333,1.7756666666666667,0.15666666666666665,8.600000381469727,1.0156666666666667,1,100.0,0.0,2.0,34243.0,2.0,34346.0,424.0
16226,10000000.0,8.016666666666667,2.417666666666667,0.15866666666666668,8.600000381469727,0.964,1,100.0,0.0,2.0,34480.0,2.0,34589.0,445.5
16230,10000000.0,8.556666666666667,2.618,0.15533333333333335,8.600000381469727,1.0263333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,364.3333333333333
16238,10000000.0,8.360000000000001,1.5544285714285715,0.16285714285714287,7.948571613856724,1.0065714285714287,1,100.0,0.0,2.0,34373.0,2.0,34485.0,380.75
16254,10000000.0,8.410000000000002,1.8994000000000002,0.15666666666666665,10.990000152587891,1.0052666666666665,1,100.0,0.0,2.0,34373.0,2.0,34485.0,375.2
16258,10000000.0,8.406666666666666,3.5366666666666666,0.17300000000000001,14.59000015258789,1.0106666666666666,1,100.0,0.0,2.0,34338.0,2.0,34450.0,271.0
16262,10000000.0,8.393333333333333,1.6853333333333333,0.17666666666666667,14.59000015258789,1.0166666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,379.0
16266,10000000.0,8.213333333333333,1.603,0.16,21.760000228881836,0.9846666666666666,1,100.0,0.0,2.0,34302.0,2.0,34411.0,382.5
16274,10000000.0,8.515714285714285,1.8897142857142855,0.15857142857142859,21.760000228881836,1.0187142857142857,1,100.0,0.0,2.0,34385.0,2.0,34485.0,383.0
16278,10000000.0,8.76,2.6293333333333333,0.15533333333333332,18.84000015258789,1.0510000000000002,1,100.0,0.0,2.0,34019.0,2.0,34138.0,374.6666666666667
16282,10000000.0,8.396666666666667,2.2143333333333337,0.18333333333333335,13.0,1.008,1,100.0,0.0,2.0,34658.0,2.0,34758.0,384.0
16286,10000000.0,8.42,3.0156666666666667,0.16,13.0,1.013,1,100.0,0.0,2.0,34373.0,2.0,34485.0,361.5
16298,10000000.0,8.38,1.7373636363636364,0.16272727272727272,16.845454129305754,1.003090909090909,1,100.0,0.0,2.0,34338.0,2.0,34446.0,375.1666666666667
16302,10000000.0,8.450000000000001,1.534,0.16,20.049999237060547,1.0066666666666666,1,100.0,0.0,2.0,34373.0,2.0,34485.0,375.0
16314,10000000.0,6.61090909090909,1.581818181818182,0.1290909090909091,16.569090583107688,0.7944545454545455,1,100.0,0.0,2.0,21926.0,2.0,21989.0,272.57142857142856
16318,10000000.0,0.0,1.198,0.0,14.579999923706055,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,105.2
16322,10000000.0,0.0,1.198,0.0,14.579999923706055,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,105.3
16326,10000000.0,0.0,1.198,0.0,12.140000343322754,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,102.3
16330,10000000.0,0.0,1.198,0.0,12.140000343322754,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,107.53333333333335
16335,10000000.0,0.0,1.198,0.0,12.140000343322754,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,168.0
16339,10000000.0,0.0,1.198,0.0,14.039999961853027,0.0,1,100.0,0.0,3.0,3.0,3.0,3.0,144.66666666666666
16344,10000000.0,0.0,1.198,0.0,14.989999771118164,0.0,1,100.0,0.0,3.0,3.0,3.0,3.0,243.0
16348,10000000.0,0.0,1.198,0.0,14.989999771118164,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,240.33333333333334
16352,10000000.0,0.0,1.198,0.0,14.989999771118164,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,162.9
16361,10000000.0,7.251250000000001,1.573,0.09025,5.9475000572204575,0.8714999999999999,1,100.0,0.0,2.0,34374.0,2.0,34480.0,254.14285714285714
16365,10000000.0,8.246666666666668,2.0836666666666663,0.15666666666666665,8.94,0.9950000000000001,1,100.0,0.0,2.0,34338.0,2.0,34450.0,511.5
16369,10000000.0,8.406666666666666,1.625,0.09666666666666668,10.87,1.0,1,100.0,0.0,2.0,34374.0,2.0,34485.0,369.6666666666667
16373,10000000.0,8.476666666666667,1.6353333333333333,0.143,10.87,1.018,1,100.0,0.0,2.0,34208.0,2.0,34311.0,343.5
16377,10000000.0,8.62,1.5953333333333333,0.18333333333333335,10.87,1.038,1,100.0,0.0,2.0,34504.0,2.0,34619.0,413.6666666666667
16381,10000000.0,8.063333333333334,1.3533333333333333,0.14,0.0,0.9673333333333334,1,100.0,0.0,3.0,34339.0,3.0,34450.0,355.3333333333333
16385,10000000.0,8.366666666666667,2.2840000000000003,0.15333333333333332,0.0,1.0126666666666668,1,100.0,0.0,2.0,34374.0,2.0,34485.0,432.0
16389,10000000.0,8.403333333333334,1.3943333333333332,0.13999999999999999,0.0,1.0106666666666666,1,100.0,0.0,2.0,34350.0,2.0,34450.0,349.0
16393,10000000.0,8.57,1.7903333333333336,0.16333333333333333,0.0,1.0286666666666668,1,100.0,0.0,2.0,34361.0,2.0,34481.0,368.0
16401,10000000.0,8.417142857142856,1.5314285714285716,0.1591428571428571,23.06,1.013142857142857,1,100.0,0.0,2.0,34374.0,2.0,34485.0,388.3333333333333
16405,10000000.0,8.53,2.405666666666667,0.19000000000000003,23.06,1.0243333333333333,1,100.0,0.0,2.0,34339.0,2.0,34450.0,443.3333333333333
16409,10000000.0,7.996666666666666,2.5893333333333333,0.23666666666666666,20.74,0.9596666666666668,1,100.0,0.0,3.0,34019.0,3.0,34133.0,385.0
16413,10000000.0,8.426666666666668,1.5586666666666666,0.06966666666666667,16.1,1.0213333333333334,1,100.0,0.0,2.0,34694.0,2.0,34798.0,385.6666666666667
16418,10000000.0,8.165,1.8147499999999999,0.2,16.1,0.98175,1,100.0,0.0,3.0,34410.0,3.0,34520.0,334.925
16421,10000000.0,10.0,1.4140000000000001,0.165,16.1,1.206,1,100.0,0.0,2.0,32150.0,2.0,32250.0,216.0
16427,10000000.0,134.07999999999998,11.241,0.33199999999999996,18.092000000000002,0.53184,1,100.0,0.0,4.0,33536.0,5.0,33647.0,435.6666666666667
16430,10000000.0,10.8,1.4205,0.0,18.59,1.29,1,100.0,0.0,2.0,34327.0,2.0,34435.0,132.55
16434,10000000.0,8.6,1.9936666666666667,0.0,18.59,1.0273333333333332,1,100.0,0.0,1.0,26493.0,1.0,26578.0,269.43333333333334
16438,10000000.0,7.2700000000000005,6.1226666666666665,0.2733333333333334,18.59,0.875,1,100.0,0.0,3.0,33286.0,3.0,33390.0,490.0
16441,10000000.0,9.344999999999999,1.2395,0.0,14.71,1.13,1,100.0,0.0,2.0,30433.0,2.0,30535.0,293.5
16449,10000000.0,8.447142857142856,2.028857142857143,0.16714285714285718,14.710000000000004,1.0162857142857145,1,100.0,0.0,2.0,34385.0,2.0,34485.0,357.3333333333333
16453,10000000.0,8.503333333333332,1.6196666666666666,0.1466666666666667,14.71,1.0246666666666668,1,100.0,0.0,2.0,34267.0,2.0,34381.0,428.0
16461,10000000.0,8.414285714285713,1.5294285714285714,0.15428571428571428,15.200000000000001,1.010857142857143,1,100.0,0.0,2.0,34385.0,2.0,34485.0,290.6
16469,10000000.0,8.458571428571428,2.7107142857142854,0.1412857142857143,14.234285714285715,1.0168571428571427,1,100.0,0.0,2.0,34303.0,2.0,34411.0,328.1666666666667
16477,10000000.0,8.412857142857144,1.8359999999999999,0.13085714285714287,8.44,1.0125714285714285,1,100.0,0.0,2.0,34374.0,2.0,34485.0,414.6
16481,10000000.0,8.306666666666665,2.6526666666666667,0.17666666666666667,8.44,1.0076666666666667,1,100.0,0.0,2.0,34374.0,2.0,34485.0,388.6666666666667
16490,10000000.0,7.5675,2.25625,0.24375000000000002,6.80375,0.9128750000000001,1,100.0,0.0,3.0,34232.0,3.0,34346.0,440.3333333333333
16493,10000000.0,10.42,1.362,0.205,6.57,1.254,1,100.0,0.0,2.0,32694.0,2.0,32791.0,84.45
