,_time,DRB.AirIfDelayUl,DRB.PacketSuccessRateUlgNBUu,DRB.RlcDelayUl,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,collectStartTime,test_number,bandwidth_required,noise_amplitude,prb
26706,2024-07-06 18:55:04+00:00,30.0,100,3809.0,0,1,1208,1,1222,51,32,1,38,2024-07-06 18:55:04,37,1M,-18.7,52.0
26707,2024-07-06 18:55:05+00:00,30.0,100,2859.0,0,0,1136,0,1148,51,30,1,42,2024-07-06 18:55:05,37,1M,-18.7,52.0
26708,2024-07-06 18:55:06+00:00,30.0,100,3156.0,0,0,1136,0,1132,51,30,1,42,2024-07-06 18:55:06,37,1M,-18.7,52.0
26709,2024-07-06 18:55:07+00:00,30.0,100,2171.0,0,0,1183,0,1187,51,27,1,48,2024-07-06 18:55:07,37,1M,-18.7,52.0
26710,2024-07-06 18:55:08+00:00,30.0,100,2281.0,0,0,1112,0,1129,51,30,1,42,2024-07-06 18:55:08,37,1M,-18.7,52.0
26711,2024-07-06 18:55:10+00:00,30.0,100,3489.0,0,0,1160,0,1163,51,28,1,46,2024-07-06 18:55:10,37,1M,-18.7,52.0
26712,2024-07-06 18:55:11+00:00,30.0,100,2360.0,0,0,1160,0,1175,51,30,1,42,2024-07-06 18:55:11,37,1M,-18.7,52.0
26713,2024-07-06 18:55:12+00:00,30.0,100,3215.0,0,1,1196,1,1213,51,28,1,46,2024-07-06 18:55:12,37,1M,-18.7,52.0
26714,2024-07-06 18:55:13+00:00,30.0,100,2973.0,0,0,1148,0,1152,51,32,1,38,2024-07-06 18:55:13,37,1M,-18.7,52.0
26715,2024-07-06 18:55:14+00:00,30.0,100,2650.0,0,0,1183,0,1188,51,33,1,36,2024-07-06 18:55:14,37,1M,-18.7,52.0
26716,2024-07-06 18:55:15+00:00,30.0,100,3466.0,0,0,1231,0,1251,51,29,1,44,2024-07-06 18:55:15,37,1M,-18.7,52.0
26717,2024-07-06 18:55:17+00:00,30.0,100,3171.0,0,0,1195,0,1213,51,32,1,38,2024-07-06 18:55:17,37,1M,-18.7,52.0
26718,2024-07-06 18:55:18+00:00,30.0,100,2880.0,0,0,1136,0,1149,51,29,1,44,2024-07-06 18:55:18,37,1M,-18.7,52.0
26719,2024-07-06 18:55:19+00:00,30.0,100,3597.0,0,0,1124,0,1132,51,34,1,34,2024-07-06 18:55:19,37,1M,-18.7,52.0
26720,2024-07-06 18:55:20+00:00,30.0,100,2894.0,0,0,1112,0,1140,51,31,1,40,2024-07-06 18:55:20,37,1M,-18.7,52.0
26721,2024-07-06 18:55:21+00:00,30.0,100,2832.0,0,1,1137,1,1153,51,31,1,40,2024-07-06 18:55:21,37,1M,-18.7,52.0
26722,2024-07-06 18:55:22+00:00,30.0,100,2486.0,0,0,1112,0,1116,51,30,1,42,2024-07-06 18:55:22,37,1M,-18.7,52.0
26723,2024-07-06 18:55:23+00:00,30.0,100,3292.0,0,0,1148,0,1162,51,32,1,38,2024-07-06 18:55:23,37,1M,-18.7,52.0
26724,2024-07-06 18:55:24+00:00,30.0,100,3184.0,0,0,1101,0,1095,51,30,1,42,2024-07-06 18:55:24,37,1M,-18.7,52.0
26725,2024-07-06 18:55:25+00:00,30.0,100,2839.0,0,0,1183,0,1211,51,31,1,40,2024-07-06 18:55:25,37,1M,-18.7,52.0
26726,2024-07-06 18:55:27+00:00,30.0,100,2430.0,0,0,1124,0,1128,51,30,1,42,2024-07-06 18:55:27,37,1M,-18.7,52.0
26727,2024-07-06 18:55:28+00:00,30.0,100,3707.0,0,0,1172,0,1176,51,30,1,42,2024-07-06 18:55:28,37,1M,-18.7,52.0
26728,2024-07-06 18:55:29+00:00,30.0,100,2205.0,0,0,1089,0,1104,51,27,1,48,2024-07-06 18:55:29,37,1M,-18.7,52.0
26729,2024-07-06 18:55:30+00:00,30.0,100,1879.0,0,0,1136,0,1146,51,31,1,40,2024-07-06 18:55:30,37,1M,-18.7,52.0
26730,2024-07-06 18:55:31+00:00,30.0,100,2826.0,0,1,1208,1,1206,51,28,1,46,2024-07-06 18:55:31,37,1M,-18.7,52.0
26731,2024-07-06 18:55:32+00:00,30.0,100,2465.0,0,0,1148,0,1152,51,30,1,42,2024-07-06 18:55:32,37,1M,-18.7,52.0
26732,2024-07-06 18:55:33+00:00,30.0,100,3500.0,0,0,1148,0,1152,51,33,1,36,2024-07-06 18:55:33,37,1M,-18.7,52.0
26733,2024-07-06 18:55:34+00:00,30.0,100,2540.0,0,0,1124,0,1132,51,31,1,40,2024-07-06 18:55:34,37,1M,-18.7,52.0
26734,2024-07-06 18:55:35+00:00,30.0,100,3098.0,0,0,1124,0,1140,51,30,1,42,2024-07-06 18:55:35,37,1M,-18.7,52.0
26735,2024-07-06 18:55:37+00:00,30.0,100,2634.0,0,0,1124,0,1136,51,31,1,40,2024-07-06 18:55:37,37,1M,-18.7,52.0
26736,2024-07-06 18:55:38+00:00,30.0,100,3578.0,0,0,1172,0,1194,51,30,1,42,2024-07-06 18:55:38,37,1M,-18.7,52.0
26737,2024-07-06 18:55:39+00:00,30.0,100,2829.0,0,0,1124,0,1130,51,32,1,38,2024-07-06 18:55:39,37,1M,-18.7,52.0
26738,2024-07-06 18:55:40+00:00,30.0,100,2824.0,0,1,1149,1,1160,51,29,1,44,2024-07-06 18:55:40,37,1M,-18.7,52.0
26739,2024-07-06 18:55:41+00:00,30.0,100,2986.0,0,0,1183,0,1188,51,31,1,40,2024-07-06 18:55:41,37,1M,-18.7,52.0
26740,2024-07-06 18:55:42+00:00,30.0,100,3188.0,0,0,1112,0,1128,51,29,1,44,2024-07-06 18:55:42,37,1M,-18.7,52.0
26741,2024-07-06 18:55:43+00:00,30.0,100,2596.0,0,0,1219,0,1239,51,32,1,38,2024-07-06 18:55:43,37,1M,-18.7,52.0
26742,2024-07-06 18:55:45+00:00,30.0,100,3563.0,0,0,1136,0,1141,51,32,1,38,2024-07-06 18:55:45,37,1M,-18.7,52.0
26743,2024-07-06 18:55:46+00:00,30.0,100,2588.0,0,0,1160,0,1176,51,28,1,46,2024-07-06 18:55:46,37,1M,-18.7,52.0
26744,2024-07-06 18:55:47+00:00,30.0,100,2128.0,0,0,1160,0,1163,51,30,1,42,2024-07-06 18:55:47,37,1M,-18.7,52.0
26745,2024-07-06 18:55:48+00:00,30.0,100,2162.0,0,0,1160,0,1164,51,29,1,44,2024-07-06 18:55:48,37,1M,-18.7,52.0
26746,2024-07-06 18:55:49+00:00,30.0,100,2822.0,0,1,1137,1,1141,51,34,1,34,2024-07-06 18:55:49,37,1M,-18.7,52.0
26747,2024-07-06 18:55:50+00:00,30.0,100,3844.0,0,0,1195,0,1216,51,31,1,40,2024-07-06 18:55:50,37,1M,-18.7,52.0
26748,2024-07-06 18:55:51+00:00,30.0,100,2449.0,0,0,1112,0,1128,51,31,1,40,2024-07-06 18:55:51,37,1M,-18.7,52.0
26749,2024-07-06 18:55:52+00:00,30.0,100,3209.0,0,0,1219,0,1226,51,29,1,44,2024-07-06 18:55:52,37,1M,-18.7,52.0
26750,2024-07-06 18:55:54+00:00,30.0,100,2689.0,0,0,1195,0,1200,51,30,1,42,2024-07-06 18:55:54,37,1M,-18.7,52.0
26751,2024-07-06 18:55:55+00:00,30.0,100,2352.0,0,0,1148,0,1168,51,30,1,42,2024-07-06 18:55:55,37,1M,-18.7,52.0
26752,2024-07-06 18:55:56+00:00,30.0,100,3177.0,0,0,1183,0,1187,51,32,1,38,2024-07-06 18:55:56,37,1M,-18.7,52.0
26753,2024-07-06 18:55:57+00:00,30.0,100,2523.0,0,1,1125,1,1138,51,28,1,46,2024-07-06 18:55:57,37,1M,-18.7,52.0
26754,2024-07-06 18:55:58+00:00,30.0,100,1923.0,0,0,1183,0,1178,51,28,1,46,2024-07-06 18:55:58,37,1M,-18.7,52.0
26755,2024-07-06 18:55:59+00:00,30.0,100,2964.0,0,0,1101,0,1120,51,31,1,40,2024-07-06 18:55:59,37,1M,-26.6,52.0
26756,2024-07-06 18:56:00+00:00,30.0,100,2885.0,0,0,1112,0,1113,51,29,1,44,2024-07-06 18:56:00,37,1M,-26.6,52.0
26757,2024-07-06 18:56:01+00:00,30.0,100,2482.0,0,0,1112,0,1116,51,29,1,44,2024-07-06 18:56:01,37,1M,-26.6,52.0
26758,2024-07-06 18:56:03+00:00,30.0,100,2869.0,0,0,1136,0,1140,51,32,1,38,2024-07-06 18:56:03,37,1M,-26.6,52.0
26759,2024-07-06 18:56:04+00:00,30.0,100,2602.0,0,0,1136,0,1144,51,30,1,42,2024-07-06 18:56:04,37,1M,-26.6,52.0
26760,2024-07-06 18:56:05+00:00,30.0,100,2675.0,0,0,1136,0,1136,51,31,1,40,2024-07-06 18:56:05,37,1M,-26.6,52.0
26761,2024-07-06 18:56:06+00:00,30.0,100,2837.0,0,0,1101,0,1104,51,31,1,40,2024-07-06 18:56:06,37,1M,-26.6,52.0
26762,2024-07-06 18:56:07+00:00,30.0,100,3559.0,0,1,1208,1,1220,51,30,1,42,2024-07-06 18:56:07,37,1M,-26.6,52.0
26763,2024-07-06 18:56:08+00:00,30.0,100,2305.0,0,0,1278,0,1275,51,30,1,42,2024-07-06 18:56:08,37,1M,-26.6,52.0
26764,2024-07-06 18:56:09+00:00,30.0,100,2726.0,0,0,1160,0,1164,51,29,1,44,2024-07-06 18:56:09,37,1M,-26.6,52.0
26765,2024-07-06 18:56:11+00:00,30.0,100,2593.0,0,0,1148,0,1152,51,32,1,38,2024-07-06 18:56:11,37,1M,-26.6,52.0
26766,2024-07-06 18:56:12+00:00,30.0,100,2303.0,0,0,1207,0,1211,51,31,1,40,2024-07-06 18:56:12,37,1M,-26.6,52.0
26767,2024-07-06 18:56:13+00:00,30.0,100,3440.0,0,0,1124,0,1129,51,33,1,36,2024-07-06 18:56:13,37,1M,-26.6,52.0
26768,2024-07-06 18:56:14+00:00,30.0,100,3735.0,0,0,1112,0,1117,51,32,1,38,2024-07-06 18:56:14,37,1M,-26.6,52.0
26769,2024-07-06 18:56:15+00:00,30.0,100,3562.0,0,1,1125,1,1138,51,32,1,38,2024-07-06 18:56:15,37,1M,-26.6,52.0
26770,2024-07-06 18:56:16+00:00,30.0,100,3046.0,0,0,1089,0,1085,51,31,1,40,2024-07-06 18:56:16,37,1M,-26.6,52.0
26771,2024-07-06 18:56:17+00:00,30.0,100,3259.0,0,0,1136,0,1145,51,31,1,40,2024-07-06 18:56:17,37,1M,-26.6,52.0
26772,2024-07-06 18:56:18+00:00,30.0,100,2972.0,0,0,1136,0,1136,51,31,1,40,2024-07-06 18:56:18,37,1M,-26.6,52.0
26773,2024-07-06 18:56:19+00:00,30.0,100,3272.0,0,0,1124,0,1128,51,31,1,40,2024-07-06 18:56:19,37,1M,-26.6,52.0
26774,2024-07-06 18:56:20+00:00,30.0,100,3245.0,0,0,1124,0,1128,51,31,1,40,2024-07-06 18:56:20,37,1M,-26.6,52.0
26775,2024-07-06 18:56:22+00:00,30.0,100,3088.0,0,0,1148,0,1152,51,31,1,40,2024-07-06 18:56:22,37,1M,-26.6,52.0
26776,2024-07-06 18:56:23+00:00,30.0,100,2170.0,0,0,1136,0,1144,51,29,1,44,2024-07-06 18:56:23,37,1M,-26.6,52.0
26777,2024-07-06 18:56:24+00:00,30.0,100,2485.0,0,0,1136,0,1135,51,31,1,40,2024-07-06 18:56:24,37,1M,-26.6,52.0
26778,2024-07-06 18:56:25+00:00,30.0,100,3170.0,0,1,1149,1,1153,51,31,1,40,2024-07-06 18:56:25,37,1M,-26.6,52.0
26779,2024-07-06 18:56:26+00:00,30.0,100,3011.0,0,0,1183,0,1197,51,29,1,44,2024-07-06 18:56:26,37,1M,-26.6,52.0
26780,2024-07-06 18:56:27+00:00,30.0,100,2941.0,0,0,1124,0,1123,51,32,1,38,2024-07-06 18:56:27,37,1M,-26.6,52.0
26781,2024-07-06 18:56:28+00:00,30.0,100,2614.0,0,0,1136,0,1136,51,31,1,40,2024-07-06 18:56:28,37,1M,-26.6,52.0
26782,2024-07-06 18:56:29+00:00,30.0,100,2197.0,0,0,1136,0,1144,51,33,1,36,2024-07-06 18:56:29,37,1M,-26.6,52.0
26783,2024-07-06 18:56:31+00:00,30.0,100,3727.0,0,0,1136,0,1136,51,31,1,40,2024-07-06 18:56:31,37,1M,-26.6,52.0
26784,2024-07-06 18:56:32+00:00,30.0,100,3044.0,0,0,1172,0,1176,51,34,1,34,2024-07-06 18:56:32,37,1M,-26.6,52.0
26785,2024-07-06 18:56:33+00:00,30.0,100,2737.0,0,0,1089,0,1093,51,32,1,38,2024-07-06 18:56:33,37,1M,-26.6,52.0
26786,2024-07-06 18:56:34+00:00,30.0,100,3287.0,0,0,1195,0,1200,51,31,1,40,2024-07-06 18:56:34,37,1M,-26.6,52.0
26787,2024-07-06 18:56:35+00:00,30.0,100,2269.0,0,1,1137,1,1140,51,32,1,38,2024-07-06 18:56:35,37,1M,-26.6,52.0
26788,2024-07-06 18:56:36+00:00,30.0,100,2752.0,0,0,1101,0,1109,51,30,1,42,2024-07-06 18:56:36,37,1M,-26.6,52.0
26789,2024-07-06 18:56:37+00:00,30.0,100,2739.0,0,0,1112,0,1123,51,30,1,42,2024-07-06 18:56:37,37,1M,-26.6,52.0
26790,2024-07-06 18:56:38+00:00,30.0,100,3194.0,0,0,1148,0,1141,51,33,1,36,2024-07-06 18:56:38,37,1M,-26.6,52.0
26791,2024-07-06 18:56:39+00:00,30.0,100,3154.0,0,0,1148,0,1152,51,30,1,42,2024-07-06 18:56:39,37,1M,-26.6,52.0
26792,2024-07-06 18:56:41+00:00,30.0,100,3260.0,0,0,1148,0,1152,51,30,1,42,2024-07-06 18:56:41,37,1M,-26.6,52.0
26793,2024-07-06 18:56:42+00:00,30.0,100,2647.0,0,0,1148,0,1159,51,31,1,40,2024-07-06 18:56:42,37,1M,-26.6,52.0
26794,2024-07-06 18:56:43+00:00,30.0,100,2428.0,0,0,1160,0,1157,51,35,1,32,2024-07-06 18:56:43,37,1M,-26.6,52.0
26795,2024-07-06 18:56:44+00:00,30.0,100,3520.0,0,1,1149,1,1153,51,33,1,36,2024-07-06 18:56:44,37,1M,-26.6,52.0
26796,2024-07-06 18:56:45+00:00,30.0,100,3223.0,0,0,1101,0,1105,51,32,1,38,2024-07-06 18:56:45,37,1M,-26.6,52.0
26797,2024-07-06 18:56:46+00:00,30.0,100,2778.0,0,0,1219,0,1223,51,27,1,48,2024-07-06 18:56:46,37,1M,-26.6,52.0
26798,2024-07-06 18:56:47+00:00,30.0,100,2016.0,0,0,1124,0,1128,51,28,1,46,2024-07-06 18:56:47,37,1M,-26.6,52.0
26799,2024-07-06 18:56:48+00:00,30.0,100,2149.0,0,0,1112,0,1120,51,31,1,40,2024-07-06 18:56:48,37,1M,-26.6,52.0
26800,2024-07-06 18:56:50+00:00,30.0,100,3714.0,0,0,1183,0,1189,51,32,1,38,2024-07-06 18:56:50,37,1M,-26.6,52.0
26801,2024-07-06 18:56:51+00:00,30.0,100,2746.0,0,0,1160,0,1159,51,36,1,30,2024-07-06 18:56:51,37,1M,-26.6,52.0
26802,2024-07-06 18:56:52+00:00,30.0,100,3733.0,0,0,1148,0,1157,51,31,1,40,2024-07-06 18:56:52,37,1M,-26.6,52.0
26803,2024-07-06 18:56:53+00:00,30.0,100,3209.0,0,1,1160,1,1161,51,33,1,36,2024-07-06 18:56:53,37,1M,-26.6,52.0
26804,2024-07-06 18:56:54+00:00,30.0,100,2884.0,0,0,1077,0,1081,51,31,1,40,2024-07-06 18:56:54,37,1M,-26.6,52.0
26805,2024-07-06 18:56:55+00:00,30.0,100,3452.0,0,0,1148,0,1153,51,35,1,32,2024-07-06 18:56:55,37,1M,-26.6,52.0
26806,2024-07-06 18:56:56+00:00,30.0,100,2965.0,0,0,1101,0,1104,51,27,1,48,2024-07-06 18:56:56,37,1M,-26.6,52.0
26807,2024-07-06 18:56:57+00:00,30.0,100,2892.0,0,0,1101,0,1104,51,31,1,40,2024-07-06 18:56:57,37,1M,-26.6,52.0
26808,2024-07-06 18:56:58+00:00,30.0,100,2499.0,0,0,1136,0,1145,51,32,1,38,2024-07-06 18:56:58,37,1M,-26.6,52.0
26809,2024-07-06 18:57:00+00:00,30.0,100,3024.0,0,0,1148,0,1152,51,31,1,40,2024-07-06 18:57:00,37,1M,-20.4,52.0
26810,2024-07-06 18:57:01+00:00,30.0,100,2791.0,0,0,1136,0,1156,51,31,1,40,2024-07-06 18:57:01,37,1M,-20.4,52.0
26811,2024-07-06 18:57:02+00:00,30.0,100,3786.0,0,0,1183,0,1196,51,35,1,32,2024-07-06 18:57:02,37,1M,-20.4,52.0
26812,2024-07-06 18:57:03+00:00,30.0,100,3375.0,0,1,1231,1,1234,51,31,1,40,2024-07-06 18:57:03,37,1M,-20.4,52.0
26813,2024-07-06 18:57:04+00:00,30.0,100,1993.0,0,0,1124,0,1124,51,30,1,42,2024-07-06 18:57:04,37,1M,-20.4,52.0
26814,2024-07-06 18:57:05+00:00,30.0,100,3153.0,0,0,1136,0,1141,51,34,1,34,2024-07-06 18:57:05,37,1M,-20.4,52.0
26815,2024-07-06 18:57:06+00:00,30.0,100,2650.0,0,0,1112,0,1128,51,29,1,44,2024-07-06 18:57:06,37,1M,-20.4,52.0
26816,2024-07-06 18:57:08+00:00,30.0,100,3008.0,0,0,1195,0,1199,51,31,1,40,2024-07-06 18:57:08,37,1M,-20.4,52.0
26817,2024-07-06 18:57:09+00:00,30.0,100,2660.0,0,0,1148,0,1152,51,28,1,46,2024-07-06 18:57:09,37,1M,-20.4,52.0
26818,2024-07-06 18:57:10+00:00,30.0,100,2535.0,0,0,1207,0,1223,51,35,1,32,2024-07-06 18:57:10,37,1M,-20.4,52.0
26819,2024-07-06 18:57:11+00:00,30.0,100,3332.0,0,0,1112,0,1120,51,30,1,42,2024-07-06 18:57:11,37,1M,-20.4,52.0
26820,2024-07-06 18:57:12+00:00,30.0,100,2773.0,0,1,1160,1,1164,51,29,1,44,2024-07-06 18:57:12,37,1M,-20.4,52.0
26821,2024-07-06 18:57:13+00:00,30.0,100,2666.0,0,0,1172,0,1177,51,34,1,34,2024-07-06 18:57:13,37,1M,-20.4,52.0
26822,2024-07-06 18:57:14+00:00,30.0,100,3202.0,0,0,1160,0,1164,51,33,1,36,2024-07-06 18:57:14,37,1M,-20.4,52.0
26823,2024-07-06 18:57:15+00:00,30.0,100,3118.0,0,0,1124,0,1132,51,30,1,42,2024-07-06 18:57:15,37,1M,-20.4,52.0
26824,2024-07-06 18:57:17+00:00,30.0,100,3037.0,0,0,1172,0,1176,51,30,1,42,2024-07-06 18:57:17,37,1M,-20.4,52.0
26825,2024-07-06 18:57:18+00:00,30.0,100,2646.0,0,0,1136,0,1152,51,31,1,40,2024-07-06 18:57:18,37,1M,-20.4,52.0
26826,2024-07-06 18:57:19+00:00,30.0,100,2593.0,0,0,1148,0,1152,51,31,1,40,2024-07-06 18:57:19,37,1M,-20.4,52.0
26827,2024-07-06 18:57:20+00:00,30.0,100,2476.0,0,0,1124,0,1128,51,31,1,40,2024-07-06 18:57:20,37,1M,-20.4,52.0
26828,2024-07-06 18:57:21+00:00,30.0,100,3172.0,0,1,1149,1,1153,51,31,1,40,2024-07-06 18:57:21,37,1M,-20.4,52.0
26829,2024-07-06 18:57:22+00:00,30.0,100,2319.0,0,0,1136,0,1152,51,28,1,46,2024-07-06 18:57:22,37,1M,-20.4,52.0
26830,2024-07-06 18:57:23+00:00,30.0,100,2653.0,0,0,1148,0,1152,51,29,1,44,2024-07-06 18:57:23,37,1M,-20.4,52.0
26831,2024-07-06 18:57:24+00:00,30.0,100,2708.0,0,0,1136,0,1140,51,28,1,46,2024-07-06 18:57:24,37,1M,-20.4,52.0
26832,2024-07-06 18:57:25+00:00,30.0,100,1940.0,0,0,1112,0,1128,51,28,1,46,2024-07-06 18:57:25,37,1M,-20.4,52.0
26833,2024-07-06 18:57:27+00:00,30.0,100,2548.0,0,0,1148,0,1152,51,34,1,34,2024-07-06 18:57:27,37,1M,-20.4,52.0
26834,2024-07-06 18:57:28+00:00,30.0,100,3889.0,0,0,1183,0,1188,51,33,1,36,2024-07-06 18:57:28,37,1M,-20.4,52.0
26835,2024-07-06 18:57:29+00:00,30.0,100,2997.0,0,0,1112,0,1133,51,31,1,40,2024-07-06 18:57:29,37,1M,-20.4,52.0
26836,2024-07-06 18:57:30+00:00,30.0,100,2375.0,0,0,1148,0,1140,51,32,1,38,2024-07-06 18:57:30,37,1M,-20.4,52.0
26837,2024-07-06 18:57:31+00:00,30.0,100,2778.0,0,1,1101,1,1110,51,33,1,36,2024-07-06 18:57:31,37,1M,-20.4,52.0
26838,2024-07-06 18:57:32+00:00,30.0,100,3055.0,0,0,1136,0,1144,51,34,1,34,2024-07-06 18:57:32,37,1M,-20.4,52.0
26839,2024-07-06 18:57:33+00:00,30.0,100,4063.0,0,0,1136,0,1150,51,28,1,46,2024-07-06 18:57:33,37,1M,-20.4,52.0
26840,2024-07-06 18:57:34+00:00,30.0,100,2947.0,0,0,1183,0,1188,51,32,1,38,2024-07-06 18:57:34,37,1M,-20.4,52.0
26841,2024-07-06 18:57:35+00:00,30.0,100,3521.0,0,0,1124,0,1140,51,31,1,40,2024-07-06 18:57:35,37,1M,-20.4,52.0
26842,2024-07-06 18:57:37+00:00,30.0,100,2121.0,0,0,1101,0,1104,51,29,1,44,2024-07-06 18:57:37,37,1M,-20.4,52.0
26843,2024-07-06 18:57:38+00:00,30.0,100,2747.0,0,0,1124,0,1128,51,31,1,40,2024-07-06 18:57:38,37,1M,-20.4,52.0
26844,2024-07-06 18:57:39+00:00,30.0,100,3079.0,0,0,1101,0,1109,51,29,1,44,2024-07-06 18:57:39,37,1M,-20.4,52.0
26845,2024-07-06 18:57:40+00:00,30.0,100,2616.0,0,0,1101,0,1100,51,30,1,42,2024-07-06 18:57:40,37,1M,-20.4,52.0
26846,2024-07-06 18:57:41+00:00,30.0,100,3061.0,0,0,1172,0,1176,51,32,1,38,2024-07-06 18:57:41,37,1M,-20.4,52.0
26847,2024-07-06 18:57:42+00:00,30.0,100,2971.0,0,1,1101,1,1105,51,32,1,38,2024-07-06 18:57:42,37,1M,-20.4,52.0
26848,2024-07-06 18:57:43+00:00,30.0,100,3163.0,0,0,1101,0,1116,51,28,1,46,2024-07-06 18:57:43,37,1M,-20.4,52.0
26849,2024-07-06 18:57:44+00:00,30.0,100,2679.0,0,0,1112,0,1120,51,30,1,42,2024-07-06 18:57:44,37,1M,-20.4,52.0
26850,2024-07-06 18:57:45+00:00,30.0,100,3785.0,0,0,1124,0,1140,51,35,1,32,2024-07-06 18:57:45,37,1M,-20.4,52.0
26851,2024-07-06 18:57:46+00:00,30.0,100,3271.0,0,0,1160,0,1173,51,32,1,38,2024-07-06 18:57:46,37,1M,-20.4,52.0
26852,2024-07-06 18:57:48+00:00,30.0,100,3302.0,0,0,1148,0,1157,51,32,1,38,2024-07-06 18:57:48,37,1M,-20.4,52.0
26853,2024-07-06 18:57:49+00:00,30.0,100,2688.0,0,0,1136,0,1148,51,30,1,42,2024-07-06 18:57:49,37,1M,-20.4,52.0
26854,2024-07-06 18:57:50+00:00,30.0,100,3022.0,0,0,1124,0,1134,51,32,1,38,2024-07-06 18:57:50,37,1M,-20.4,52.0
26855,2024-07-06 18:57:51+00:00,30.0,100,3184.0,0,0,1160,0,1163,51,27,1,48,2024-07-06 18:57:51,37,1M,-20.4,52.0
26856,2024-07-06 18:57:52+00:00,30.0,100,2191.0,0,1,1172,1,1176,51,30,1,42,2024-07-06 18:57:52,37,1M,-20.4,52.0
26857,2024-07-06 18:57:53+00:00,30.0,100,3678.0,0,0,1112,0,1128,51,29,1,44,2024-07-06 18:57:53,37,1M,-20.4,52.0
26858,2024-07-06 18:57:54+00:00,30.0,100,3078.0,0,0,1160,0,1164,51,32,1,38,2024-07-06 18:57:54,37,1M,-20.4,52.0
26859,2024-07-06 18:57:56+00:00,30.0,100,3498.0,0,0,1302,0,1311,51,28,1,46,2024-07-06 18:57:56,37,1M,-20.4,52.0
26860,2024-07-06 18:57:57+00:00,30.0,100,2694.0,0,0,1183,0,1203,51,28,1,46,2024-07-06 18:57:57,37,1M,-20.4,52.0
26861,2024-07-06 18:57:58+00:00,30.0,100,2554.0,0,0,1136,0,1136,51,34,1,34,2024-07-06 18:57:58,37,1M,-20.4,52.0
26862,2024-07-06 18:57:59+00:00,30.0,100,2343.0,0,0,1160,0,1164,51,30,1,42,2024-07-06 18:57:59,37,1M,-16.4,52.0
26863,2024-07-06 18:58:00+00:00,30.0,100,2683.0,0,1,1101,1,1119,51,32,1,38,2024-07-06 18:58:00,37,1M,-16.4,52.0
26864,2024-07-06 18:58:01+00:00,30.0,100,3244.0,0,0,1148,0,1168,51,30,1,42,2024-07-06 18:58:01,37,1M,-16.4,52.0
26865,2024-07-06 18:58:02+00:00,30.0,100,3473.0,0,0,1101,0,1114,51,31,1,40,2024-07-06 18:58:02,37,1M,-16.4,52.0
26866,2024-07-06 18:58:03+00:00,30.0,100,2988.0,0,0,1160,0,1159,51,28,1,46,2024-07-06 18:58:03,37,1M,-16.4,52.0
26867,2024-07-06 18:58:05+00:00,30.0,100,2135.0,0,0,1183,0,1214,51,29,1,44,2024-07-06 18:58:05,37,1M,-16.4,52.0
26868,2024-07-06 18:58:06+00:00,30.0,100,2363.0,0,0,1195,0,1211,51,31,1,40,2024-07-06 18:58:06,37,1M,-16.4,52.0
26869,2024-07-06 18:58:07+00:00,30.0,100,2790.0,0,0,1148,0,1164,51,29,1,44,2024-07-06 18:58:07,37,1M,-16.4,52.0
26870,2024-07-06 18:58:08+00:00,30.0,100,2184.0,0,0,1172,0,1175,51,29,1,44,2024-07-06 18:58:08,37,1M,-16.4,52.0
26871,2024-07-06 18:58:09+00:00,30.0,100,2926.0,0,1,1125,1,1129,51,32,1,38,2024-07-06 18:58:09,37,1M,-16.4,52.0
26872,2024-07-06 18:58:10+00:00,30.0,100,3192.0,0,0,1148,0,1165,51,29,1,44,2024-07-06 18:58:10,37,1M,-16.4,52.0
26873,2024-07-06 18:58:11+00:00,30.0,100,3455.0,0,0,1172,0,1176,51,35,1,32,2024-07-06 18:58:11,37,1M,-16.4,52.0
26874,2024-07-06 18:58:12+00:00,30.0,100,3091.0,0,0,1148,0,1152,51,31,1,40,2024-07-06 18:58:12,37,1M,-16.4,52.0
26875,2024-07-06 18:58:14+00:00,30.0,100,2781.0,0,0,1124,0,1148,51,31,1,40,2024-07-06 18:58:14,37,1M,-16.4,52.0
26876,2024-07-06 18:58:15+00:00,30.0,100,2382.0,0,0,1172,0,1176,51,33,1,36,2024-07-06 18:58:15,37,1M,-16.4,52.0
26877,2024-07-06 18:58:16+00:00,30.0,100,3192.0,0,0,1124,0,1144,51,34,1,34,2024-07-06 18:58:16,37,1M,-16.4,52.0
26878,2024-07-06 18:58:17+00:00,30.0,100,3063.0,0,0,1089,0,1115,51,32,1,38,2024-07-06 18:58:17,37,1M,-16.4,52.0
26879,2024-07-06 18:58:18+00:00,30.0,100,2381.0,0,0,1124,0,1124,51,31,1,40,2024-07-06 18:58:18,37,1M,-16.4,52.0
26880,2024-07-06 18:58:19+00:00,30.0,100,3569.0,0,1,1149,1,1170,51,34,1,34,2024-07-06 18:58:19,37,1M,-16.4,52.0
26881,2024-07-06 18:58:20+00:00,30.0,100,3083.0,0,0,1207,0,1212,51,31,1,40,2024-07-06 18:58:20,37,1M,-16.4,52.0
