,_time,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,transfer,ue_nr,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,time_latency
13764,2024-04-02 13:22:05+00:00,10000000.0,9.18,3.456,0.0,21.16,1.09,1,100.0,0.0,1.0,19749.0,1.0,19820.0,33.5
13766,2024-04-02 13:22:07+00:00,10000000.0,9.14,0.933,0.0,21.16,1.09,1,100.0,0.0,2.0,23772.0,2.0,23846.0,32.7
13768,2024-04-02 13:22:09+00:00,10000000.0,9.44,1.01,0.0,21.16,1.13,1,100.0,0.0,1.0,21582.0,1.0,21649.0,40.0
13770,2024-04-02 13:22:11+00:00,10000000.0,9.71,1.564,0.0,21.16,1.17,1,100.0,0.0,1.0,21914.0,1.0,21984.0,14.8
13773,2024-04-02 13:22:14+00:00,10000000.0,10.18,1.1035,0.0,21.16,1.2149999999999999,1,100.0,0.0,1.0,24540.0,1.0,24627.0,62.45
13775,2024-04-02 13:22:16+00:00,10000000.0,9.62,1.166,0.0036,21.16,1.15,1,100.0,0.0,2.0,25050.0,2.0,25126.0,87.1
13777,2024-04-02 13:22:18+00:00,10000000.0,9.66,1.165,0.0,21.16,1.15,1,100.0,0.0,1.0,23192.0,1.0,23263.0,57.2
13780,2024-04-02 13:22:21+00:00,10000000.0,9.92,3.5855,0.0105,21.16,1.1800000000000002,1,100.0,0.0,1.0,23831.0,1.0,23910.0,73.85
13782,2024-04-02 13:22:23+00:00,10000000.0,8.9,4.65,0.08800000000000001,21.16,1.06,1,100.0,0.0,2.0,25677.0,2.0,25759.0,96.3
13789,2024-04-02 13:22:30+00:00,10000000.0,9.49,1.727,0.0,21.16,1.13,1,100.0,0.0,2.0,22104.0,2.0,22183.0,43.6
13791,2024-04-02 13:22:32+00:00,10000000.0,11.6,1.345,0.0,21.16,1.38,1,100.0,0.0,1.0,24387.0,1.0,24457.0,82.3
13794,2024-04-02 13:22:35+00:00,10000000.0,9.719999999999999,1.6945000000000001,0.0,21.16,1.1600000000000001,1,100.0,0.0,1.0,23653.0,1.0,23730.0,134.0
13796,2024-04-02 13:22:37+00:00,10000000.0,9.07,3.395,0.0,21.16,1.08,1,100.0,0.0,2.0,22766.0,2.0,22838.0,75.9
13799,2024-04-02 13:22:40+00:00,10000000.0,9.844999999999999,1.4585,0.0,21.16,1.18,1,100.0,0.0,1.0,23393.0,1.0,23476.0,44.15
13801,2024-04-02 13:22:42+00:00,10000000.0,10.4,0.852,0.0,21.16,1.24,1,100.0,0.0,1.0,25854.0,1.0,25940.0,53.9
13806,2024-04-02 13:22:47+00:00,10000000.0,9.59,2.4645,0.0,21.16,1.145,1,100.0,0.0,1.0,21405.0,1.0,21471.0,54.3
13811,2024-04-02 13:22:52+00:00,10000000.0,10.75,3.589,0.034,21.16,1.28,1,100.0,0.0,2.0,28659.0,2.0,28749.0,90.9
13813,2024-04-02 13:22:54+00:00,10000000.0,9.63,1.426,0.0,21.16,1.15,1,100.0,0.0,2.0,27558.0,2.0,27644.0,37.0
13815,2024-04-02 13:22:56+00:00,10000000.0,9.5,1.478,0.0,21.16,1.13,1,100.0,0.0,0.0,17618.0,0.0,17682.0,35.6
13822,2024-04-02 13:23:03+00:00,10000000.0,10.5,1.163,0.0,21.16,1.26,1,100.0,0.0,1.0,18601.0,1.0,18656.0,28.7
13824,2024-04-02 13:23:05+00:00,10000000.0,9.13,2.582,0.0,21.16,1.09,1,100.0,0.0,1.0,15382.0,1.0,15430.0,45.0
13827,2024-04-02 13:23:08+00:00,10000000.0,9.72,0.985,0.0,21.16,1.16,1,100.0,0.0,1.0,18683.0,1.0,18745.0,29.6
13829,2024-04-02 13:23:10+00:00,10000000.0,9.13,3.424,0.0,21.16,1.09,1,100.0,0.0,0.0,17169.0,0.0,17237.0,33.0
13832,2024-04-02 13:23:13+00:00,10000000.0,9.9,1.476,0.0,21.16,1.18,1,100.0,0.0,1.0,15264.0,1.0,15323.0,22.1
13835,2024-04-02 13:23:16+00:00,10000000.0,9.684999999999999,1.9064999999999999,0.0,21.16,1.155,1,100.0,0.0,1.0,19357.0,1.0,19418.0,135.0
13839,2024-04-02 13:23:20+00:00,10000000.0,8.396666666666667,2.407,0.14,21.16,1.0166666666666666,1,100.0,0.0,2.0,34303.0,2.0,34411.0,394.0
13843,2024-04-02 13:23:24+00:00,10000000.0,8.42,1.5533333333333335,0.16666666666666666,21.16,1.0066666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,355.0
13859,2024-04-02 13:23:40+00:00,10000000.0,8.42,1.5226666666666668,0.15666666666666665,21.16,1.0033333333333332,1,100.0,0.0,2.0,34384.0,2.0,34485.0,394.5
13863,2024-04-02 13:23:44+00:00,10000000.0,8.586666666666666,1.712,0.14933333333333335,21.16,1.0346666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,328.0
13867,2024-04-02 13:23:48+00:00,10000000.0,8.396666666666667,2.1776666666666666,0.16,21.16,1.0173333333333332,1,100.0,0.0,2.0,34338.0,2.0,34450.0,382.0
13871,2024-04-02 13:23:52+00:00,10000000.0,8.313333333333333,2.118,0.16,21.16,1.005,1,100.0,0.0,2.0,34337.0,2.0,34446.0,370.0
13887,2024-04-02 13:24:08+00:00,10000000.0,8.413333333333332,1.9396666666666667,0.16333333333333333,21.16,1.0113333333333332,1,100.0,0.0,2.0,34338.0,2.0,34446.0,389.0
13891,2024-04-02 13:24:12+00:00,10000000.0,8.336666666666668,1.9829999999999999,0.16333333333333333,21.16,1.003,1,100.0,0.0,2.0,34374.0,2.0,34485.0,348.3333333333333
13895,2024-04-02 13:24:16+00:00,10000000.0,8.453333333333333,1.564,0.16,21.16,1.018,1,100.0,0.0,2.0,34374.0,2.0,34485.0,376.6666666666667
13903,2024-04-02 13:24:24+00:00,10000000.0,8.4,1.8319999999999999,0.16,21.16,1.0123333333333333,1,100.0,0.0,2.0,34645.0,2.0,34758.0,383.5
13907,2024-04-02 13:24:28+00:00,10000000.0,8.423333333333334,2.479,0.16,21.16,1.0106666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,344.5
13911,2024-04-02 13:24:32+00:00,10000000.0,8.566666666666666,3.8996666666666666,0.17666666666666667,21.16,1.0273333333333334,1,100.0,0.0,2.0,34373.0,2.0,34485.0,337.5
13923,2024-04-02 13:24:44+00:00,10000000.0,8.339999999999998,1.781,0.16,21.16,1.0036666666666665,1,100.0,0.0,2.0,34384.0,2.0,34485.0,390.0
13947,2024-04-02 13:25:08+00:00,10000000.0,8.413333333333334,1.6956666666666667,0.19333333333333333,21.16,1.0106666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,326.6666666666667
13951,2024-04-02 13:25:12+00:00,10000000.0,8.166666666666666,1.9106666666666665,0.15666666666666665,21.16,0.9886666666666667,1,100.0,0.0,2.0,34374.0,2.0,34480.0,391.6666666666667
13955,2024-04-02 13:25:16+00:00,10000000.0,8.106666666666667,1.7749999999999997,0.15666666666666665,21.16,0.9793333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,375.3333333333333
13959,2024-04-02 13:25:20+00:00,10000000.0,8.346666666666666,1.4429999999999998,0.153,21.16,1.0119999999999998,1,100.0,0.0,2.0,34339.0,2.0,34450.0,383.0
13967,2024-04-02 13:25:28+00:00,10000000.0,8.62,1.7510000000000001,0.19333333333333336,21.16,1.0266666666666666,1,100.0,0.0,2.0,34337.0,2.0,34446.0,350.0
13983,2024-04-02 13:25:44+00:00,10000000.0,8.406666666666666,1.9316666666666666,0.16666666666666666,21.16,1.01,1,100.0,0.0,2.0,34338.0,2.0,34446.0,377.3333333333333
13987,2024-04-02 13:25:48+00:00,10000000.0,8.56,2.0926666666666667,0.16,21.16,1.0303333333333333,1,100.0,0.0,2.0,34339.0,3.0,34450.0,391.0
13991,2024-04-02 13:25:52+00:00,10000000.0,8.416666666666666,1.8126666666666669,0.17,21.16,1.0090000000000001,1,100.0,0.0,2.0,34374.0,2.0,34485.0,370.0
13995,2024-04-02 13:25:56+00:00,10000000.0,8.063333333333334,2.8046666666666664,0.15333333333333332,21.16,0.9756666666666666,1,100.0,0.0,2.0,34173.0,2.0,34277.0,408.6666666666667
13999,2024-04-02 13:26:00+00:00,10000000.0,8.406666666666666,2.107,0.16,21.16,1.0083333333333335,1,100.0,0.0,3.0,34539.0,3.0,34654.0,454.0
14007,2024-04-02 13:26:08+00:00,10000000.0,8.166666666666666,3.552,0.18666666666666668,21.16,0.9793333333333333,1,100.0,0.0,2.0,34372.0,2.0,34485.0,342.0
14015,2024-04-02 13:26:16+00:00,10000000.0,8.28,2.009,0.18000000000000002,21.16,0.993,1,100.0,0.0,2.0,34337.0,2.0,34446.0,383.0
14019,2024-04-02 13:26:20+00:00,10000000.0,8.683333333333332,2.9263333333333335,0.20333333333333334,21.16,1.043,1,100.0,0.0,2.0,34339.0,2.0,34450.0,349.3333333333333
14023,2024-04-02 13:26:24+00:00,10000000.0,8.42,1.6046666666666667,0.14200000000000002,21.16,1.0033333333333332,1,100.0,0.0,2.0,34410.0,2.0,34520.0,366.3333333333333
14027,2024-04-02 13:26:28+00:00,10000000.0,8.41,1.4796666666666667,0.15000000000000002,21.16,1.0113333333333332,1,100.0,0.0,2.0,34338.0,2.0,34450.0,339.0
14035,2024-04-02 13:26:36+00:00,10000000.0,8.416666666666666,2.9516666666666667,0.1466666666666667,21.16,1.012,1,100.0,0.0,2.0,34301.0,2.0,34416.0,342.0
14039,2024-04-02 13:26:40+00:00,10000000.0,8.403333333333334,2.2423333333333333,0.17666666666666667,21.16,1.0186666666666666,1,100.0,0.0,2.0,34385.0,2.0,34485.0,438.0
14047,2024-04-02 13:26:48+00:00,10000000.0,8.61,1.9823333333333333,0.16333333333333333,21.16,1.0416666666666667,1,100.0,0.0,2.0,34374.0,2.0,34480.0,383.3333333333333
14075,2024-04-02 13:27:16+00:00,10000000.0,8.406666666666666,2.4613333333333336,0.15333333333333335,21.16,1.0193333333333332,1,100.0,0.0,2.0,34337.0,2.0,34450.0,382.6666666666667
14079,2024-04-02 13:27:20+00:00,10000000.0,8.360000000000001,1.9173333333333333,0.16,21.16,1.0200000000000002,1,100.0,0.0,2.0,34351.0,2.0,34462.0,393.6666666666667
14087,2024-04-02 13:27:28+00:00,10000000.0,8.376666666666667,3.097,0.20633333333333334,21.16,1.0043333333333333,1,100.0,0.0,2.0,34410.0,2.0,34520.0,202.0
14092,2024-04-02 13:27:33+00:00,10000000.0,7.0075,3.7455000000000003,0.3,21.16,0.85575,1,100.0,0.0,3.0,34339.0,3.0,34450.0,400.5
14097,2024-04-02 13:27:38+00:00,10000000.0,6.5425,4.047,0.3275,21.16,0.7985,1,100.0,0.0,3.0,34363.0,3.0,34480.0,463.0
14101,2024-04-02 13:27:42+00:00,10000000.0,8.203333333333333,3.7473333333333336,0.22566666666666668,21.16,0.9926666666666667,1,100.0,0.0,2.0,34374.0,2.0,34485.0,307.5
14109,2024-04-02 13:27:50+00:00,10000000.0,9.530000000000001,1.4713333333333332,0.10933333333333334,21.16,1.1333333333333333,1,100.0,0.0,2.0,33369.0,2.0,33481.0,288.5
14113,2024-04-02 13:27:54+00:00,10000000.0,8.15,1.8343333333333334,0.164,21.16,0.9846666666666666,1,100.0,0.0,2.0,33132.0,2.0,33234.0,229.5
14117,2024-04-02 13:27:58+00:00,10000000.0,8.633333333333333,1.4076666666666668,0.16933333333333334,21.16,1.0439999999999998,1,100.0,0.0,2.0,34374.0,2.0,34485.0,386.5
14121,2024-04-02 13:28:02+00:00,10000000.0,9.003333333333332,1.2626666666666664,0.13999999999999999,21.16,1.0753333333333333,1,100.0,0.0,2.0,33629.0,2.0,33736.0,347.0
14124,2024-04-02 13:28:05+00:00,10000000.0,7.029999999999999,2.1965,0.10550000000000001,21.16,0.858,1,100.0,0.0,2.0,34267.0,2.0,34381.0,517.5
14128,2024-04-02 13:28:09+00:00,10000000.0,9.486666666666666,1.6369999999999998,0.042,21.16,1.1373333333333333,1,100.0,0.0,2.0,33747.0,2.0,33854.0,217.2
14132,2024-04-02 13:28:13+00:00,10000000.0,9.723333333333333,3.0436666666666667,0.07333333333333333,21.16,1.1600000000000001,1,100.0,0.0,2.0,34386.0,2.0,34485.0,181.9
14135,2024-04-02 13:28:16+00:00,10000000.0,8.645,1.5925,0.08,21.16,1.0415,1,100.0,0.0,2.0,34232.0,2.0,34346.0,341.5
14139,2024-04-02 13:28:20+00:00,10000000.0,9.603333333333333,1.6846666666666668,0.015,21.16,1.1523333333333332,1,100.0,0.0,2.0,34445.0,2.0,34554.0,279.0
14147,2024-04-02 13:28:28+00:00,10000000.0,8.403333333333334,1.4509999999999998,0.09333333333333334,21.16,1.0123333333333333,1,100.0,0.0,2.0,34303.0,2.0,34416.0,379.3333333333333
14151,2024-04-02 13:28:32+00:00,10000000.0,7.903333333333333,2.0973333333333333,0.19666666666666666,21.16,0.9576666666666668,1,100.0,0.0,2.0,34481.0,2.0,34589.0,407.0
14155,2024-04-02 13:28:36+00:00,10000000.0,8.926666666666668,2.733333333333333,0.14700000000000002,21.16,1.072,1,100.0,0.0,2.0,34303.0,2.0,34416.0,366.6666666666667
14159,2024-04-02 13:28:40+00:00,10000000.0,8.62,3.408333333333333,0.13433333333333333,21.16,1.0443333333333331,1,100.0,0.0,2.0,34374.0,2.0,34480.0,441.6666666666667
14163,2024-04-02 13:28:44+00:00,10000000.0,7.95,2.326,0.20566666666666666,21.16,0.9703333333333334,1,100.0,0.0,2.0,34374.0,2.0,34485.0,413.0
14171,2024-04-02 13:28:52+00:00,10000000.0,9.083333333333334,2.3023333333333333,0.09166666666666667,21.16,1.08,1,100.0,0.0,2.0,34243.0,2.0,34346.0,372.0
14175,2024-04-02 13:28:56+00:00,10000000.0,8.43,2.151,0.1566666666666667,21.16,1.013,1,100.0,0.0,2.0,34433.0,2.0,34550.0,394.6666666666667
14179,2024-04-02 13:29:00+00:00,10000000.0,7.41,2.0536666666666665,0.18666666666666668,21.16,0.895,1,100.0,0.0,2.0,34374.0,2.0,34485.0,501.0
14183,2024-04-02 13:29:04+00:00,10000000.0,9.040000000000001,1.5416666666666667,0.06166666666666667,21.16,1.0853333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,393.0
14187,2024-04-02 13:29:08+00:00,10000000.0,7.913333333333333,2.7319999999999998,0.17333333333333334,21.16,0.9576666666666668,1,100.0,0.0,2.0,34351.0,2.0,34450.0,442.0
14195,2024-04-02 13:29:16+00:00,10000000.0,8.459999999999999,1.8399999999999999,0.17200000000000001,21.16,1.023,1,100.0,0.0,2.0,34385.0,2.0,34485.0,377.3333333333333
14199,2024-04-02 13:29:20+00:00,10000000.0,8.53,1.1963333333333335,0.13999999999999999,21.16,1.0273333333333332,1,100.0,0.0,2.0,34374.0,2.0,34485.0,423.0
14203,2024-04-02 13:29:24+00:00,10000000.0,8.363333333333333,2.545666666666667,0.16333333333333333,21.16,1.0126666666666668,1,100.0,0.0,2.0,34303.0,2.0,34416.0,339.3333333333333
14207,2024-04-02 13:29:28+00:00,10000000.0,8.386666666666667,2.6769999999999996,0.18666666666666668,21.16,1.015,1,100.0,0.0,2.0,34409.0,2.0,34515.0,357.0
14211,2024-04-02 13:29:32+00:00,10000000.0,8.226666666666667,2.2343333333333333,0.166,21.16,0.9973333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,391.3333333333333
14215,2024-04-02 13:29:36+00:00,10000000.0,8.306666666666667,1.8256666666666668,0.16333333333333333,21.16,1.0050000000000001,1,100.0,0.0,2.0,34161.0,2.0,34277.0,436.5
14219,2024-04-02 13:29:40+00:00,10000000.0,8.336666666666666,2.2283333333333335,0.17333333333333334,21.16,1.018,1,100.0,0.0,2.0,34551.0,2.0,34659.0,381.6666666666667
14231,2024-04-02 13:29:52+00:00,10000000.0,8.186666666666667,1.266333333333333,0.15666666666666665,21.16,0.9900000000000001,1,100.0,0.0,2.0,34374.0,2.0,34485.0,317.6666666666667
14235,2024-04-02 13:29:56+00:00,10000000.0,8.693333333333333,1.8016666666666667,0.11236666666666667,21.16,1.042,1,100.0,0.0,2.0,34351.0,2.0,34450.0,316.5
14239,2024-04-02 13:30:00+00:00,10000000.0,8.406666666666666,2.5453333333333332,0.15033333333333335,21.16,1.007,1,100.0,0.0,3.0,34362.0,3.0,34480.0,364.6666666666667
14243,2024-04-02 13:30:04+00:00,10000000.0,8.846666666666666,1.4776666666666667,0.13,21.16,1.0596666666666668,1,100.0,0.0,2.0,34350.0,2.0,34450.0,366.5
14247,2024-04-02 13:30:08+00:00,10000000.0,8.42,1.6096666666666668,0.15333333333333335,21.16,1.0146666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,397.5
14259,2024-04-02 13:30:20+00:00,10000000.0,8.393333333333333,1.7486666666666668,0.16333333333333333,21.16,1.007,1,100.0,0.0,2.0,34303.0,2.0,34416.0,387.0
14263,2024-04-02 13:30:24+00:00,10000000.0,8.17,2.7273333333333327,0.16,21.16,0.9973333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,401.3333333333333
14267,2024-04-02 13:30:28+00:00,10000000.0,8.606666666666667,2.356,0.15166666666666667,21.16,1.0333333333333334,1,100.0,0.0,2.0,34350.0,2.0,34450.0,261.0
14271,2024-04-02 13:30:32+00:00,10000000.0,8.213333333333333,2.1006666666666667,0.14333333333333334,21.16,0.993,1,100.0,0.0,2.0,34362.0,2.0,34481.0,371.0
14275,2024-04-02 13:30:36+00:00,10000000.0,8.37,1.5099999999999998,0.15666666666666665,21.16,1.014,1,100.0,0.0,2.0,34351.0,2.0,34450.0,378.3333333333333
14279,2024-04-02 13:30:40+00:00,10000000.0,8.4,1.4956666666666667,0.16,21.16,1.0123333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,439.0
14283,2024-04-02 13:30:44+00:00,10000000.0,8.393333333333333,1.4873333333333332,0.15666666666666665,21.16,1.0153333333333332,1,100.0,0.0,2.0,34303.0,2.0,34416.0,395.3333333333333
14287,2024-04-02 13:30:48+00:00,10000000.0,8.483333333333334,2.108,0.14666666666666667,21.16,1.021,1,100.0,0.0,2.0,34303.0,2.0,34411.0,194.0
14291,2024-04-02 13:30:52+00:00,10000000.0,8.476666666666667,2.272,0.1366666666666667,21.16,1.02,1,100.0,0.0,2.0,34408.0,2.0,34520.0,372.5
14295,2024-04-02 13:30:56+00:00,10000000.0,8.47,1.8319999999999999,0.16666666666666666,21.16,1.016,1,100.0,0.0,2.0,34410.0,2.0,34520.0,422.3333333333333
14303,2024-04-02 13:31:04+00:00,10000000.0,8.136666666666667,2.19,0.148,21.16,0.9846666666666666,1,100.0,0.0,2.0,34266.0,2.0,34376.0,327.6666666666667
14307,2024-04-02 13:31:08+00:00,10000000.0,8.4,1.55,0.17666666666666667,21.16,1.0153333333333332,1,100.0,0.0,2.0,34481.0,2.0,34589.0,403.3333333333333
14315,2024-04-02 13:31:16+00:00,10000000.0,8.396666666666667,2.095333333333333,0.16333333333333333,21.16,1.0090000000000001,1,100.0,0.0,2.0,34385.0,2.0,34485.0,373.0
14319,2024-04-02 13:31:20+00:00,10000000.0,8.283333333333333,1.2326666666666666,0.18333333333333335,21.16,1.011,1,100.0,0.0,2.0,34291.0,2.0,34411.0,408.6666666666667
14323,2024-04-02 13:31:24+00:00,10000000.0,8.386666666666667,2.7520000000000002,0.16,21.16,1.011,1,100.0,0.0,2.0,34386.0,2.0,34485.0,364.5
14327,2024-04-02 13:31:28+00:00,10000000.0,8.38,1.5253333333333332,0.14200000000000002,21.16,1.0066666666666666,1,100.0,0.0,2.0,34267.0,2.0,34381.0,347.3333333333333
14331,2024-04-02 13:31:32+00:00,10000000.0,8.486666666666666,2.6569999999999996,0.16633333333333333,21.16,1.0190000000000001,1,100.0,0.0,2.0,34481.0,2.0,34589.0,351.3333333333333
14339,2024-04-02 13:31:40+00:00,10000000.0,8.386666666666667,2.130333333333333,0.16,21.16,1.0076666666666665,1,100.0,0.0,2.0,34374.0,2.0,34485.0,344.3333333333333
14343,2024-04-02 13:31:44+00:00,10000000.0,8.06,1.7973333333333332,0.21,21.16,0.968,1,100.0,0.0,2.0,34102.0,2.0,34207.0,421.6666666666667
14347,2024-04-02 13:31:48+00:00,10000000.0,8.19,1.9606666666666666,0.11900000000000001,21.16,0.9903333333333334,1,100.0,0.0,2.0,34646.0,2.0,34758.0,326.6666666666667
14351,2024-04-02 13:31:52+00:00,10000000.0,8.673333333333334,1.625333333333333,0.16,21.16,1.0403333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,395.0
14355,2024-04-02 13:31:56+00:00,10000000.0,8.5,1.8226666666666667,0.16333333333333336,21.16,1.0296666666666665,1,100.0,0.0,2.0,34374.0,2.0,34485.0,405.0
14359,2024-04-02 13:32:00+00:00,10000000.0,8.573333333333332,2.2373333333333334,0.16,21.16,1.0383333333333333,1,100.0,0.0,2.0,34339.0,2.0,34450.0,399.6666666666667
14363,2024-04-02 13:32:04+00:00,10000000.0,8.066666666666666,3.0530000000000004,0.14333333333333334,21.16,0.9753333333333334,1,100.0,0.0,2.0,34339.0,2.0,34446.0,333.3333333333333
14367,2024-04-02 13:32:08+00:00,10000000.0,8.396666666666667,1.5246666666666666,0.16333333333333333,21.16,1.0176666666666667,1,100.0,0.0,2.0,34339.0,2.0,34450.0,349.0
14371,2024-04-02 13:32:12+00:00,10000000.0,8.653333333333334,1.82,0.16,21.16,1.0333333333333334,1,100.0,0.0,2.0,34410.0,2.0,34520.0,369.3333333333333
14375,2024-04-02 13:32:16+00:00,10000000.0,7.563333333333333,2.0653333333333332,0.17033333333333334,21.16,0.9233333333333333,1,100.0,0.0,2.0,34243.0,2.0,34346.0,280.0
14379,2024-04-02 13:32:20+00:00,10000000.0,8.206666666666665,1.986,0.14433333333333334,21.16,0.9936666666666666,1,100.0,0.0,2.0,34280.0,2.0,34393.0,335.6666666666667
14383,2024-04-02 13:32:24+00:00,10000000.0,7.376666666666666,2.549,0.14333333333333334,21.16,0.9003333333333333,1,100.0,0.0,2.0,34516.0,2.0,34624.0,392.5
14387,2024-04-02 13:32:28+00:00,10000000.0,8.339999999999998,1.8646666666666665,0.14100000000000001,21.16,1.0103333333333333,1,100.0,0.0,2.0,33925.0,2.0,34034.0,326.0
14391,2024-04-02 13:32:32+00:00,10000000.0,8.443333333333333,1.8226666666666667,0.15233333333333332,21.16,1.0206666666666666,1,100.0,0.0,2.0,34788.0,2.0,34902.0,314.5
14395,2024-04-02 13:32:36+00:00,10000000.0,8.46,2.0556666666666668,0.153,21.16,1.0143333333333333,1,100.0,0.0,2.0,34362.0,2.0,34471.0,377.3333333333333
14399,2024-04-02 13:32:40+00:00,10000000.0,8.459999999999999,1.7166666666666668,0.15666666666666668,21.16,1.018,1,100.0,0.0,2.0,34374.0,2.0,34485.0,324.0
14403,2024-04-02 13:32:44+00:00,10000000.0,8.566666666666666,2.186666666666667,0.16,21.16,1.0296666666666667,1,100.0,0.0,2.0,34338.0,2.0,34450.0,366.0
14407,2024-04-02 13:32:48+00:00,10000000.0,8.353333333333333,1.6226666666666667,0.16666666666666666,21.16,1.0123333333333333,1,100.0,0.0,2.0,34421.0,2.0,34520.0,416.5
14411,2024-04-02 13:32:52+00:00,10000000.0,8.443333333333333,1.7846666666666666,0.15333333333333332,21.16,1.0126666666666668,1,100.0,0.0,2.0,34326.0,2.0,34446.0,396.0
14415,2024-04-02 13:32:56+00:00,10000000.0,8.406666666666666,2.33,0.15333333333333335,21.16,1.008,1,100.0,0.0,2.0,34386.0,2.0,34485.0,378.0
14419,2024-04-02 13:33:00+00:00,10000000.0,8.42,1.6426666666666667,0.15000000000000002,21.16,1.0143333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,385.0
14439,2024-04-02 13:33:20+00:00,10000000.0,8.24,2.323,0.16,21.16,0.9979999999999999,1,100.0,0.0,2.0,34373.0,2.0,34485.0,376.0
14443,2024-04-02 13:33:24+00:00,10000000.0,8.323333333333332,2.608,0.17,21.16,1.002,1,100.0,0.0,2.0,34338.0,2.0,34446.0,363.0
14447,2024-04-02 13:33:28+00:00,10000000.0,8.553333333333333,2.0673333333333335,0.16,21.16,1.0199999999999998,1,100.0,0.0,2.0,34374.0,2.0,34485.0,382.0
14459,2024-04-02 13:33:40+00:00,10000000.0,8.383333333333333,2.1246666666666667,0.12033333333333333,21.16,1.0056666666666665,1,100.0,0.0,2.0,34302.0,2.0,34411.0,382.0
14463,2024-04-02 13:33:44+00:00,10000000.0,8.413333333333334,1.556,0.16333333333333333,21.16,1.0096666666666667,1,100.0,0.0,2.0,34409.0,2.0,34520.0,427.0
14467,2024-04-02 13:33:48+00:00,10000000.0,8.459999999999999,3.2880000000000003,0.15466666666666665,21.16,1.016333333333333,1,100.0,0.0,2.0,34374.0,2.0,34478.0,614.3333333333334
14471,2024-04-02 13:33:52+00:00,10000000.0,8.476666666666665,2.1343333333333336,0.10933333333333334,21.16,1.0203333333333333,1,100.0,0.0,2.0,34232.0,2.0,34346.0,379.6666666666667
14475,2024-04-02 13:33:56+00:00,10000000.0,8.283333333333333,2.283333333333333,0.15333333333333335,21.16,0.9993333333333334,1,100.0,0.0,2.0,34469.0,2.0,34585.0,452.6666666666667
14479,2024-04-02 13:34:00+00:00,10000000.0,8.693333333333333,2.4263333333333335,0.09999999999999999,21.16,1.0366666666666668,1,100.0,0.0,2.0,34351.0,2.0,34450.0,424.3333333333333
14491,2024-04-02 13:34:12+00:00,10000000.0,8.566666666666668,1.420333333333333,0.16666666666666666,21.16,1.0263333333333333,1,100.0,0.0,2.0,34338.0,2.0,34446.0,435.0
14495,2024-04-02 13:34:16+00:00,10000000.0,8.363333333333332,1.4513333333333334,0.12666666666666668,21.16,1.0033333333333332,1,100.0,0.0,2.0,34374.0,2.0,34485.0,365.6666666666667
14503,2024-04-02 13:34:24+00:00,10000000.0,8.273333333333333,1.9456666666666667,0.16666666666666666,21.16,0.9943333333333334,1,100.0,0.0,2.0,34374.0,2.0,34485.0,350.6666666666667
14507,2024-04-02 13:34:28+00:00,10000000.0,8.5,1.5176666666666667,0.16666666666666666,21.16,1.0236666666666665,1,100.0,0.0,2.0,34232.0,2.0,34342.0,351.5
14511,2024-04-02 13:34:32+00:00,10000000.0,8.299999999999999,1.5723333333333336,0.15333333333333335,21.16,1.0136666666666667,1,100.0,0.0,2.0,34481.0,2.0,34589.0,378.6666666666667
14515,2024-04-02 13:34:36+00:00,10000000.0,8.42,1.9876666666666665,0.18333333333333335,21.16,1.0143333333333333,1,100.0,0.0,2.0,34315.0,2.0,34416.0,364.0
14519,2024-04-02 13:34:40+00:00,10000000.0,8.403333333333334,2.3546666666666667,0.17,21.16,1.0186666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,372.5
14523,2024-04-02 13:34:44+00:00,10000000.0,8.43,1.437,0.14,21.16,1.0136666666666665,1,100.0,0.0,2.0,34337.0,2.0,34446.0,393.0
14527,2024-04-02 13:34:48+00:00,10000000.0,8.5,1.9450000000000003,0.18000000000000002,21.16,1.0176666666666667,1,100.0,0.0,3.0,34339.0,3.0,34450.0,359.3333333333333
14535,2024-04-02 13:34:56+00:00,10000000.0,8.406666666666666,1.3846666666666667,0.15333333333333332,21.16,1.0,1,100.0,0.0,2.0,34373.0,2.0,34485.0,456.0
14539,2024-04-02 13:35:00+00:00,10000000.0,8.33,3.2023333333333337,0.16,21.16,1.0076666666666665,1,100.0,0.0,2.0,34338.0,2.0,34446.0,330.3333333333333
