,_time,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,collectStartTime,test_number,ue_nr
692,2024-04-17 15:51:15+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 15:51:15,5,3
693,2024-04-17 15:51:19+00:00,100,0,0,11465,0,11492,100,100,100,100,2024-04-17 15:51:19,5,3
694,2024-04-17 15:51:24+00:00,100,0,0,11488,0,11526,100,100,100,100,2024-04-17 15:51:24,5,3
695,2024-04-17 15:51:29+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 15:51:29,5,3
696,2024-04-17 15:51:33+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 15:51:33,5,3
697,2024-04-17 15:51:38+00:00,100,0,0,11418,0,11457,100,100,100,100,2024-04-17 15:51:38,5,3
698,2024-04-17 15:51:42+00:00,100,0,0,11525,0,11561,100,100,100,100,2024-04-17 15:51:42,5,3
699,2024-04-17 15:51:46+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 15:51:46,5,3
700,2024-04-17 15:51:50+00:00,100,0,0,11430,0,11464,51,6,1,88,2024-04-17 15:51:50,5,1
701,2024-04-17 15:51:51+00:00,100,0,2,11490,2,11526,100,100,100,100,2024-04-17 15:51:50,5,3
702,2024-04-17 15:51:55+00:00,100,0,0,11418,0,11457,100,100,100,100,2024-04-17 15:51:55,5,3
703,2024-04-17 15:52:00+00:00,100,0,2,11490,2,11526,100,100,100,100,2024-04-17 15:52:00,5,3
704,2024-04-17 15:52:05+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 15:52:05,5,3
705,2024-04-17 15:52:10+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 15:52:09,5,3
706,2024-04-17 15:52:14+00:00,100,0,0,11465,0,11492,100,100,100,100,2024-04-17 15:52:14,5,3
707,2024-04-17 15:52:19+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 15:52:19,5,3
708,2024-04-17 15:52:25+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 15:52:24,5,3
709,2024-04-17 15:52:29+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 15:52:29,5,3
710,2024-04-17 15:52:34+00:00,100,0,1,11490,1,11526,100,100,100,100,2024-04-17 15:52:34,5,3
711,2024-04-17 15:52:38+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 15:52:38,5,3
712,2024-04-17 15:52:42+00:00,100,0,1,11431,1,11464,51,6,1,88,2024-04-17 15:52:42,5,1
713,2024-04-17 15:52:43+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 15:52:42,5,3
714,2024-04-17 15:52:47+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 15:52:47,5,3
715,2024-04-17 15:52:52+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 15:52:52,5,3
716,2024-04-17 15:52:57+00:00,100,0,0,11465,0,11492,100,100,100,100,2024-04-17 15:52:57,5,3
717,2024-04-17 15:53:01+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 15:53:01,5,3
718,2024-04-17 15:53:06+00:00,100,0,0,11488,0,11526,100,100,100,100,2024-04-17 15:53:06,5,3
719,2024-04-17 15:53:11+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 15:53:11,5,3
720,2024-04-17 15:53:16+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 15:53:16,5,3
721,2024-04-17 15:53:22+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 15:53:22,5,3
722,2024-04-17 15:53:27+00:00,100,0,0,11488,0,11526,100,100,100,100,2024-04-17 15:53:27,5,3
723,2024-04-17 15:53:32+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 15:53:32,5,3
724,2024-04-17 15:53:37+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 15:53:37,5,3
725,2024-04-17 15:53:42+00:00,100,0,0,11465,0,11491,100,100,100,100,2024-04-17 15:53:42,5,3
726,2024-04-17 15:53:47+00:00,100,0,0,11488,0,11526,100,100,100,100,2024-04-17 15:53:46,5,3
727,2024-04-17 15:53:52+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 15:53:52,5,3
728,2024-04-17 15:53:56+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 15:53:56,5,3
729,2024-04-17 15:54:00+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 15:54:00,5,3
730,2024-04-17 15:54:05+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 15:54:05,5,3
731,2024-04-17 15:54:10+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 15:54:10,5,3
732,2024-04-17 15:54:14+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 15:54:14,5,3
733,2024-04-17 15:54:19+00:00,100,0,0,11465,0,11491,100,100,100,100,2024-04-17 15:54:19,5,3
734,2024-04-17 15:54:24+00:00,100,0,2,11490,2,11526,100,100,100,100,2024-04-17 15:54:24,5,3
735,2024-04-17 15:54:29+00:00,100,0,1,11419,1,11464,100,100,100,100,2024-04-17 15:54:29,5,3
736,2024-04-17 15:54:35+00:00,100,0,0,11465,0,11499,100,100,100,100,2024-04-17 15:54:35,5,3
737,2024-04-17 15:54:40+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:54:40,5,3
738,2024-04-17 15:54:44+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:54:44,5,3
739,2024-04-17 15:54:49+00:00,100,0,0,11418,0,11459,100,100,100,100,2024-04-17 15:54:49,5,3
740,2024-04-17 15:54:53+00:00,100,0,0,11465,0,11499,100,100,100,100,2024-04-17 15:54:53,5,3
741,2024-04-17 15:54:58+00:00,100,0,2,11431,2,11464,100,100,100,100,2024-04-17 15:54:58,5,3
742,2024-04-17 15:55:02+00:00,100,0,2,11419,2,11464,100,100,100,100,2024-04-17 15:55:02,5,3
743,2024-04-17 15:55:07+00:00,100,0,0,11429,0,11459,100,100,100,100,2024-04-17 15:55:07,5,3
744,2024-04-17 15:55:12+00:00,100,0,1,11454,1,11499,100,100,100,100,2024-04-17 15:55:12,5,3
745,2024-04-17 15:55:16+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:55:16,5,3
746,2024-04-17 15:55:21+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:55:21,5,3
747,2024-04-17 15:55:25+00:00,100,0,0,11454,0,11494,100,100,100,100,2024-04-17 15:55:25,5,3
748,2024-04-17 15:55:30+00:00,100,0,0,11430,0,11464,100,100,100,100,2024-04-17 15:55:30,5,3
749,2024-04-17 15:55:35+00:00,100,0,0,11430,0,11464,100,100,100,100,2024-04-17 15:55:35,5,3
750,2024-04-17 15:55:39+00:00,100,0,0,11430,0,11464,100,100,100,100,2024-04-17 15:55:39,5,3
751,2024-04-17 15:55:43+00:00,100,0,1,11454,1,11494,100,100,100,100,2024-04-17 15:55:43,5,3
752,2024-04-17 15:55:47+00:00,100,0,0,11430,0,11464,100,100,100,100,2024-04-17 15:55:47,5,3
753,2024-04-17 15:55:52+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:55:52,5,3
754,2024-04-17 15:55:56+00:00,100,0,0,11454,0,11499,100,100,100,100,2024-04-17 15:55:56,5,3
755,2024-04-17 15:56:00+00:00,100,0,1,11395,1,11425,100,100,100,100,2024-04-17 15:56:00,5,3
756,2024-04-17 15:56:04+00:00,100,0,1,11466,1,11499,100,100,100,100,2024-04-17 15:56:04,5,3
757,2024-04-17 15:56:08+00:00,100,0,0,11417,0,11464,100,100,100,100,2024-04-17 15:56:08,5,3
758,2024-04-17 15:56:12+00:00,100,0,0,11430,0,11464,100,100,100,100,2024-04-17 15:56:12,5,3
759,2024-04-17 15:56:16+00:00,100,0,1,11454,1,11494,100,100,100,100,2024-04-17 15:56:16,5,3
760,2024-04-17 15:56:20+00:00,100,0,1,11431,1,11464,100,100,100,100,2024-04-17 15:56:20,5,3
761,2024-04-17 15:56:24+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:56:23,5,3
762,2024-04-17 15:56:28+00:00,100,0,2,11431,2,11464,100,100,100,100,2024-04-17 15:56:28,5,3
763,2024-04-17 15:56:32+00:00,100,0,0,11454,0,11494,100,100,100,100,2024-04-17 15:56:31,5,3
764,2024-04-17 15:56:36+00:00,100,0,0,11430,0,11464,100,100,100,100,2024-04-17 15:56:36,5,3
765,2024-04-17 15:56:40+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:56:40,5,3
766,2024-04-17 15:56:44+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:56:44,5,3
767,2024-04-17 15:56:48+00:00,100,0,0,11454,0,11494,100,100,100,100,2024-04-17 15:56:48,5,3
768,2024-04-17 15:56:53+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:56:52,5,3
769,2024-04-17 15:56:56+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:56:56,5,3
770,2024-04-17 15:57:01+00:00,100,0,0,11418,0,11464,100,100,100,100,2024-04-17 15:57:01,5,3
771,2024-04-17 15:57:05+00:00,100,0,0,11429,0,11459,100,100,100,100,2024-04-17 15:57:05,5,3
772,2024-04-17 15:57:09+00:00,100,0,0,11465,0,11499,100,100,100,100,2024-04-17 15:57:09,5,3
773,2024-04-17 15:57:13+00:00,100,0,2,11455,2,11499,100,100,100,100,2024-04-17 15:57:13,5,3
774,2024-04-17 15:57:17+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:57:17,5,3
775,2024-04-17 15:57:22+00:00,100,0,2,11419,2,11459,100,100,100,100,2024-04-17 15:57:22,5,3
776,2024-04-17 15:57:26+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:57:26,5,3
777,2024-04-17 15:57:30+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:57:30,5,3
778,2024-04-17 15:57:34+00:00,100,0,1,11466,1,11499,100,100,100,100,2024-04-17 15:57:34,5,3
779,2024-04-17 15:57:38+00:00,100,0,0,11417,0,11459,100,100,100,100,2024-04-17 15:57:38,5,3
780,2024-04-17 15:57:42+00:00,100,0,0,11430,0,11464,100,100,100,100,2024-04-17 15:57:42,5,3
781,2024-04-17 15:57:47+00:00,100,0,0,11465,0,11499,100,100,100,100,2024-04-17 15:57:47,5,3
782,2024-04-17 15:57:51+00:00,100,0,0,11429,0,11464,100,100,100,100,2024-04-17 15:57:51,5,3
783,2024-04-17 15:57:55+00:00,100,0,1,11419,1,11459,100,100,100,100,2024-04-17 15:57:55,5,3
784,2024-04-17 15:57:58+00:00,100,0,0,11500,0,11526,51,5,1,90,2024-04-17 15:57:58,5,1
785,2024-04-17 15:57:59+00:00,100,0,0,11430,0,11464,100,100,100,100,2024-04-17 15:57:58,5,3
786,2024-04-17 15:58:02+00:00,100,0,0,14755,0,14799,100,100,100,100,2024-04-17 15:58:02,5,3
787,2024-04-17 15:58:06+00:00,100,0,2,10272,2,10303,100,100,100,100,2024-04-17 15:58:06,5,3
788,2024-04-17 15:58:10+00:00,100,0,2,2,2,2,100,100,100,100,2024-04-17 15:58:10,5,3
789,2024-04-17 15:58:14+00:00,100,0,2,2,2,2,100,100,100,100,2024-04-17 15:58:14,5,3
790,2024-04-17 15:58:18+00:00,100,0,2,2,2,3,100,100,100,100,2024-04-17 15:58:18,5,3
791,2024-04-17 15:58:22+00:00,100,0,2,2,2,2,100,100,100,100,2024-04-17 15:58:21,5,3
792,2024-04-17 15:58:25+00:00,100,0,2,2,3,2,100,100,100,100,2024-04-17 15:58:25,5,3
793,2024-04-17 15:58:29+00:00,100,0,2,2,2,2,100,100,100,100,2024-04-17 15:58:29,5,3
794,2024-04-17 15:58:32+00:00,100,0,2,2,2,2,100,100,100,100,2024-04-17 15:58:32,5,3
795,2024-04-17 15:58:37+00:00,100,0,2,2,3,2,100,100,100,100,2024-04-17 15:58:37,5,3
796,2024-04-17 15:58:41+00:00,100,0,2,2,3,2,100,100,100,100,2024-04-17 15:58:41,5,3
797,2024-04-17 15:58:45+00:00,100,0,2,2,3,2,100,100,100,100,2024-04-17 15:58:45,5,3
798,2024-04-17 15:58:51+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 15:58:50,5,3
799,2024-04-17 15:58:55+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 15:58:55,5,3
800,2024-04-17 15:59:00+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 15:59:00,5,3
801,2024-04-17 15:59:03+00:00,100,0,2,2,2,2,100,100,100,100,2024-04-17 15:59:03,5,3
802,2024-04-17 15:59:08+00:00,100,0,2,2,3,2,100,100,100,100,2024-04-17 15:59:08,5,3
803,2024-04-17 15:59:12+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 15:59:12,5,3
804,2024-04-17 15:59:18+00:00,100,0,4,4,4,4,100,100,100,100,2024-04-17 15:59:18,5,3
805,2024-04-17 15:59:24+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 15:59:24,5,3
806,2024-04-17 15:59:29+00:00,100,0,4,4,4,4,100,100,100,100,2024-04-17 15:59:29,5,3
807,2024-04-17 15:59:35+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 15:59:35,5,3
808,2024-04-17 15:59:40+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 15:59:40,5,3
809,2024-04-17 15:59:45+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 15:59:45,5,3
810,2024-04-17 15:59:51+00:00,100,0,4,4,4,4,100,100,100,100,2024-04-17 15:59:51,5,3
811,2024-04-17 15:59:57+00:00,100,0,4,4,4,4,100,100,100,100,2024-04-17 15:59:57,5,3
812,2024-04-17 16:00:01+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 16:00:01,5,3
813,2024-04-17 16:00:07+00:00,100,0,4,4,4,4,100,100,100,100,2024-04-17 16:00:07,5,3
814,2024-04-17 16:00:12+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 16:00:12,5,3
815,2024-04-17 16:00:18+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 16:00:18,5,3
816,2024-04-17 16:00:23+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 16:00:22,5,3
817,2024-04-17 16:00:28+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 16:00:28,5,3
818,2024-04-17 16:00:33+00:00,100,0,4,4,4,4,100,100,100,100,2024-04-17 16:00:33,5,3
819,2024-04-17 16:00:40+00:00,100,0,4,4,4,4,100,100,100,100,2024-04-17 16:00:40,5,3
820,2024-04-17 16:00:45+00:00,100,0,4,4,4,4,100,100,100,100,2024-04-17 16:00:45,5,3
821,2024-04-17 16:00:50+00:00,100,0,2,2,3,3,100,100,100,100,2024-04-17 16:00:50,5,3
822,2024-04-17 16:00:55+00:00,100,0,4,4,4,4,100,100,100,100,2024-04-17 16:00:55,5,3
823,2024-04-17 16:01:01+00:00,100,0,4,4,4,4,100,100,100,100,2024-04-17 16:01:01,5,3
824,2024-04-17 16:01:06+00:00,100,0,2,2,3,2,100,100,100,100,2024-04-17 16:01:06,5,3
825,2024-04-17 16:01:11+00:00,100,0,4,4,4,4,100,100,100,100,2024-04-17 16:01:11,5,3
826,2024-04-17 16:01:17+00:00,100,0,3,3,3,3,100,100,100,100,2024-04-17 16:01:17,5,3
827,2024-04-17 16:01:23+00:00,100,0,4,4,4,4,100,100,100,100,2024-04-17 16:01:23,5,3
828,2024-04-17 16:01:29+00:00,100,0,4,5,5,5,100,100,100,100,2024-04-17 16:01:29,5,3
829,2024-04-17 16:09:37+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 16:09:37,10,3
830,2024-04-17 16:09:42+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:09:42,10,3
831,2024-04-17 16:09:47+00:00,100,0,0,11465,0,11491,100,100,100,100,2024-04-17 16:09:47,10,3
832,2024-04-17 16:09:53+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:09:53,10,3
833,2024-04-17 16:09:58+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 16:09:58,10,3
834,2024-04-17 16:10:04+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 16:10:04,10,3
835,2024-04-17 16:10:10+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:10:10,10,3
836,2024-04-17 16:10:16+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:10:16,10,3
837,2024-04-17 16:10:23+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 16:10:23,10,3
838,2024-04-17 16:10:29+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 16:10:29,10,3
839,2024-04-17 16:10:36+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:10:36,10,3
840,2024-04-17 16:10:42+00:00,100,0,1,11490,1,11526,100,100,100,100,2024-04-17 16:10:42,10,3
841,2024-04-17 16:10:48+00:00,100,0,0,11465,0,11491,100,100,100,100,2024-04-17 16:10:48,10,3
842,2024-04-17 16:10:54+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:10:54,10,3
843,2024-04-17 16:10:59+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:10:59,10,3
844,2024-04-17 16:11:05+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:11:05,10,3
845,2024-04-17 16:11:10+00:00,100,0,0,11488,0,11526,100,100,100,100,2024-04-17 16:11:10,10,3
846,2024-04-17 16:11:14+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 16:11:14,10,3
847,2024-04-17 16:11:19+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 16:11:19,10,3
848,2024-04-17 16:11:23+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 16:11:23,10,3
849,2024-04-17 16:11:28+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 16:11:28,10,3
850,2024-04-17 16:11:33+00:00,100,0,0,11465,0,11491,100,100,100,100,2024-04-17 16:11:33,10,3
851,2024-04-17 16:11:37+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 16:11:37,10,3
852,2024-04-17 16:11:41+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:11:41,10,3
853,2024-04-17 16:11:46+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 16:11:46,10,3
854,2024-04-17 16:11:50+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 16:11:50,10,3
855,2024-04-17 16:11:55+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:11:55,10,3
856,2024-04-17 16:12:00+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:12:00,10,3
857,2024-04-17 16:12:04+00:00,100,0,1,11466,1,11499,51,6,1,88,2024-04-17 16:12:04,10,1
858,2024-04-17 16:12:05+00:00,100,0,0,11488,0,11526,100,100,100,100,2024-04-17 16:12:04,10,3
859,2024-04-17 16:12:09+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:12:09,10,3
860,2024-04-17 16:12:14+00:00,100,0,1,11466,1,11491,100,100,100,100,2024-04-17 16:12:14,10,3
861,2024-04-17 16:12:18+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:12:18,10,3
862,2024-04-17 16:12:23+00:00,100,0,0,11488,0,11526,100,100,100,100,2024-04-17 16:12:23,10,3
863,2024-04-17 16:12:27+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:12:27,10,3
864,2024-04-17 16:12:32+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:12:32,10,3
865,2024-04-17 16:12:36+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:12:36,10,3
866,2024-04-17 16:12:41+00:00,100,0,0,11525,0,11561,100,100,100,100,2024-04-17 16:12:41,10,3
867,2024-04-17 16:12:45+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 16:12:45,10,3
868,2024-04-17 16:12:49+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 16:12:49,10,3
869,2024-04-17 16:12:53+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 16:12:53,10,3
870,2024-04-17 16:12:58+00:00,100,0,1,11490,1,11526,100,100,100,100,2024-04-17 16:12:58,10,3
871,2024-04-17 16:13:02+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 16:13:02,10,3
872,2024-04-17 16:13:07+00:00,100,0,0,11465,0,11492,100,100,100,100,2024-04-17 16:13:07,10,3
873,2024-04-17 16:13:11+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 16:13:11,10,3
874,2024-04-17 16:13:15+00:00,100,0,0,11453,0,11491,100,100,100,100,2024-04-17 16:13:15,10,3
875,2024-04-17 16:13:19+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:13:19,10,3
876,2024-04-17 16:13:23+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 16:13:23,10,3
877,2024-04-17 16:13:28+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 16:13:28,10,3
878,2024-04-17 16:13:33+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:13:33,10,3
879,2024-04-17 16:13:37+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 16:13:37,10,3
880,2024-04-17 16:13:42+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:13:42,10,3
881,2024-04-17 16:13:47+00:00,100,0,0,11465,0,11491,100,100,100,100,2024-04-17 16:13:47,10,3
882,2024-04-17 16:13:52+00:00,100,0,0,11488,0,11526,100,100,100,100,2024-04-17 16:13:52,10,3
883,2024-04-17 16:13:56+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:13:55,10,3
884,2024-04-17 16:14:00+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 16:14:00,10,3
885,2024-04-17 16:14:04+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 16:14:04,10,3
886,2024-04-17 16:14:09+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 16:14:09,10,3
887,2024-04-17 16:14:13+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 16:14:13,10,3
888,2024-04-17 16:14:18+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:14:18,10,3
889,2024-04-17 16:14:22+00:00,100,0,0,11465,0,11491,100,100,100,100,2024-04-17 16:14:22,10,3
890,2024-04-17 16:14:27+00:00,100,0,0,11488,0,11526,100,100,100,100,2024-04-17 16:14:27,10,3
891,2024-04-17 16:14:31+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:14:31,10,3
892,2024-04-17 16:14:36+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 16:14:36,10,3
893,2024-04-17 16:14:41+00:00,100,0,2,11490,2,11526,100,100,100,100,2024-04-17 16:14:41,10,3
894,2024-04-17 16:14:44+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:14:44,10,3
895,2024-04-17 16:14:49+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:14:49,10,3
896,2024-04-17 16:14:53+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 16:14:53,10,3
897,2024-04-17 16:14:57+00:00,100,0,1,11490,1,11526,100,100,100,100,2024-04-17 16:14:57,10,3
898,2024-04-17 16:15:02+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:15:02,10,3
899,2024-04-17 16:15:06+00:00,100,0,0,11465,0,11492,100,100,100,100,2024-04-17 16:15:06,10,3
900,2024-04-17 16:15:11+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:15:11,10,3
901,2024-04-17 16:15:15+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:15:15,10,3
902,2024-04-17 16:15:19+00:00,100,0,1,11490,1,11526,100,100,100,100,2024-04-17 16:15:19,10,3
903,2024-04-17 16:15:24+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 16:15:24,10,3
904,2024-04-17 16:15:28+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:15:28,10,3
905,2024-04-17 16:15:32+00:00,100,0,1,11490,1,11526,100,100,100,100,2024-04-17 16:15:32,10,3
906,2024-04-17 16:15:36+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:15:36,10,3
907,2024-04-17 16:15:40+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 16:15:40,10,3
908,2024-04-17 16:15:44+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:15:44,10,3
909,2024-04-17 16:15:48+00:00,100,0,0,11465,0,11492,100,100,100,100,2024-04-17 16:15:48,10,3
910,2024-04-17 16:15:52+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 16:15:52,10,3
911,2024-04-17 16:15:57+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:15:56,10,3
912,2024-04-17 16:16:00+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:16:00,10,3
913,2024-04-17 16:16:04+00:00,100,0,0,11488,0,11526,100,100,100,100,2024-04-17 16:16:04,10,3
914,2024-04-17 16:16:08+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:16:08,10,3
915,2024-04-17 16:16:12+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:16:12,10,3
916,2024-04-17 16:16:15+00:00,100,0,0,11465,0,11492,100,100,100,100,2024-04-17 16:16:15,10,3
917,2024-04-17 16:16:19+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 16:16:19,10,3
918,2024-04-17 16:16:23+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:16:23,10,3
919,2024-04-17 16:16:27+00:00,100,0,1,11454,1,11491,100,100,100,100,2024-04-17 16:16:27,10,3
920,2024-04-17 16:16:31+00:00,100,0,2,11455,2,11491,100,100,100,100,2024-04-17 16:16:31,10,3
921,2024-04-17 16:16:35+00:00,100,0,0,11488,0,11526,100,100,100,100,2024-04-17 16:16:35,10,3
922,2024-04-17 16:16:39+00:00,100,0,0,11454,0,11492,100,100,100,100,2024-04-17 16:16:39,10,3
923,2024-04-17 16:16:43+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:16:43,10,3
924,2024-04-17 16:16:46+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:16:46,10,3
925,2024-04-17 16:16:51+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:16:51,10,3
926,2024-04-17 16:16:55+00:00,100,0,0,11489,0,11526,100,100,100,100,2024-04-17 16:16:55,10,3
927,2024-04-17 16:16:59+00:00,100,0,0,11465,0,11491,100,100,100,100,2024-04-17 16:16:59,10,3
928,2024-04-17 16:17:03+00:00,100,0,0,11453,0,11492,100,100,100,100,2024-04-17 16:17:03,10,3
929,2024-04-17 16:17:06+00:00,100,0,0,11465,0,11499,51,6,1,88,2024-04-17 16:17:06,10,1
930,2024-04-17 16:17:07+00:00,100,0,0,11454,0,11491,100,100,100,100,2024-04-17 16:17:06,10,3
