,_time,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,test_number,transfer,ue_nr
1195,2024-04-17 15:00:28+00:00,10M,2.77,6.956,0.73,10.0,3,0.339,2
1196,2024-04-17 15:00:29+00:00,10M,1.9,5.058,0.72,10.0,3,0.232,2
1197,2024-04-17 15:00:30+00:00,10M,2.5,6.574,0.8,10.0,3,0.305,2
1198,2024-04-17 15:00:31+00:00,10M,2.1,7.965,0.73,10.0,3,0.256,2
1199,2024-04-17 15:00:32+00:00,10M,2.09,6.944,0.78,10.0,3,0.255,2
1200,2024-04-17 15:00:33+00:00,10M,2.22,8.525,0.79,10.0,3,0.272,2
1201,2024-04-17 15:00:34+00:00,10M,2.03,5.279,0.75,10.0,3,0.247,2
1202,2024-04-17 15:00:35+00:00,10M,1.42,10.601,0.82,10.0,3,0.174,2
1203,2024-04-17 15:00:36+00:00,10M,1.73,10.016,0.78,10.0,3,0.211,2
1204,2024-04-17 15:00:37+00:00,10M,2.81,6.889,0.85,10.0,3,0.344,2
1205,2024-04-17 15:00:38+00:00,10M,2.34,2.834,0.74,10.0,3,0.286,2
1206,2024-04-17 15:00:39+00:00,10M,2.0,6.248,0.77,10.0,3,0.245,2
1207,2024-04-17 15:00:40+00:00,10M,1.62,4.518,0.74,10.0,3,0.198,2
1208,2024-04-17 15:00:41+00:00,10M,2.64,7.886,0.83,10.0,3,0.322,2
1209,2024-04-17 15:00:42+00:00,10M,2.57,5.732,0.73,10.0,3,0.314,2
1210,2024-04-17 15:00:43+00:00,10M,2.63,6.095,0.74,10.0,3,0.324,2
1211,2024-04-17 15:00:44+00:00,10M,2.87,3.244,0.74,10.0,3,0.346,2
1212,2024-04-17 15:00:45+00:00,10M,2.26,8.267,0.72,10.0,3,0.277,2
1213,2024-04-17 15:00:46+00:00,10M,1.94,8.969,0.75,10.0,3,0.236,2
1214,2024-04-17 15:00:47+00:00,10M,2.24,5.226,0.8,10.0,3,0.273,2
1215,2024-04-17 15:00:48+00:00,10M,2.24,9.739,0.73,10.0,3,0.273,2
1216,2024-04-17 15:00:49+00:00,10M,1.96,11.012,0.81,10.0,3,0.239,2
1217,2024-04-17 15:00:50+00:00,10M,2.0,8.194,0.76,10.0,3,0.245,2
1218,2024-04-17 15:00:51+00:00,10M,2.37,5.19,0.82,10.0,3,0.29,2
1219,2024-04-17 15:00:52+00:00,10M,2.24,6.883,0.76,10.0,3,0.273,2
1220,2024-04-17 15:00:53+00:00,10M,2.47,5.4,0.79,10.0,3,0.301,2
1221,2024-04-17 15:00:54+00:00,10M,2.41,6.932,0.78,10.0,3,0.294,2
1222,2024-04-17 15:00:55+00:00,10M,2.24,6.15,0.69,10.0,3,0.273,2
1223,2024-04-17 15:00:56+00:00,10M,2.32,9.944,0.8,10.0,3,0.283,2
1224,2024-04-17 15:00:57+00:00,10M,2.8,5.728,0.76,10.0,3,0.342,2
1225,2024-04-17 15:00:58+00:00,10M,2.27,4.179,0.74,10.0,3,0.277,2
1226,2024-04-17 15:00:59+00:00,10M,1.59,6.71,0.72,10.0,3,0.194,2
1227,2024-04-17 15:01:00+00:00,10M,2.49,7.837,0.83,10.0,3,0.304,2
1228,2024-04-17 15:01:01+00:00,10M,2.39,10.712,0.74,10.0,3,0.291,2
1229,2024-04-17 15:01:02+00:00,10M,1.93,3.691,0.73,10.0,3,0.236,2
1230,2024-04-17 15:01:03+00:00,10M,2.17,4.519,0.78,10.0,3,0.264,2
1231,2024-04-17 15:01:04+00:00,10M,2.18,9.551,0.83,10.0,3,0.266,2
1232,2024-04-17 15:01:05+00:00,10M,2.27,9.521,0.75,10.0,3,0.277,2
1233,2024-04-17 15:01:06+00:00,10M,2.5,4.966,0.76,10.0,3,0.305,2
1234,2024-04-17 15:01:07+00:00,10M,2.34,8.459,0.79,10.0,3,0.287,2
1235,2024-04-17 15:01:08+00:00,10M,2.14,5.092,0.74,10.0,3,0.26,2
1236,2024-04-17 15:01:09+00:00,10M,2.84,9.937,0.78,10.0,3,0.346,2
1237,2024-04-17 15:01:10+00:00,10M,2.91,3.146,0.73,10.0,3,0.355,2
1238,2024-04-17 15:01:11+00:00,10M,1.9,4.724,0.72,10.0,3,0.232,2
1239,2024-04-17 15:01:12+00:00,10M,2.78,4.61,0.77,10.0,3,0.339,2
1240,2024-04-17 15:01:13+00:00,10M,1.87,12.96,0.75,10.0,3,0.228,2
1241,2024-04-17 15:01:14+00:00,10M,2.4,4.607,0.74,10.0,3,0.293,2
1242,2024-04-17 15:01:15+00:00,10M,2.51,5.589,0.81,10.0,3,0.307,2
1243,2024-04-17 15:01:16+00:00,10M,2.13,13.533,0.76,10.0,3,0.26,2
1244,2024-04-17 15:01:17+00:00,10M,2.54,9.273,0.76,10.0,3,0.31,2
1245,2024-04-17 15:01:18+00:00,10M,1.93,3.741,0.74,10.0,3,0.236,2
1246,2024-04-17 15:01:19+00:00,10M,2.39,13.488,0.81,10.0,3,0.291,2
1247,2024-04-17 15:01:20+00:00,10M,2.66,3.604,0.73,10.0,3,0.325,2
1248,2024-04-17 15:01:21+00:00,10M,2.0,6.261,0.76,10.0,3,0.245,2
1249,2024-04-17 15:01:22+00:00,10M,2.1,4.655,0.78,10.0,3,0.256,2
1250,2024-04-17 15:01:23+00:00,10M,2.64,8.815,0.79,10.0,3,0.322,2
1251,2024-04-17 15:01:24+00:00,10M,2.07,8.31,0.7,10.0,3,0.253,2
1252,2024-04-17 15:01:25+00:00,10M,2.77,9.86,0.79,10.0,3,0.338,2
1253,2024-04-17 15:01:26+00:00,10M,2.92,5.942,0.74,10.0,3,0.356,2
1254,2024-04-17 15:01:27+00:00,10M,2.24,5.622,0.71,10.0,3,0.273,2
1255,2024-04-17 15:01:28+00:00,10M,2.61,3.71,0.77,10.0,3,0.318,2
1256,2024-04-17 15:01:29+00:00,10M,2.2,6.303,0.76,10.0,3,0.269,2
1257,2024-04-17 15:01:30+00:00,10M,2.41,10.742,0.78,10.0,3,0.294,2
1258,2024-04-17 15:01:31+00:00,10M,2.81,9.965,0.73,10.0,3,0.342,2
1259,2024-04-17 15:01:32+00:00,10M,2.44,4.74,0.73,10.0,3,0.298,2
1260,2024-04-17 15:01:33+00:00,10M,1.57,6.519,0.7,10.0,3,0.191,2
1261,2024-04-17 15:01:34+00:00,10M,2.5,10.484,0.81,10.0,3,0.305,2
1262,2024-04-17 15:01:35+00:00,10M,2.8,5.04,0.78,10.0,3,0.342,2
1263,2024-04-17 15:01:36+00:00,10M,2.35,3.996,0.72,10.0,3,0.287,2
1264,2024-04-17 15:01:37+00:00,10M,2.21,7.709,0.76,10.0,3,0.27,2
1265,2024-04-17 15:01:38+00:00,10M,2.63,6.39,0.77,10.0,3,0.321,2
1266,2024-04-17 15:01:39+00:00,10M,2.2,6.802,0.74,10.0,3,0.269,2
1267,2024-04-17 15:01:40+00:00,10M,2.78,14.342,0.78,10.0,3,0.339,2
1268,2024-04-17 15:01:41+00:00,10M,2.75,4.981,0.71,10.0,3,0.335,2
1269,2024-04-17 15:01:42+00:00,10M,1.87,11.397,0.75,10.0,3,0.228,2
1270,2024-04-17 15:01:43+00:00,10M,2.4,7.528,0.74,10.0,3,0.293,2
1271,2024-04-17 15:01:44+00:00,10M,2.48,5.612,0.81,10.0,3,0.303,2
1272,2024-04-17 15:01:45+00:00,10M,2.06,9.518,0.75,10.0,3,0.252,2
1273,2024-04-17 15:01:46+00:00,10M,1.9,12.643,0.75,10.0,3,0.232,2
1274,2024-04-17 15:01:47+00:00,10M,2.34,5.949,0.79,10.0,3,0.286,2
1275,2024-04-17 15:01:48+00:00,10M,2.64,4.046,0.78,10.0,3,0.322,2
1276,2024-04-17 15:01:49+00:00,10M,2.0,11.626,0.78,10.0,3,0.245,2
1277,2024-04-17 15:01:50+00:00,10M,1.79,5.639,0.79,10.0,3,0.219,2
1278,2024-04-17 15:01:51+00:00,10M,2.03,14.046,0.81,10.0,3,0.247,2
1279,2024-04-17 15:01:52+00:00,10M,2.17,3.681,0.74,10.0,3,0.264,2
1280,2024-04-17 15:01:53+00:00,10M,2.37,5.638,0.83,10.0,3,0.29,2
1281,2024-04-17 15:01:54+00:00,10M,2.55,7.711,0.77,10.0,3,0.311,2
1282,2024-04-17 15:01:55+00:00,10M,2.1,3.697,0.73,10.0,3,0.256,2
1283,2024-04-17 15:01:56+00:00,10M,2.17,6.697,0.8,10.0,3,0.264,2
1284,2024-04-17 15:01:57+00:00,10M,2.85,7.059,0.77,10.0,3,0.348,2
1285,2024-04-17 15:01:58+00:00,10M,2.47,5.591,0.72,10.0,3,0.301,2
1286,2024-04-17 15:01:59+00:00,10M,2.24,8.506,0.73,10.0,3,0.273,2
1287,2024-04-17 15:02:00+00:00,10M,2.92,8.563,0.78,10.0,3,0.356,2
1288,2024-04-17 15:02:01+00:00,10M,2.06,5.401,0.71,10.0,3,0.252,2
1289,2024-04-17 15:02:02+00:00,10M,2.11,5.777,0.73,10.0,3,0.257,2
1290,2024-04-17 15:02:03+00:00,10M,1.38,17.435,0.86,10.0,3,0.168,2
1291,2024-04-17 15:02:04+00:00,10M,2.07,6.37,0.73,10.0,3,0.253,2
1292,2024-04-17 15:02:05+00:00,10M,2.97,6.421,0.83,10.0,3,0.362,2
1293,2024-04-17 15:02:06+00:00,10M,1.95,7.966,0.67,10.0,3,0.238,2
1294,2024-04-17 15:02:07+00:00,10M,2.46,9.084,0.8,10.0,3,0.3,2
1295,2024-04-17 15:02:08+00:00,10M,1.84,4.994,0.74,10.0,3,0.225,2
1296,2024-04-17 15:02:09+00:00,10M,2.51,3.8,0.81,10.0,3,0.307,2
1297,2024-04-17 15:02:10+00:00,10M,2.54,6.339,0.74,10.0,3,0.31,2
1298,2024-04-17 15:02:11+00:00,10M,2.0,6.99,0.72,10.0,3,0.245,2
1299,2024-04-17 15:02:12+00:00,10M,2.68,6.788,0.78,10.0,3,0.327,2
1300,2024-04-17 15:02:13+00:00,10M,2.27,3.906,0.75,10.0,3,0.277,2
1301,2024-04-17 15:02:14+00:00,10M,1.99,8.074,0.78,10.0,3,0.243,2
1302,2024-04-17 15:02:15+00:00,10M,2.21,7.606,0.73,10.0,3,0.27,2
1303,2024-04-17 15:02:16+00:00,10M,2.64,5.64,0.8,10.0,3,0.322,2
1304,2024-04-17 15:02:17+00:00,10M,2.1,7.544,0.79,10.0,3,0.256,2
1305,2024-04-17 15:02:18+00:00,10M,2.75,6.133,0.74,10.0,3,0.335,2
1306,2024-04-17 15:02:19+00:00,10M,2.57,4.973,0.75,10.0,3,0.314,2
1307,2024-04-17 15:02:20+00:00,10M,1.74,6.339,0.74,10.0,3,0.212,2
1308,2024-04-17 15:02:21+00:00,10M,1.69,13.182,0.81,10.0,3,0.206,2
1309,2024-04-17 15:02:22+00:00,10M,1.96,4.657,0.78,10.0,3,0.239,2
1310,2024-04-17 15:02:23+00:00,10M,3.29,4.908,0.82,10.0,3,0.402,2
1311,2024-04-17 15:02:24+00:00,10M,2.0,3.82,0.64,10.0,3,0.245,2
1312,2024-04-17 15:02:25+00:00,10M,2.68,3.878,0.78,10.0,3,0.327,2
1313,2024-04-17 15:02:26+00:00,10M,2.91,5.116,0.74,10.0,3,0.355,2
1314,2024-04-17 15:02:27+00:00,10M,2.65,8.446,0.69,10.0,3,0.324,2
1315,2024-04-17 15:02:28+00:00,10M,2.35,5.48,0.76,10.0,3,0.287,2
1316,2024-04-17 15:02:29+00:00,10M,2.39,11.998,0.73,10.0,3,0.291,2
1317,2024-04-17 15:02:30+00:00,10M,2.17,6.505,0.75,10.0,3,0.264,2
1318,2024-04-17 15:02:31+00:00,10M,2.64,4.434,0.79,10.0,3,0.322,2
1319,2024-04-17 15:02:32+00:00,10M,2.48,3.484,0.74,10.0,3,0.303,2
1320,2024-04-17 15:02:33+00:00,10M,1.66,5.975,0.75,10.0,3,0.202,2
1321,2024-04-17 15:02:34+00:00,10M,2.51,6.778,0.79,10.0,3,0.307,2
1322,2024-04-17 15:02:35+00:00,10M,2.91,5.208,0.78,10.0,3,0.355,2
1323,2024-04-17 15:02:36+00:00,10M,2.13,7.723,0.72,10.0,3,0.26,2
1324,2024-04-17 15:02:37+00:00,10M,2.92,4.997,0.76,10.0,3,0.356,2
1325,2024-04-17 15:02:38+00:00,10M,2.87,3.936,0.71,10.0,3,0.351,2
1326,2024-04-17 15:02:39+00:00,10M,2.48,3.366,0.72,10.0,3,0.303,2
1327,2024-04-17 15:02:40+00:00,10M,2.91,4.981,0.74,10.0,3,0.355,2
1328,2024-04-17 15:02:41+00:00,10M,2.78,6.235,0.71,10.0,3,0.339,2
1329,2024-04-17 15:02:42+00:00,10M,2.68,9.23,0.73,10.0,3,0.327,2
1330,2024-04-17 15:02:43+00:00,10M,2.14,5.541,0.7,10.0,3,0.262,2
1331,2024-04-17 15:02:44+00:00,10M,4.54,4.246,0.74,10.0,3,0.554,2
1332,2024-04-17 15:02:45+00:00,10M,3.68,4.839,0.52,10.0,3,0.45,2
1333,2024-04-17 15:02:46+00:00,10M,3.73,3.335,0.68,10.0,3,0.455,2
1334,2024-04-17 15:02:47+00:00,10M,4.67,2.524,0.54,10.0,3,0.57,2
1335,2024-04-17 15:02:48+00:00,10M,4.01,2.882,0.57,10.0,3,0.489,2
1336,2024-04-17 15:02:49+00:00,10M,3.72,3.085,0.58,10.0,3,0.454,2
1337,2024-04-17 15:02:50+00:00,10M,4.17,2.328,0.62,10.0,3,0.509,2
1338,2024-04-17 15:02:51+00:00,10M,4.93,2.778,0.59,10.0,3,0.602,2
1339,2024-04-17 15:02:52+00:00,10M,4.08,3.816,0.5,10.0,3,0.498,2
1340,2024-04-17 15:02:53+00:00,10M,3.86,3.994,0.59,10.0,3,0.471,2
1341,2024-04-17 15:02:54+00:00,10M,3.22,5.378,0.61,10.0,3,0.393,2
1342,2024-04-17 15:02:55+00:00,10M,4.12,2.91,0.64,10.0,3,0.503,2
1343,2024-04-17 15:02:56+00:00,10M,3.6,2.839,0.62,10.0,3,0.44,2
1344,2024-04-17 15:02:57+00:00,10M,4.18,3.083,0.63,10.0,3,0.51,2
1345,2024-04-17 15:02:58+00:00,10M,4.22,4.429,0.56,10.0,3,0.515,2
1346,2024-04-17 15:02:59+00:00,10M,3.68,4.286,0.61,10.0,3,0.45,2
1347,2024-04-17 15:03:00+00:00,10M,4.62,4.073,0.59,10.0,3,0.564,2
1348,2024-04-17 15:03:01+00:00,10M,4.0,6.583,0.56,10.0,3,0.489,2
1349,2024-04-17 15:03:02+00:00,10M,3.86,6.414,0.65,10.0,3,0.469,2
1350,2024-04-17 15:03:03+00:00,10M,4.91,2.521,0.56,10.0,3,0.6,2
1351,2024-04-17 15:03:04+00:00,10M,4.35,2.764,0.55,10.0,3,0.532,2
1352,2024-04-17 15:03:05+00:00,10M,3.99,4.309,0.57,10.0,3,0.486,2
1353,2024-04-17 15:03:06+00:00,10M,2.91,3.678,0.54,10.0,3,0.355,2
1354,2024-04-17 15:03:07+00:00,10M,463.0,4.327,0.56,10.0,3,0.056600000000000004,2
1355,2024-04-17 15:03:08+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1356,2024-04-17 15:03:09+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1357,2024-04-17 15:03:10+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1358,2024-04-17 15:03:11+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1359,2024-04-17 15:03:12+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1360,2024-04-17 15:03:13+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1361,2024-04-17 15:03:14+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1362,2024-04-17 15:03:15+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1363,2024-04-17 15:03:16+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1364,2024-04-17 15:03:17+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1365,2024-04-17 15:03:18+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1366,2024-04-17 15:03:19+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1367,2024-04-17 15:03:20+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1368,2024-04-17 15:03:21+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1369,2024-04-17 15:03:22+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1370,2024-04-17 15:03:23+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1371,2024-04-17 15:03:24+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1372,2024-04-17 15:03:25+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1373,2024-04-17 15:03:26+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1374,2024-04-17 15:03:27+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1375,2024-04-17 15:03:28+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1376,2024-04-17 15:03:29+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1377,2024-04-17 15:03:30+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1378,2024-04-17 15:03:31+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1379,2024-04-17 15:03:32+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1380,2024-04-17 15:03:33+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1381,2024-04-17 15:03:34+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1382,2024-04-17 15:03:35+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1383,2024-04-17 15:03:36+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1384,2024-04-17 15:03:37+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1385,2024-04-17 15:03:38+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1386,2024-04-17 15:03:39+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1387,2024-04-17 15:03:40+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1388,2024-04-17 15:03:41+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1389,2024-04-17 15:03:42+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1390,2024-04-17 15:03:43+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1391,2024-04-17 15:03:44+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1392,2024-04-17 15:03:45+00:00,10M,0.0,4.327,0.0,10.0,3,0.0,2
1393,2024-04-17 15:03:46+00:00,10M,0.0,5.805,0.0,10.0,3,0.0,1
1394,2024-04-17 15:05:20+00:00,10M,4.19,1.168,0.0,10.0,4,0.512,1
1395,2024-04-17 15:05:21+00:00,10M,6.06,1.557,0.42,10.0,4,0.74,1
1396,2024-04-17 15:05:22+00:00,10M,6.27,3.253,0.42,10.0,4,0.765,1
1397,2024-04-17 15:05:23+00:00,10M,4.91,2.91,0.28,10.0,4,0.6,1
1398,2024-04-17 15:05:24+00:00,10M,4.47,2.597,0.0,10.0,4,0.546,2
1399,2024-04-17 15:05:25+00:00,10M,3.38,6.994,0.41,10.0,4,0.413,2
1400,2024-04-17 15:05:26+00:00,10M,4.03,2.385,0.68,10.0,4,0.492,2
1401,2024-04-17 15:05:27+00:00,10M,3.16,9.653,0.54,10.0,4,0.386,2
1402,2024-04-17 15:05:28+00:00,10M,3.34,7.379,0.69,10.0,4,0.407,2
1403,2024-04-17 15:05:29+00:00,10M,3.09,7.404,0.67,10.0,4,0.378,2
1404,2024-04-17 15:05:30+00:00,10M,3.0,7.103,0.68,10.0,4,0.366,2
1405,2024-04-17 15:05:31+00:00,10M,3.48,4.433,0.69,10.0,4,0.424,2
1406,2024-04-17 15:05:32+00:00,10M,1.87,3.886,0.63,10.0,4,0.228,2
1407,2024-04-17 15:05:33+00:00,10M,2.2,11.131,0.79,10.0,4,0.269,2
1408,2024-04-17 15:05:34+00:00,10M,2.04,11.852,0.77,10.0,4,0.249,2
1409,2024-04-17 15:05:35+00:00,10M,1.87,5.048,0.75,10.0,4,0.228,2
1410,2024-04-17 15:05:36+00:00,10M,2.06,4.321,0.85,10.0,4,0.252,2
1411,2024-04-17 15:05:37+00:00,10M,1.42,7.511,0.75,10.0,4,0.174,2
1412,2024-04-17 15:05:38+00:00,10M,2.47,9.796,0.82,10.0,4,0.301,2
1413,2024-04-17 15:05:39+00:00,10M,820.0,18.003,0.87,10.0,4,0.1,2
1414,2024-04-17 15:05:40+00:00,10M,2.4,3.853,0.73,10.0,4,0.293,2
1415,2024-04-17 15:05:41+00:00,10M,1.93,5.225,0.87,10.0,4,0.236,2
1416,2024-04-17 15:05:42+00:00,10M,2.24,3.713,0.75,10.0,4,0.273,2
1417,2024-04-17 15:05:43+00:00,10M,1.42,8.854,0.85,10.0,4,0.174,2
1418,2024-04-17 15:05:44+00:00,10M,2.2,6.643,0.76,10.0,4,0.269,2
1419,2024-04-17 15:05:45+00:00,10M,1.99,6.656,0.84,10.0,4,0.243,2
1420,2024-04-17 15:05:46+00:00,10M,788.0,11.754,0.75,10.0,4,0.09620000000000001,2
1421,2024-04-17 15:05:47+00:00,10M,1.63,7.263,0.81,10.0,4,0.199,2
1422,2024-04-17 15:05:48+00:00,10M,1.75,6.364,0.88,10.0,4,0.214,2
1423,2024-04-17 15:05:49+00:00,10M,2.41,5.463,0.83,10.0,4,0.294,2
1424,2024-04-17 15:05:50+00:00,10M,1.83,3.68,0.8,10.0,4,0.223,2
1425,2024-04-17 15:05:51+00:00,10M,1.32,5.279,0.73,10.0,4,0.161,2
1426,2024-04-17 15:05:52+00:00,10M,2.26,8.158,0.85,10.0,4,0.276,2
1427,2024-04-17 15:05:53+00:00,10M,2.46,4.925,0.8,10.0,4,0.3,2
1428,2024-04-17 15:05:54+00:00,10M,2.2,9.521,0.76,10.0,4,0.269,2
1429,2024-04-17 15:05:55+00:00,10M,1.99,9.661,0.77,10.0,4,0.243,2
1430,2024-04-17 15:05:56+00:00,10M,2.08,8.228,0.77,10.0,4,0.253,2
1431,2024-04-17 15:05:57+00:00,10M,1.52,4.89,0.79,10.0,4,0.185,2
1432,2024-04-17 15:05:58+00:00,10M,2.04,17.82,0.84,10.0,4,0.249,2
1433,2024-04-17 15:05:59+00:00,10M,2.4,8.423,0.8,10.0,4,0.293,2
1434,2024-04-17 15:06:00+00:00,10M,2.75,4.654,0.76,10.0,4,0.335,2
1435,2024-04-17 15:06:01+00:00,10M,2.07,5.698,0.74,10.0,4,0.253,2
1436,2024-04-17 15:06:02+00:00,10M,2.03,9.552,0.79,10.0,4,0.247,2
1437,2024-04-17 15:06:03+00:00,10M,1.6,8.99,0.76,10.0,4,0.195,2
1438,2024-04-17 15:06:04+00:00,10M,2.17,11.593,0.82,10.0,4,0.264,2
1439,2024-04-17 15:06:05+00:00,10M,2.06,4.056,0.81,10.0,4,0.252,2
1440,2024-04-17 15:06:06+00:00,10M,1.8,5.043,0.8,10.0,4,0.219,2
1441,2024-04-17 15:06:07+00:00,10M,2.57,7.719,0.77,10.0,4,0.314,2
1442,2024-04-17 15:06:08+00:00,10M,1.93,6.677,0.79,10.0,4,0.236,2
1443,2024-04-17 15:06:09+00:00,10M,1.98,6.053,0.75,10.0,4,0.242,2
1444,2024-04-17 15:06:10+00:00,10M,1.48,5.384,0.82,10.0,4,0.181,2
1445,2024-04-17 15:06:11+00:00,10M,2.26,11.07,0.84,10.0,4,0.276,2
1446,2024-04-17 15:06:12+00:00,10M,2.28,8.375,0.79,10.0,4,0.279,2
1447,2024-04-17 15:06:13+00:00,10M,2.36,3.577,0.77,10.0,4,0.288,2
1448,2024-04-17 15:06:14+00:00,10M,2.41,3.169,0.79,10.0,4,0.294,2
1449,2024-04-17 15:06:15+00:00,10M,1.9,6.058,0.63,10.0,4,0.232,2
1450,2024-04-17 15:06:16+00:00,10M,1.59,11.657,0.84,10.0,4,0.194,2
1451,2024-04-17 15:06:17+00:00,10M,1.73,14.189,0.78,10.0,4,0.212,2
1452,2024-04-17 15:06:18+00:00,10M,2.77,12.933,0.83,10.0,4,0.338,2
1453,2024-04-17 15:06:19+00:00,10M,2.07,5.169,0.74,10.0,4,0.253,2
1454,2024-04-17 15:06:20+00:00,10M,1.32,9.635,0.79,10.0,4,0.161,2
1455,2024-04-17 15:06:21+00:00,10M,2.03,11.288,0.83,10.0,4,0.247,2
1456,2024-04-17 15:06:22+00:00,10M,1.6,11.298,0.83,10.0,4,0.195,2
1457,2024-04-17 15:06:23+00:00,10M,2.54,5.959,0.84,10.0,4,0.31,2
1458,2024-04-17 15:06:24+00:00,10M,1.35,4.227,0.73,10.0,4,0.165,2
1459,2024-04-17 15:06:25+00:00,10M,2.41,17.755,0.84,10.0,4,0.294,2
1460,2024-04-17 15:06:26+00:00,10M,2.37,10.062,0.72,10.0,4,0.29,2
1461,2024-04-17 15:06:27+00:00,10M,2.87,3.656,0.77,10.0,4,0.351,2
1462,2024-04-17 15:06:28+00:00,10M,2.41,6.83,0.74,10.0,4,0.294,2
1463,2024-04-17 15:06:29+00:00,10M,2.1,3.227,0.72,10.0,4,0.256,2
1464,2024-04-17 15:06:30+00:00,10M,2.07,10.501,0.79,10.0,4,0.253,2
1465,2024-04-17 15:06:31+00:00,10M,2.03,6.57,0.78,10.0,4,0.247,2
1466,2024-04-17 15:06:32+00:00,10M,2.89,6.01,0.8,10.0,4,0.352,2
1467,2024-04-17 15:06:33+00:00,10M,2.54,7.402,0.73,10.0,4,0.31,2
1468,2024-04-17 15:06:34+00:00,10M,1.62,7.339,0.66,10.0,4,0.198,2
1469,2024-04-17 15:06:35+00:00,10M,1.93,6.909,0.8,10.0,4,0.236,2
1470,2024-04-17 15:06:36+00:00,10M,1.82,3.365,0.83,10.0,4,0.222,2
1471,2024-04-17 15:06:37+00:00,10M,2.29,5.677,0.8,10.0,4,0.28,2
1472,2024-04-17 15:06:38+00:00,10M,1.26,11.158,0.83,10.0,4,0.154,2
1473,2024-04-17 15:06:39+00:00,10M,2.33,8.577,0.81,10.0,4,0.284,2
1474,2024-04-17 15:06:40+00:00,10M,2.04,6.161,0.8,10.0,4,0.249,2
1475,2024-04-17 15:06:41+00:00,10M,2.29,9.794,0.8,10.0,4,0.28,2
1476,2024-04-17 15:06:42+00:00,10M,2.18,5.317,0.79,10.0,4,0.266,2
1477,2024-04-17 15:06:43+00:00,10M,1.67,10.65,0.8,10.0,4,0.204,2
1478,2024-04-17 15:06:44+00:00,10M,1.85,11.652,0.75,10.0,4,0.226,2
1479,2024-04-17 15:06:45+00:00,10M,1.73,6.992,0.81,10.0,4,0.211,2
1480,2024-04-17 15:06:46+00:00,10M,1.66,9.225,0.83,10.0,4,0.202,2
1481,2024-04-17 15:06:47+00:00,10M,2.18,5.249,0.82,10.0,4,0.266,2
1482,2024-04-17 15:06:48+00:00,10M,2.64,4.502,0.81,10.0,4,0.322,2
1483,2024-04-17 15:06:49+00:00,10M,2.5,6.394,0.75,10.0,4,0.305,2
1484,2024-04-17 15:06:50+00:00,10M,1.83,4.269,0.69,10.0,4,0.223,2
1485,2024-04-17 15:06:51+00:00,10M,2.06,5.887,0.78,10.0,4,0.252,2
1486,2024-04-17 15:06:52+00:00,10M,2.0,7.127,0.83,10.0,4,0.245,2
1487,2024-04-17 15:06:53+00:00,10M,2.2,11.685,0.81,10.0,4,0.269,2
1488,2024-04-17 15:06:54+00:00,10M,2.11,6.78,0.75,10.0,4,0.257,2
1489,2024-04-17 15:06:55+00:00,10M,2.47,7.351,0.8,10.0,4,0.301,2
1490,2024-04-17 15:06:56+00:00,10M,2.17,9.729,0.75,10.0,4,0.264,2
