,_time,CARR.WBCQIDist,DRB.AirIfDelayUl/s,DRB.PdcpSduVolumeUL_Filter,DRB.RlcDelayUl,DRB.UEThpUl,RRC.ConnEstabSucc,RRC.ConnMean,RRU.PrbAvailUl,RRU.PrbTotUl,SM.PDUSessionSetupFail,SM.PDUSessionSetupReq,TB.ErrTotalNbrUl,TB.TotNbrUl,session
188,2024-03-28 12:29:42+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
189,2024-03-28 12:29:43+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
190,2024-03-28 12:29:44+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
191,2024-03-28 12:29:45+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
192,2024-03-28 12:29:46+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
193,2024-03-28 12:29:47+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
194,2024-03-28 12:29:48+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
195,2024-03-28 12:29:49+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
196,2024-03-28 12:29:50+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
197,2024-03-28 12:29:51+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
198,2024-03-28 12:29:52+00:00,27300,0,20,0,1000,100,0,0,0,0,0,100,0,117
199,2024-03-28 12:29:53+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
200,2024-03-28 12:29:54+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
201,2024-03-28 12:29:55+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
202,2024-03-28 12:29:56+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
203,2024-03-28 12:29:57+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
204,2024-03-28 12:29:58+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
205,2024-03-28 12:29:59+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
206,2024-03-28 12:30:00+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
207,2024-03-28 12:30:01+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
208,2024-03-28 12:30:02+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
209,2024-03-28 12:30:03+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
210,2024-03-28 12:30:04+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
211,2024-03-28 12:30:05+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
212,2024-03-28 12:30:06+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
213,2024-03-28 12:30:07+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
214,2024-03-28 12:30:08+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
215,2024-03-28 12:30:09+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
216,2024-03-28 12:30:10+00:00,27300,114,20,0,1000,100,0,0,0,0,0,100,0,117
217,2024-03-28 12:30:11+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
218,2024-03-28 12:30:12+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
219,2024-03-28 12:30:13+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
220,2024-03-28 12:30:14+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
221,2024-03-28 12:30:15+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
222,2024-03-28 12:30:16+00:00,27300,114,20,0,1000,100,0,0,0,0,0,100,0,117
223,2024-03-28 12:30:17+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
224,2024-03-28 12:30:18+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
225,2024-03-28 12:30:19+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
226,2024-03-28 12:30:20+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
227,2024-03-28 12:30:21+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
228,2024-03-28 12:30:22+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
229,2024-03-28 12:30:23+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
230,2024-03-28 12:30:24+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
231,2024-03-28 12:30:25+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
232,2024-03-28 12:30:26+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
233,2024-03-28 12:30:27+00:00,27300,110,20,0,1000,100,0,0,0,0,0,100,0,117
234,2024-03-28 12:30:28+00:00,27300,110,20,0,900,100,0,0,0,0,0,100,0,117
